Dataset: er_100_sparse
Vertices: 100
Edges: 256
Max Eigenvector Centrality: 1.000000
Largest Eigenvalue (Lambda): 5.985264
Runtime (seconds): 0.000000
Memory Usage (MB): 0.01

=== Top 100 Vertices by Eigenvector Centrality ===
Rank	Vertex_ID	Eigen_Centrality
1	5	1.000000
2	54	0.831115
3	46	0.786402
4	20	0.735149
5	27	0.730187
6	24	0.729180
7	97	0.713158
8	98	0.701798
9	2	0.697410
10	18	0.695657
11	49	0.688544
12	56	0.682107
13	87	0.661676
14	26	0.644941
15	22	0.641634
16	72	0.625049
17	29	0.606857
18	86	0.600560
19	30	0.581458
20	31	0.578242
21	69	0.565960
22	71	0.545014
23	96	0.525413
24	6	0.518964
25	65	0.517142
26	95	0.512623
27	93	0.501759
28	37	0.498267
29	35	0.496079
30	76	0.494535
31	84	0.471695
32	42	0.463728
33	12	0.459555
34	13	0.444813
35	89	0.444368
36	47	0.426615
37	67	0.426529
38	14	0.424308
39	52	0.422193
40	32	0.411613
41	39	0.410115
42	11	0.395541
43	81	0.394323
44	51	0.389646
45	28	0.382219
46	3	0.380659
47	66	0.375348
48	73	0.372720
49	82	0.371391
50	77	0.370125
51	83	0.368748
52	53	0.365184
53	33	0.364723
54	63	0.357092
55	57	0.354055
56	48	0.351596
57	91	0.342435
58	38	0.342354
59	78	0.339286
60	16	0.336057
61	40	0.332061
62	85	0.331220
63	4	0.330933
64	45	0.330553
65	99	0.326920
66	44	0.313448
67	94	0.309597
68	70	0.307063
69	59	0.303919
70	80	0.302525
71	10	0.301103
72	92	0.299277
73	74	0.290020
74	60	0.284174
75	55	0.281103
76	61	0.268787
77	15	0.266127
78	90	0.264530
79	17	0.250878
80	75	0.246225
81	43	0.237022
82	68	0.218507
83	7	0.218444
84	25	0.216910
85	88	0.215838
86	23	0.209778
87	21	0.208587
88	1	0.200675
89	50	0.177450
90	58	0.174613
91	36	0.173719
92	41	0.173011
93	100	0.165446
94	64	0.164185
95	8	0.136776
96	62	0.129151
97	19	0.111427
98	34	0.099918
99	9	0.080229
100	79	0.061837
