Dataset: er_10k_sparse
Vertices: 10000
Edges: 25140
Max Eigenvector Centrality: 1.000000
Largest Eigenvalue (Lambda): 6.259189
Runtime (seconds): 0.017000
Memory Usage (MB): 0.50

=== Top 100 Vertices by Eigenvector Centrality ===
Rank	Vertex_ID	Eigen_Centrality
1	1239	1.000000
2	1832	0.966627
3	3293	0.949656
4	2386	0.917150
5	2849	0.893093
6	1169	0.859112
7	5300	0.839462
8	3819	0.833109
9	7367	0.832583
10	2929	0.830309
11	9671	0.782048
12	3049	0.774153
13	546	0.770424
14	8007	0.763939
15	7446	0.749048
16	3916	0.748766
17	1780	0.743133
18	19	0.740458
19	9432	0.727425
20	4543	0.723337
21	7384	0.712431
22	6713	0.712350
23	96	0.704762
24	8207	0.701652
25	2787	0.698547
26	8352	0.698184
27	3298	0.690665
28	648	0.682378
29	3152	0.679512
30	7103	0.670039
31	2612	0.663803
32	2868	0.662754
33	2233	0.649994
34	5961	0.648083
35	9216	0.646099
36	6762	0.645711
37	3434	0.635996
38	9455	0.631535
39	4462	0.631070
40	4881	0.626899
41	8621	0.625469
42	2115	0.622443
43	7767	0.622368
44	9777	0.617138
45	2030	0.613392
46	244	0.606009
47	7366	0.605839
48	7203	0.605009
49	4038	0.604961
50	5546	0.603114
51	6998	0.600759
52	473	0.595464
53	8061	0.593923
54	5239	0.593689
55	5373	0.592864
56	6567	0.591840
57	3847	0.589898
58	8659	0.583620
59	3523	0.580442
60	6932	0.579015
61	7570	0.577563
62	4953	0.575177
63	7425	0.573974
64	1785	0.573559
65	5332	0.573549
66	2331	0.571539
67	8415	0.566352
68	3708	0.563201
69	4856	0.562737
70	8909	0.560909
71	3974	0.557428
72	1974	0.556323
73	4074	0.554104
74	2637	0.553552
75	6946	0.552836
76	7349	0.552789
77	3946	0.550339
78	1925	0.546187
79	2150	0.545253
80	1976	0.544848
81	7651	0.544231
82	9703	0.543713
83	7652	0.543545
84	4206	0.543501
85	8147	0.541745
86	3642	0.540004
87	6844	0.538536
88	1252	0.538304
89	6872	0.537998
90	6420	0.537850
91	3597	0.537739
92	1687	0.537522
93	3645	0.537249
94	8099	0.535479
95	8365	0.534972
96	3056	0.534781
97	8873	0.534147
98	966	0.533525
99	5879	0.530856
100	1512	0.529803
