Dataset: er_5k_dense
Vertices: 5000
Edges: 37524
Max Eigenvector Centrality: 1.000000
Largest Eigenvalue (Lambda): 16.095057
Runtime (seconds): 0.008000
Memory Usage (MB): 0.44

=== Top 100 Vertices by Eigenvector Centrality ===
Rank	Vertex_ID	Eigen_Centrality
1	3226	1.000000
2	4320	0.962075
3	10	0.857229
4	2486	0.848243
5	1117	0.845782
6	2976	0.842964
7	4891	0.836555
8	1452	0.829121
9	3736	0.820193
10	4129	0.811948
11	215	0.805334
12	933	0.803706
13	519	0.801142
14	3146	0.797050
15	3394	0.796509
16	4124	0.794919
17	4927	0.793508
18	534	0.793028
19	3797	0.788058
20	4608	0.787248
21	3991	0.786801
22	1720	0.785024
23	2320	0.784740
24	1396	0.779590
25	4886	0.777460
26	861	0.775686
27	1892	0.769091
28	2323	0.768727
29	2957	0.764816
30	3250	0.762934
31	1316	0.759065
32	643	0.758394
33	144	0.755387
34	1170	0.755091
35	2625	0.751523
36	768	0.750983
37	3411	0.750493
38	664	0.748264
39	2237	0.747421
40	1797	0.746423
41	1995	0.746004
42	196	0.744045
43	3920	0.743686
44	887	0.743639
45	3315	0.743263
46	1983	0.741696
47	1394	0.740453
48	2988	0.736781
49	538	0.734044
50	4764	0.733218
51	1227	0.733069
52	4164	0.732550
53	3189	0.732346
54	2615	0.729010
55	3521	0.728484
56	2585	0.728253
57	1600	0.726015
58	2676	0.724365
59	4618	0.724119
60	3904	0.720749
61	851	0.720316
62	1966	0.720243
63	4495	0.717871
64	4599	0.717630
65	4540	0.715876
66	3496	0.715183
67	2224	0.714159
68	1464	0.714024
69	4913	0.713697
70	2563	0.711048
71	3865	0.710547
72	1574	0.709574
73	4563	0.709160
74	120	0.709006
75	3941	0.709004
76	892	0.707464
77	16	0.705607
78	4375	0.704716
79	1042	0.704451
80	402	0.704404
81	4374	0.703889
82	3693	0.703356
83	1424	0.702584
84	2245	0.702219
85	2582	0.700872
86	1407	0.700457
87	4936	0.700295
88	657	0.700189
89	2544	0.699287
90	3439	0.698325
91	893	0.698128
92	82	0.697799
93	1659	0.696853
94	1562	0.694773
95	4826	0.694648
96	3320	0.693966
97	3261	0.693421
98	4370	0.692242
99	4103	0.691726
100	1941	0.691411
