Dataset: er_500_dense
Vertices: 500
Edges: 6207
Max Eigenvector Centrality: 1.000000
Largest Eigenvalue (Lambda): 25.928583
Runtime (seconds): 0.000000
Memory Usage (MB): 0.06

=== Top 100 Vertices by Eigenvector Centrality ===
Rank	Vertex_ID	Eigen_Centrality
1	73	1.000000
2	481	0.871645
3	401	0.853054
4	89	0.835395
5	445	0.826066
6	66	0.821473
7	318	0.809791
8	109	0.803859
9	213	0.791804
10	69	0.783250
11	478	0.774544
12	453	0.771183
13	197	0.769273
14	26	0.763590
15	58	0.761101
16	325	0.760583
17	111	0.753401
18	343	0.753262
19	214	0.750989
20	488	0.745953
21	117	0.744942
22	474	0.743260
23	335	0.736507
24	324	0.735843
25	305	0.734050
26	262	0.729889
27	108	0.729675
28	272	0.729577
29	454	0.728689
30	157	0.724469
31	87	0.720113
32	125	0.719715
33	271	0.718149
34	473	0.717040
35	422	0.716199
36	80	0.713578
37	390	0.708877
38	186	0.708652
39	396	0.704132
40	228	0.703760
41	393	0.702120
42	432	0.702028
43	223	0.701791
44	60	0.699931
45	77	0.699724
46	423	0.696833
47	95	0.696578
48	15	0.693972
49	132	0.693223
50	201	0.692674
51	385	0.692109
52	119	0.690569
53	301	0.688585
54	497	0.686886
55	185	0.686414
56	344	0.686168
57	127	0.685289
58	240	0.683763
59	43	0.682524
60	458	0.681977
61	50	0.679539
62	452	0.678841
63	74	0.678177
64	461	0.677748
65	437	0.677019
66	135	0.676414
67	485	0.676243
68	435	0.673056
69	292	0.671763
70	374	0.670560
71	361	0.670554
72	417	0.668450
73	39	0.666721
74	436	0.665328
75	88	0.664729
76	27	0.663209
77	480	0.662418
78	193	0.661408
79	147	0.660180
80	82	0.659274
81	409	0.659193
82	195	0.657604
83	406	0.657444
84	322	0.657330
85	277	0.656796
86	23	0.656702
87	159	0.656499
88	210	0.655871
89	430	0.654469
90	336	0.653555
91	221	0.652079
92	278	0.651415
93	138	0.650665
94	65	0.650657
95	44	0.650249
96	212	0.649522
97	230	0.647102
98	28	0.646694
99	297	0.646462
100	500	0.646433
