Dataset: ba_10k_m3
Vertices: 10000
Edges: 29991
Max Eigenvector Centrality: 1.000000
Largest Eigenvalue (Lambda): 19.096763
Runtime (seconds): 0.046000
Memory Usage (MB): 0.53

=== Top 100 Vertices by Eigenvector Centrality ===
Rank	Vertex_ID	Eigen_Centrality
1	1	1.000000
2	6	0.538463
3	3	0.499272
4	7	0.401807
5	5	0.311677
6	13	0.290475
7	9	0.284694
8	10	0.276455
9	8	0.272528
10	12	0.246286
11	2	0.228004
12	19	0.202492
13	11	0.201622
14	26	0.171768
15	17	0.170667
16	65	0.163546
17	30	0.159599
18	15	0.155371
19	46	0.137133
20	14	0.135168
21	48	0.134008
22	22	0.133598
23	67	0.132301
24	20	0.132192
25	33	0.123417
26	107	0.119042
27	28	0.115613
28	24	0.115032
29	21	0.114535
30	32	0.108147
31	803	0.107521
32	16	0.105443
33	108	0.102539
34	42	0.101147
35	105	0.098640
36	58	0.098243
37	64	0.096297
38	62	0.095854
39	27	0.094876
40	405	0.093733
41	76	0.093342
42	31	0.092920
43	35	0.091640
44	218	0.089719
45	61	0.089112
46	314	0.088408
47	244	0.088293
48	152	0.087832
49	34	0.087813
50	118	0.086947
51	73	0.086746
52	75	0.086248
53	45	0.085836
54	2997	0.085410
55	47	0.085293
56	149	0.083674
57	303	0.082908
58	1073	0.082328
59	84	0.082199
60	746	0.081967
61	1866	0.081344
62	180	0.080805
63	2944	0.080369
64	194	0.079737
65	68	0.079097
66	9305	0.078831
67	88	0.076947
68	69	0.076439
69	183	0.075467
70	250	0.075412
71	923	0.075390
72	37	0.075111
73	176	0.074748
74	38	0.074482
75	72	0.074430
76	1104	0.074067
77	81	0.074032
78	51	0.072764
79	208	0.072077
80	234	0.071979
81	115	0.071605
82	133	0.071462
83	488	0.071428
84	116	0.070227
85	39	0.070142
86	18	0.070052
87	578	0.069591
88	214	0.069582
89	286	0.069456
90	109	0.069406
91	36	0.069214
92	5464	0.068455
93	40	0.068430
94	1665	0.068304
95	904	0.068263
96	206	0.068081
97	3934	0.068057
98	402	0.067910
99	86	0.067116
100	4724	0.066446
