Dataset: ba_1k_m3
Vertices: 1000
Edges: 2991
Max Eigenvector Centrality: 1.000000
Largest Eigenvalue (Lambda): 14.479653
Runtime (seconds): 0.002000
Memory Usage (MB): 0.05

=== Top 100 Vertices by Eigenvector Centrality ===
Rank	Vertex_ID	Eigen_Centrality
1	1	1.000000
2	4	0.569392
3	5	0.508831
4	6	0.458853
5	15	0.422441
6	22	0.297521
7	12	0.284941
8	7	0.264384
9	17	0.255916
10	11	0.255084
11	16	0.228729
12	8	0.225124
13	2	0.214260
14	9	0.208306
15	13	0.203599
16	84	0.201622
17	10	0.195958
18	27	0.192549
19	14	0.190038
20	19	0.189739
21	25	0.178628
22	35	0.168052
23	23	0.163607
24	26	0.159778
25	40	0.158393
26	43	0.157185
27	21	0.156651
28	80	0.155846
29	38	0.153592
30	72	0.150171
31	231	0.148180
32	32	0.148025
33	47	0.146989
34	105	0.139542
35	499	0.137188
36	44	0.136237
37	31	0.136095
38	18	0.134038
39	129	0.133295
40	24	0.130125
41	179	0.122703
42	995	0.122461
43	115	0.121547
44	55	0.121466
45	37	0.119975
46	321	0.118643
47	352	0.118341
48	94	0.117719
49	319	0.117527
50	96	0.117468
51	268	0.117282
52	103	0.116135
53	998	0.115664
54	104	0.115239
55	98	0.114160
56	56	0.114135
57	136	0.112917
58	151	0.112160
59	457	0.111982
60	130	0.111941
61	29	0.110534
62	211	0.109975
63	131	0.109813
64	78	0.108772
65	79	0.108229
66	65	0.106487
67	544	0.105935
68	220	0.105394
69	30	0.104812
70	69	0.103605
71	418	0.103563
72	160	0.103525
73	282	0.102996
74	106	0.102944
75	64	0.102913
76	85	0.102849
77	108	0.101445
78	61	0.101382
79	356	0.100125
80	199	0.098343
81	3	0.097742
82	299	0.097066
83	57	0.097060
84	53	0.094919
85	46	0.094671
86	259	0.094645
87	87	0.094537
88	194	0.093328
89	100	0.093206
90	201	0.092986
91	493	0.092740
92	753	0.092505
93	225	0.092349
94	447	0.092179
95	663	0.091824
96	539	0.090702
97	363	0.090523
98	760	0.090447
99	446	0.090232
100	654	0.090110
