Node,Betweenness,BridgingCoefficient,BridgingCentrality
1000,0.0010000000,0.3666666667,0.0003666667
997,0.0012585681,0.3541666667,0.0004457429
998,0.0003160207,0.2833333333,0.0000895392
999,0.0005874524,0.3958333333,0.0002325333
996,0.0008439551,0.4166666667,0.0003516479
993,0.0009422872,0.2916666667,0.0002748338
994,0.0028975473,0.3541666667,0.0010262147
995,0.0009953224,0.3750000000,0.0003732459
990,0.0022282094,0.2777777778,0.0006189470
992,0.0026191481,0.3541666667,0.0009276150
942,0.0096598424,0.4444444444,0.0042932633
991,0.0006784273,0.3055555556,0.0002072972
987,0.0017441828,0.3444444444,0.0006007741
988,0.0017996430,0.3833333333,0.0006898631
989,0.0049792736,0.3333333333,0.0016597579
3,0.0005777717,0.5000000000,0.0002888859
939,0.0057280452,0.3750000000,0.0021480170
940,0.0110869606,0.3166666667,0.0035108708
941,0.0010649196,0.4166666667,0.0004437165
89,0.0029959955,0.3888888889,0.0011651094
984,0.0012065024,0.3444444444,0.0004155730
985,0.0029660934,0.2900000000,0.0008601671
986,0.0046509168,0.2666666667,0.0012402445
790,0.0015447595,0.3333333333,0.0005149198
247,0.0035144359,0.5000000000,0.0017572180
1,0.0000000000,0.0000000000,0.0000000000
2,0.0002398994,0.0000000000,0.0000000000
936,0.0039169432,0.2500000000,0.0009792358
938,0.0067420291,0.3333333333,0.0022473430
937,0.0078747041,0.3333333333,0.0026249014
86,0.0033758410,0.3888888889,0.0013128271
87,0.0029783433,0.3333333333,0.0009927811
88,0.0022500373,0.3888888889,0.0008750145
981,0.0008531944,0.3750000000,0.0003199479
982,0.0022918789,0.4166666667,0.0009549496
983,0.0071262335,0.4000000000,0.0028504934
408,0.0040249676,0.3750000000,0.0015093629
578,0.0093466112,0.3333333333,0.0031155371
787,0.0025871379,0.3611111111,0.0009342443
788,0.0039825819,0.3888888889,0.0015487818
81,0.0017337871,0.3888888889,0.0006742505
244,0.0032013446,0.2500000000,0.0008003361
245,0.0053711358,0.5555555556,0.0029839643
246,0.0047034512,0.5555555556,0.0026130285
934,0.0080524322,0.3333333333,0.0026841441
935,0.0073869790,0.2583333333,0.0019083029
626,0.0080552648,0.3333333333,0.0026850883
665,0.0083029269,0.2777777778,0.0023063686
473,0.0071030489,0.5277777778,0.0037488314
773,0.0085947828,0.3055555556,0.0026261836
83,0.0031618070,0.3888888889,0.0012295916
84,0.0011463829,0.4166666667,0.0004776595
85,0.0031738261,0.4444444444,0.0014105894
979,0.0038222112,0.3125000000,0.0011944410
980,0.0052739834,0.2500000000,0.0013184959
743,0.0049602547,0.3611111111,0.0017912031
846,0.0048386701,0.3888888889,0.0018817050
288,0.0037236726,0.4166666667,0.0015515303
405,0.0019645584,0.3888888889,0.0007639949
406,0.0094483888,0.3333333333,0.0031494629
407,0.0061949434,0.3333333333,0.0020649811
575,0.0096721912,0.3333333333,0.0032240637
576,0.0056151486,0.3333333333,0.0018717162
577,0.0045151624,0.3333333333,0.0015050541
784,0.0037483850,0.3333333333,0.0012494617
785,0.0036101425,0.3333333333,0.0012033808
786,0.0018057682,0.3611111111,0.0006520830
78,0.0011524762,0.3333333333,0.0003841587
79,0.0024272599,0.3888888889,0.0009439344
80,0.0071409538,0.3888888889,0.0027770376
241,0.0081717285,0.4666666667,0.0038134733
242,0.0104660689,0.4833333333,0.0050586000
243,0.0049568062,0.5277777778,0.0026160922
335,0.0065451537,0.3888888889,0.0025453375
467,0.0084658092,0.3333333333,0.0028219364
931,0.0071864370,0.3333333333,0.0023954790
932,0.0016880418,0.3333333333,0.0005626806
550,0.0166620735,0.3333333333,0.0055540245
933,0.0047528769,0.3666666667,0.0017427215
482,0.0094297408,0.3888888889,0.0036671214
623,0.0030702625,0.3333333333,0.0010234208
624,0.0074337999,0.3333333333,0.0024779333
625,0.0030588544,0.3333333333,0.0010196181
662,0.0081538250,0.3125000000,0.0025480703
663,0.0071926036,0.2777777778,0.0019979455
664,0.0090268367,0.3125000000,0.0028208865
470,0.0075111520,0.5555555556,0.0041728622
471,0.0045223595,0.5000000000,0.0022611797
472,0.0007756223,0.3333333333,0.0002585408
770,0.0073040497,0.3333333333,0.0024346832
771,0.0069469797,0.3333333333,0.0023156599
772,0.0060763468,0.3055555556,0.0018566615
82,0.0022842645,0.3333333333,0.0007614215
323,0.0079482871,0.2916666667,0.0023182504
976,0.0026358981,0.4166666667,0.0010982909
977,0.0064171978,0.3125000000,0.0020053743
978,0.0017905670,0.3125000000,0.0005595522
740,0.0076155907,0.3055555556,0.0023269860
741,0.0202598333,0.3541666667,0.0071753576
742,0.0036887832,0.2916666667,0.0010758951
843,0.0033504291,0.3333333333,0.0011168097
844,0.0138958090,0.2666666667,0.0037055491
845,0.0022529897,0.3888888889,0.0008761627
285,0.0022337182,0.5000000000,0.0011168591
286,0.0041215093,0.4444444444,0.0018317819
402,0.0021730013,0.3333333333,0.0007243338
403,0.0103639513,0.4444444444,0.0046062006
404,0.0054090720,0.3888888889,0.0021035280
572,0.0104019409,0.3055555556,0.0031783708
573,0.0060643532,0.3333333333,0.0020214511
574,0.0041275162,0.3333333333,0.0013758387
270,0.0066796846,0.3611111111,0.0024121083
781,0.0024443613,0.3888888889,0.0009505849
3000,0.0000000000,0.1666666667,0.0000000000
782,0.0038153700,0.3888888889,0.0014837550
783,0.0021699453,0.3888888889,0.0008438676
75,0.0042767960,0.3333333333,0.0014255987
77,0.0052300537,0.3333333333,0.0017433512
76,0.0025819624,0.3333333333,0.0008606541
204,0.0122450725,0.3888888889,0.0047619726
238,0.0029068687,0.5833333333,0.0016956734
239,0.0078585670,0.4833333333,0.0037983074
240,0.0014551812,1.0000000000,0.0014551812
332,0.0094904778,0.6666666667,0.0063269852
333,0.0037885758,0.6666666667,0.0025257172
334,0.0093916328,0.4444444444,0.0041740590
464,0.0086393827,0.3333333333,0.0028797942
465,0.0037232646,0.3333333333,0.0012410882
466,0.0043852247,0.3333333333,0.0014617416
928,0.0081982430,0.3611111111,0.0029604766
929,0.0026811769,0.3611111111,0.0009682028
930,0.0007195316,0.3888888889,0.0002798178
541,0.0099517126,0.3333333333,0.0033172375
547,0.0039245800,0.3541666667,0.0013899554
548,0.0020844493,0.2777777778,0.0005790137
549,0.0059466981,0.2708333333,0.0016105641
516,0.0167707470,0.2777777778,0.0046585408
704,0.0043753790,0.3750000000,0.0016407671
479,0.0071046992,0.3333333333,0.0023682331
480,0.0050066232,0.3333333333,0.0016688744
481,0.0039623504,0.3333333333,0.0013207835
620,0.0149350675,0.3888888889,0.0058080818
621,0.0081380169,0.3333333333,0.0027126723
622,0.0039595169,0.3333333333,0.0013198390
251,0.0071627244,0.6111111111,0.0043772205
659,0.0057230963,0.3055555556,0.0017487239
660,0.0083976592,0.3125000000,0.0026242685
661,0.0076501554,0.2777777778,0.0021250432
344,0.0046988788,0.3888888889,0.0018273417
468,0.0024733612,0.3333333333,0.0008244537
469,0.0018085720,0.5555555556,0.0010047622
73,0.0067395829,0.3333333333,0.0022465276
767,0.0067199029,0.2777777778,0.0018666397
768,0.0048434883,0.3055555556,0.0014799548
769,0.0081457860,0.3055555556,0.0024889902
336,0.0064186431,0.3333333333,0.0021395477
321,0.0105360034,0.3750000000,0.0039510013
322,0.0139405850,0.3611111111,0.0050341001
458,0.0140435194,0.2500000000,0.0035108799
973,0.0013796221,0.4166666667,0.0005748425
974,0.0069445430,0.4000000000,0.0027778172
975,0.0015407152,0.4444444444,0.0006847623
608,0.0022763664,0.3333333333,0.0007587888
113,0.0029000282,0.5000000000,0.0014500141
538,0.0106849973,0.3333333333,0.0035616658
737,0.0060153833,0.3055555556,0.0018380338
738,0.0074220543,0.3333333333,0.0024740181
739,0.0135758952,0.3333333333,0.0045252984
54,0.0037718356,0.4166666667,0.0015715982
571,0.0050445827,0.3055555556,0.0015414003
840,0.0024290616,0.3055555556,0.0007422133
842,0.0038863632,0.2888888889,0.0011227271
841,0.0164876198,0.3333333333,0.0054958733
282,0.0016044646,0.6666666667,0.0010696431
283,0.0042363876,0.4166666667,0.0017651615
284,0.0071973932,0.4444444444,0.0031988414
399,0.0036717193,0.3055555556,0.0011219142
401,0.0049588512,0.3888888889,0.0019284421
400,0.0182775633,0.2916666667,0.0053309560
320,0.0041807172,0.4444444444,0.0018580965
569,0.0102821801,0.3333333333,0.0034273934
570,0.0092721346,0.3055555556,0.0028331522
267,0.0083115721,0.3333333333,0.0027705240
268,0.0057869984,0.2916666667,0.0016878745
269,0.0100848555,0.3611111111,0.0036417534
778,0.0034870867,0.3611111111,0.0012592258
779,0.0097482784,0.3611111111,0.0035202116
780,0.0029329289,0.4166666667,0.0012220537
72,0.0094924821,0.3333333333,0.0031641607
74,0.0077027718,0.3333333333,0.0025675906
201,0.0123420511,0.3055555556,0.0037711823
202,0.0010513146,0.3333333333,0.0003504382
203,0.0066870025,0.3888888889,0.0026005010
108,0.0043144931,0.5000000000,0.0021572465
236,0.0197091153,0.3541666667,0.0069803117
237,0.0029908387,0.2500000000,0.0007477097
120,0.0053394558,0.4444444444,0.0023730915
329,0.0179670194,0.3611111111,0.0064880904
330,0.0014052631,0.5000000000,0.0007026315
331,0.0078279955,0.7500000000,0.0058709966
461,0.0104348365,0.4444444444,0.0046377051
462,0.0051008408,0.3888888889,0.0019836603
463,0.0040628110,0.3888888889,0.0015799821
925,0.0097955707,0.3611111111,0.0035372894
926,0.0036067211,0.3750000000,0.0013525204
927,0.0014164211,0.4166666667,0.0005901755
539,0.0062743612,0.3333333333,0.0020914537
341,0.0085313195,0.3888888889,0.0033177354
544,0.0006470644,0.4166666667,0.0002696102
545,0.0015926260,0.4444444444,0.0007078338
546,0.0042049235,0.4166666667,0.0017520515
513,0.0122911067,0.3055555556,0.0037556159
514,0.0065930806,0.3125000000,0.0020603377
515,0.0087498936,0.3125000000,0.0027343418
701,0.0023013756,0.2916666667,0.0006712346
702,0.0077978086,0.3541666667,0.0027617239
476,0.0064062592,0.3333333333,0.0021354197
477,0.0043464062,0.3333333333,0.0014488021
478,0.0071040494,0.3333333333,0.0023680165
617,0.0067510556,0.2916666667,0.0019690579
618,0.0144207049,0.3611111111,0.0052074768
619,0.0065560422,0.3888888889,0.0025495720
248,0.0061237538,0.3333333333,0.0020412513
249,0.0078368936,0.3611111111,0.0028299893
250,0.0006560118,0.5000000000,0.0003280059
656,0.0061004436,0.3888888889,0.0023723947
657,0.0055709284,0.3333333333,0.0018569761
658,0.0082957123,0.3333333333,0.0027652374
342,0.0072032585,0.3333333333,0.0024010862
343,0.0082219936,0.3888888889,0.0031974420
70,0.0068270569,0.3333333333,0.0022756856
71,0.0093730562,0.3333333333,0.0031243521
764,0.0065021761,0.3125000000,0.0020319300
765,0.0035771239,0.2777777778,0.0009936455
766,0.0115321164,0.3125000000,0.0036037864
210,0.0139902641,0.3055555556,0.0042748029
318,0.0147416240,0.3888888889,0.0057328538
319,0.0106895723,0.4166666667,0.0044539885
455,0.0197908699,0.3611111111,0.0071467030
457,0.0065002956,0.3333333333,0.0021667652
970,0.0019798109,0.3444444444,0.0006819349
972,0.0029409400,0.2666666667,0.0007842507
971,0.0070922259,0.2800000000,0.0019858232
605,0.0031353477,0.6111111111,0.0019160458
606,0.0104083949,0.3888888889,0.0040477091
607,0.0081567161,0.3888888889,0.0031720563
110,0.0037495964,0.5000000000,0.0018747982
111,0.0007461700,0.4166666667,0.0003109042
112,0.0051160125,0.4166666667,0.0021316719
535,0.0132307333,0.3611111111,0.0047777648
536,0.0055750129,0.3888888889,0.0021680606
537,0.0034224424,0.3888888889,0.0013309498
734,0.0068158039,0.3333333333,0.0022719346
735,0.0069400995,0.3055555556,0.0021205859
736,0.0022196700,0.3055555556,0.0006782325
52,0.0060317480,0.3888888889,0.0023456798
53,0.0031569371,0.4166666667,0.0013153904
568,0.0043837153,0.3333333333,0.0014612384
837,0.0037963890,0.3333333333,0.0012654630
838,0.0011542663,0.3055555556,0.0003526925
839,0.0021943563,0.3055555556,0.0006704978
271,0.0072033590,0.3888888889,0.0028013063
824,0.0182750060,0.3333333333,0.0060916687
279,0.0007748893,0.3333333333,0.0002582964
281,0.0114279051,0.5555555556,0.0063488362
396,0.0031852115,0.3444444444,0.0010971284
397,0.0181571530,0.3833333333,0.0069602420
398,0.0054562699,0.3611111111,0.0019703197
317,0.0030335438,0.3333333333,0.0010111813
347,0.0032761983,0.3888888889,0.0012740771
566,0.0087026413,0.3888888889,0.0033843605
567,0.0088111809,0.3333333333,0.0029370603
224,0.0067810006,0.5000000000,0.0033905003
264,0.0017263878,0.3888888889,0.0006713730
265,0.0056480076,0.3333333333,0.0018826692
266,0.0096353034,0.3333333333,0.0032117678
775,0.0044840989,0.3333333333,0.0014946996
776,0.0091072871,0.3750000000,0.0034152327
777,0.0043778726,0.3333333333,0.0014592909
69,0.0047380447,0.3888888889,0.0018425730
198,0.0089132014,0.3333333333,0.0029710671
199,0.0045138136,0.3750000000,0.0016926801
200,0.0064659601,0.3055555556,0.0019757100
105,0.0138633351,0.2916666667,0.0040434727
107,0.0024272516,0.4166666667,0.0010113548
233,0.0058972088,0.3333333333,0.0019657363
234,0.0052053341,0.3333333333,0.0017351114
235,0.0054637233,0.3750000000,0.0020488962
117,0.0041905368,0.3333333333,0.0013968456
118,0.0023231315,0.3333333333,0.0007743772
119,0.0046820803,0.4444444444,0.0020809246
326,0.0069157244,0.6111111111,0.0042262760
327,0.0143001607,0.4791666667,0.0068521603
328,0.0099606803,0.3333333333,0.0033202268
459,0.0054278474,0.4444444444,0.0024123766
460,0.0080846923,0.4166666667,0.0033686218
922,0.0108584702,0.3541666667,0.0038457082
923,0.0040213352,0.3055555556,0.0012287413
924,0.0015127096,0.3333333333,0.0005042365
129,0.0036531244,0.3055555556,0.0011162325
134,0.0057275930,0.3888888889,0.0022273973
338,0.0050490951,0.3333333333,0.0016830317
339,0.0059826686,0.6111111111,0.0036560752
542,0.0039321713,0.4444444444,0.0017476317
543,0.0104752413,0.4166666667,0.0043646839
510,0.0096589484,0.3333333333,0.0032196495
511,0.0249490234,0.3541666667,0.0088361124
512,0.0030823847,0.3611111111,0.0011130833
127,0.0052077316,0.2777777778,0.0014465921
381,0.0024753834,0.3888888889,0.0009626491
699,0.0065001680,0.3055555556,0.0019861624
700,0.0281445935,0.3541666667,0.0099678768
132,0.0034211823,0.3888888889,0.0013304598
474,0.0041266354,0.5277777778,0.0021779465
475,0.0012763532,0.5555555556,0.0007090851
615,0.0180742643,0.3333333333,0.0060247548
616,0.0106822535,0.3055555556,0.0032640219
653,0.0054754595,0.4166666667,0.0022814415
654,0.0066485784,0.4166666667,0.0027702410
655,0.0058105552,0.3611111111,0.0020982560
340,0.0076050355,0.6111111111,0.0046475217
67,0.0066114813,0.4166666667,0.0027547839
68,0.0115900165,0.3611111111,0.0041852837
761,0.0060560669,0.3333333333,0.0020186890
762,0.0038770770,0.2500000000,0.0009692692
763,0.0034207749,0.3055555556,0.0010452368
519,0.0117089704,0.3333333333,0.0039029901
207,0.0081607210,0.3333333333,0.0027202403
208,0.0099518027,0.3333333333,0.0033172676
209,0.0075149870,0.3055555556,0.0022962460
280,0.0109280367,0.5555555556,0.0060711315
316,0.0144278650,0.3055555556,0.0044085143
17,0.0028127452,0.3888888889,0.0010938454
28,0.0027209137,0.3333333333,0.0009069712
