Node,Betweenness,BridgingCoefficient,BridgingCentrality
456,0.0000000000,0.3333333333,0.0000000000
469,0.0000000000,0.2761904762,0.0000000000
451,0.0000000000,0.4722222222,0.0000000000
458,0.0000000000,0.6250000000,0.0000000000
340,0.0000000000,0.3566666667,0.0000000000
486,0.0000000000,0.6166666667,0.0000000000
475,0.0000000000,0.2857142857,0.0000000000
453,0.0000000000,0.1666666667,0.0000000000
333,0.0000000000,0.0000000000,0.0000000000
499,0.0000000000,0.3925925926,0.0000000000
370,0.0000000000,0.3666666667,0.0000000000
357,0.0000000000,0.5972222222,0.0000000000
496,0.0000000000,0.4166666667,0.0000000000
460,0.0000000000,0.2949074074,0.0000000000
381,0.0000000000,0.3333333333,0.0000000000
492,0.0000000000,0.3333333333,0.0000000000
495,0.0000000000,0.2666666667,0.0000000000
449,0.0000000000,0.1027777778,0.0000000000
38,0.0000000000,0.0000000000,0.0000000000
430,0.0000000000,0.3809523810,0.0000000000
484,0.0000000000,0.7500000000,0.0000000000
372,0.0000000000,0.4733333333,0.0000000000
459,0.0000000000,0.2500000000,0.0000000000
388,0.0000000000,0.4000000000,0.0000000000
448,0.0000000000,0.4000000000,0.0000000000
474,0.0000000000,0.2440476190,0.0000000000
374,0.0000000000,0.2222222222,0.0000000000
418,0.0000000000,0.0000000000,0.0000000000
446,0.0000000000,0.5625000000,0.0000000000
470,0.0000000000,0.3900000000,0.0000000000
497,0.0000000000,0.6458333333,0.0000000000
480,0.0000000000,0.0500000000,0.0000000000
491,0.0000000000,0.1900000000,0.0000000000
334,0.0000000000,0.5000000000,0.0000000000
490,0.0000000000,0.2777777778,0.0000000000
487,0.0000000000,0.5952380952,0.0000000000
479,0.0000000000,0.3611111111,0.0000000000
471,0.0000000000,0.3000000000,0.0000000000
369,0.0000000000,0.3571428571,0.0000000000
417,0.0000000000,0.0000000000,0.0000000000
336,0.0000000000,0.4583333333,0.0000000000
436,0.0000000000,0.8125000000,0.0000000000
454,0.0000000000,0.3900000000,0.0000000000
255,0.0000000000,0.7500000000,0.0000000000
228,0.0000000000,0.1111111111,0.0000000000
468,0.0000000000,0.1000000000,0.0000000000
476,0.0000000000,0.4166666667,0.0000000000
427,0.0000000000,0.5208333333,0.0000000000
488,0.0000000000,0.6428571429,0.0000000000
431,0.0000000000,0.3541666667,0.0000000000
342,0.0000000000,0.0000000000,0.0000000000
462,0.0000000000,0.6166666667,0.0000000000
438,0.0000000000,0.4523809524,0.0000000000
498,0.0000000000,0.2500000000,0.0000000000
442,0.0000000000,0.2666666667,0.0000000000
389,0.0000000000,0.6666666667,0.0000000000
350,0.0000000000,0.2916666667,0.0000000000
404,0.0000000000,0.4000000000,0.0000000000
485,0.0000000000,0.2708333333,0.0000000000
365,0.0000000000,0.0000000000,0.0000000000
386,0.0000000000,0.6666666667,0.0000000000
441,0.0000000000,0.5000000000,0.0000000000
473,0.0000000000,0.4642857143,0.0000000000
308,0.0000000000,0.3333333333,0.0000000000
325,0.0000000000,0.0000000000,0.0000000000
444,0.0000000000,0.4722222222,0.0000000000
396,0.0000000000,0.3333333333,0.0000000000
494,0.0000000000,0.3710317460,0.0000000000
348,0.0000000000,0.0833333333,0.0000000000
363,0.0000000000,0.5000000000,0.0000000000
358,0.0000000000,0.6111111111,0.0000000000
399,0.0000000000,0.5416666667,0.0000000000
408,0.0000000000,0.3657407407,0.0000000000
338,0.0000000000,0.6666666667,0.0000000000
457,0.0000000000,0.5285714286,0.0000000000
477,0.0000000000,0.3888888889,0.0000000000
437,0.0000000000,0.3666666667,0.0000000000
244,0.0000000000,1.0000000000,0.0000000000
305,0.0000000000,0.5066666667,0.0000000000
489,0.0000000000,0.2870370370,0.0000000000
391,0.0000000000,0.3733333333,0.0000000000
461,0.0000000000,0.7777777778,0.0000000000
264,0.0000000000,0.3333333333,0.0000000000
359,0.0000000000,0.1666666667,0.0000000000
464,0.0000000000,0.0000000000,0.0000000000
433,0.0000000000,0.2250000000,0.0000000000
463,0.0000000000,0.2666666667,0.0000000000
276,0.0000244379,0.2500000000,0.0000061095
414,0.0000509123,0.4666666667,0.0000237591
