Node,Betweenness,BridgingCoefficient,BridgingCentrality
488,0.0000000000,0.1164698089,0.0000000000
495,0.0000000000,0.1203691046,0.0000000000
492,0.0000000000,0.1329073557,0.0000000000
477,0.0000000000,0.2409980678,0.0000000000
499,0.0000000000,0.2608828392,0.0000000000
438,0.0000000000,0.1847999223,0.0000000000
491,0.0000000000,0.0928887382,0.0000000000
494,0.0000000000,0.0819120129,0.0000000000
426,0.0000000000,0.2326354483,0.0000000000
471,0.0000000000,0.1674223361,0.0000000000
497,0.0000000000,0.1469861699,0.0000000000
470,0.0000000000,0.1409246551,0.0000000000
482,0.0000000000,0.1525823430,0.0000000000
487,0.0000000000,0.1731806129,0.0000000000
493,0.0000000000,0.1042491857,0.0000000000
496,0.0000000000,0.1036590412,0.0000000000
498,0.0000000000,0.1107864154,0.0000000000
490,0.0000000000,0.0915783229,0.0000000000
472,0.0003528881,0.2568274311,0.0000906313
473,0.0004356413,0.0901019539,0.0000392521
481,0.0004489263,0.1643020902,0.0000737595
475,0.0003046455,0.1498767937,0.0000456593
476,0.0001167942,0.1691710121,0.0000197582
459,0.0001366808,0.2403102453,0.0000328458
484,0.0001535528,0.2320178858,0.0000356270
500,0.0017274549,0.1259458615,0.0002175658
485,0.0001546852,0.2230188657,0.0000344977
446,0.0004331617,0.1547550958,0.0000670340
483,0.0002168907,0.1259221813,0.0000273113
469,0.0002228191,0.1969853055,0.0000438921
457,0.0003655454,0.1934697813,0.0000707220
436,0.0001129926,0.1473658917,0.0000166513
478,0.0001479343,0.2252907783,0.0000333282
458,0.0003595231,0.1753466844,0.0000630412
468,0.0003674699,0.1561313342,0.0000573736
441,0.0005189856,0.1472955348,0.0000764443
388,0.0005583990,0.1479179358,0.0000825972
455,0.0006654386,0.1677608553,0.0001116345
486,0.0007271283,0.0954487277,0.0000694035
451,0.0004276339,0.1864766431,0.0000797437
467,0.0005786818,0.1562877340,0.0000904409
465,0.0010876690,0.1594497922,0.0001734286
415,0.0006031734,0.1426020136,0.0000860137
466,0.0005461161,0.2763949216,0.0001509437
489,0.0002701634,0.1489616028,0.0000402440
435,0.0009936599,0.1443066109,0.0001433917
480,0.0005720813,0.1371582860,0.0000784657
407,0.0003552009,0.1415708202,0.0000502861
462,0.0004790510,0.1461138866,0.0000699960
