Node,Betweenness,BridgingCoefficient,BridgingCentrality
1000,0.0010000000,0.2025865801,0.0002025866
995,0.0016260938,0.2882034632,0.0004686459
996,0.0009628727,0.1643475572,0.0001582458
997,0.0002986553,0.1131570810,0.0000337950
998,0.0003545947,0.3319657615,0.0001177133
999,0.0002224603,0.2409956710,0.0000536120
993,0.0004575717,0.2071428571,0.0000947827
994,0.0008481673,0.1815476190,0.0001539828
992,0.0011404128,0.2619047619,0.0002986795
989,0.0003842363,0.3065476190,0.0001177867
990,0.0006570219,0.2479591837,0.0001629146
991,0.0006402333,0.3015873016,0.0001930862
986,0.0016471922,0.3011904762,0.0004961186
987,0.0018574017,0.1287878788,0.0002392108
985,0.0006774220,0.4983333333,0.0003375820
988,0.0004914554,0.2029761905,0.0000997537
981,0.0008055762,0.2611111111,0.0002103449
982,0.0014256060,0.2290404040,0.0003265214
984,0.0020252164,0.3176136364,0.0006432363
983,0.0026267852,0.1796930342,0.0004720150
978,0.0016901430,0.1750000000,0.0002957750
979,0.0016764698,0.2015873016,0.0003379550
980,0.0024438926,0.1862193362,0.0004551001
973,0.0007080486,0.2611111111,0.0001848794
974,0.0009965521,0.1930555556,0.0001923899
976,0.0005545521,0.2916666667,0.0001617444
977,0.0011539535,0.1907407407,0.0002201059
970,0.0015318292,0.2379629630,0.0003645186
972,0.0012908397,0.1937500000,0.0002501002
975,0.0012624237,0.1972222222,0.0002489780
967,0.0021970895,0.1535714286,0.0003374102
968,0.0007400710,0.2375000000,0.0001757669
969,0.0018940456,0.1785714286,0.0003382224
971,0.0016067906,0.1959821429,0.0003149023
794,0.0038787411,0.2355654762,0.0009136975
962,0.0013678244,0.2884353741,0.0003945289
963,0.0011520946,0.1603174603,0.0001847009
964,0.0017577475,0.1876984127,0.0003299264
965,0.0022378746,0.1833333333,0.0004102770
82,0.0008122810,0.3444444444,0.0002797857
357,0.0015933986,0.2041666667,0.0003253189
183,0.0019601308,0.2291666667,0.0004491966
194,0.0036523012,0.3541666667,0.0012935233
899,0.0022226411,0.2101851852,0.0004671662
966,0.0010931156,0.2513605442,0.0002747661
288,0.0026430634,0.2466666667,0.0006519556
435,0.0015779022,0.2500000000,0.0003944755
531,0.0026799930,0.2419047619,0.0006483031
910,0.0023884368,0.2234126984,0.0005336071
208,0.0010945185,0.2250000000,0.0002462667
609,0.0026781790,0.2708333333,0.0007253402
771,0.0037964804,0.2071428571,0.0007864138
789,0.0014424546,0.2375000000,0.0003425830
790,0.0014041974,0.1890873016,0.0002655159
791,0.0019193304,0.2583333333,0.0004958270
793,0.0009877375,0.1888888889,0.0001865726
3,0.0000969355,0.0000000000,0.0000000000
258,0.0026899684,0.2466666667,0.0006635255
957,0.0013559090,0.2006613757,0.0002720786
958,0.0017087708,0.1861111111,0.0003180212
959,0.0023726683,0.1784391534,0.0004233769
960,0.0009888899,0.1985714286,0.0001963653
961,0.0012908182,0.2037414966,0.0002629932
429,0.0023256722,0.2111111111,0.0004909752
580,0.0015773606,0.1985714286,0.0003132188
744,0.0019827733,0.2023809524,0.0004012755
383,0.0018097783,0.3466666667,0.0006273898
607,0.0015694363,0.3166666667,0.0004969882
843,0.0034680280,0.1861111111,0.0006454385
885,0.0023441623,0.2435185185,0.0005708469
77,0.0017242698,0.2250000000,0.0003879607
80,0.0010817468,0.2900000000,0.0003137066
81,0.0020285770,0.3000000000,0.0006085731
353,0.0030284073,0.2800000000,0.0008479541
354,0.0040636029,0.2611111111,0.0010610519
355,0.0019087569,0.1966666667,0.0003753888
356,0.0017672674,0.1958333333,0.0003460899
167,0.0025352243,0.3611111111,0.0009154977
178,0.0016470077,0.2250000000,0.0003705767
179,0.0044619526,0.2888888889,0.0012890085
180,0.0028744817,0.2833333333,0.0008144365
83,0.0018115202,0.3083333333,0.0005585521
86,0.0010465076,0.2916666667,0.0003052314
189,0.0025322251,0.3750000000,0.0009495844
190,0.0005195239,0.6250000000,0.0003247024
192,0.0011166485,0.6250000000,0.0006979053
193,0.0016420712,0.5083333333,0.0008347195
203,0.0023154456,0.3208333333,0.0007428721
289,0.0023339763,0.2200000000,0.0005134748
468,0.0011166182,0.2285714286,0.0002552270
895,0.0022572889,0.1645833333,0.0003715121
896,0.0014486324,0.2440476190,0.0003535353
898,0.0028582425,0.2002645503,0.0005724047
297,0.0012936250,0.2233333333,0.0002889096
343,0.0019380445,0.3166666667,0.0006137141
417,0.0022523175,0.2083333333,0.0004692328
499,0.0035835515,0.2041666667,0.0007316418
283,0.0012870739,0.5277777778,0.0006792890
284,0.0009122626,0.4233333333,0.0003861912
285,0.0012490341,0.2633333333,0.0003289123
286,0.0016344897,0.2253968254,0.0003684088
287,0.0052173435,0.2944444444,0.0015362178
430,0.0017875763,0.2277777778,0.0004071702
431,0.0026987740,0.2166666667,0.0005847344
433,0.0022442366,0.2055555556,0.0004613153
434,0.0018304236,0.2166666667,0.0003965918
212,0.0029435953,0.3066666667,0.0009027025
418,0.0042044266,0.2519047619,0.0010591151
503,0.0032179302,0.2420634921,0.0007789434
526,0.0024625305,0.3452380952,0.0008501594
528,0.0024223766,0.2638888889,0.0006392383
546,0.0055063572,0.1804761905,0.0009937664
662,0.0048577915,0.1974206349,0.0009590283
719,0.0014688189,0.3065476190,0.0004502629
905,0.0016012532,0.1982142857,0.0003173912
906,0.0003284380,0.1833333333,0.0000602136
907,0.0014093242,0.2566137566,0.0003616520
908,0.0016049487,0.2916666667,0.0004681100
909,0.0018788593,0.2480158730,0.0004659869
205,0.0018374651,0.2733333333,0.0005022405
158,0.0006944338,0.2083333333,0.0001446737
604,0.0040623961,0.2805555556,0.0011397278
606,0.0010448359,0.2916666667,0.0003047438
608,0.0026936755,0.2750000000,0.0007407608
489,0.0037008992,0.2566666667,0.0009498975
545,0.0014404766,0.2583333333,0.0003721231
758,0.0024229325,0.2270833333,0.0005502076
767,0.0039214690,0.1751984127,0.0006870351
768,0.0013842769,0.2416666667,0.0003345336
769,0.0037268447,0.1607142857,0.0005989572
770,0.0014712690,0.2807539683,0.0004130646
214,0.0021307051,0.2791666667,0.0005948218
784,0.0021560136,0.2194444444,0.0004731252
786,0.0019104372,0.2150000000,0.0004107440
788,0.0010414095,0.2694444444,0.0002806020
376,0.0011922875,0.3619047619,0.0004314945
785,0.0026544940,0.1971726190,0.0005233935
787,0.0015663858,0.2916666667,0.0004568625
342,0.0009059440,0.3611111111,0.0003271465
525,0.0009802265,0.3750000000,0.0003675849
542,0.0030375362,0.2452380952,0.0007449196
755,0.0017079805,0.2062500000,0.0003522710
792,0.0026226385,0.2093915344,0.0005491583
2,0.0000000000,0.0000000000,0.0000000000
253,0.0030351113,0.2458333333,0.0007461315
254,0.0032024510,0.2633333333,0.0008433121
255,0.0009581951,0.2166666667,0.0002076089
256,0.0030700197,0.2791666667,0.0008570472
257,0.0017172682,0.2633333333,0.0004522140
497,0.0015983770,0.2750000000,0.0004395537
698,0.0019293396,0.2185714286,0.0004216985
952,0.0013978322,0.1882653061,0.0002631633
953,0.0007750685,0.1690476190,0.0001310235
954,0.0034180908,0.2098324515,0.0007172264
955,0.0014388799,0.1794642857,0.0002582276
140,0.0021084631,0.3666666667,0.0007731031
459,0.0022033953,0.2233333333,0.0004920916
849,0.0020774443,0.2250000000,0.0004674250
450,0.0025861403,0.2200000000,0.0005689509
827,0.0020930080,0.2085714286,0.0004365417
956,0.0010597789,0.1884920635,0.0001997599
198,0.0043857262,0.2300000000,0.0010087170
310,0.0013034333,0.2466666667,0.0003215135
320,0.0037163565,0.2966666667,0.0011025191
116,0.0009645711,0.2708333333,0.0002612380
271,0.0022382025,0.2055555556,0.0004600750
412,0.0033800115,0.2154761905,0.0007283120
484,0.0025685996,0.2566666667,0.0006592739
108,0.0030960264,0.2388888889,0.0007396063
424,0.0013829103,0.3633333333,0.0005024574
425,0.0011484400,0.4125000000,0.0004737315
426,0.0023901525,0.2200000000,0.0005258335
427,0.0009889333,0.2458333333,0.0002431128
164,0.0019727802,0.2733333333,0.0005392266
437,0.0050150923,0.2547619048,0.0012776545
575,0.0011533284,0.3066666667,0.0003536874
578,0.0025269336,0.2145833333,0.0005422378
579,0.0022469242,0.2050000000,0.0004606195
413,0.0047724402,0.2013605442,0.0009609812
695,0.0020642626,0.2333333333,0.0004816613
740,0.0007798863,0.2055555556,0.0001603100
742,0.0021789377,0.2571428571,0.0005602983
146,0.0001896376,0.3333333333,0.0000632125
244,0.0026708720,0.2085714286,0.0005570676
379,0.0021884869,0.2833333333,0.0006200713
381,0.0013490787,0.2376984127,0.0003206739
382,0.0019727451,0.2400000000,0.0004734588
63,0.0027110038,0.4000000000,0.0010844015
602,0.0035242403,0.2041666667,0.0007195324
603,0.0001908715,0.3750000000,0.0000715768
605,0.0019568826,0.2708333333,0.0005299890
157,0.0015260755,0.2500000000,0.0003815189
838,0.0020937634,0.1958333333,0.0004100287
839,0.0029910260,0.1944444444,0.0005815884
840,0.0006173397,0.2166666667,0.0001337569
841,0.0045189428,0.1717803030,0.0007762654
273,0.0016776797,0.3333333333,0.0005592266
561,0.0029825475,0.2000000000,0.0005965095
880,0.0010048737,0.2250000000,0.0002260966
881,0.0014139010,0.2233333333,0.0003157712
883,0.0048574331,0.1874779541,0.0009106616
884,0.0017829944,0.2300000000,0.0004100887
72,0.0029624738,0.2400000000,0.0007109937
74,0.0011282064,0.2375000000,0.0002679490
1,0.0000000000,0.0000000000,0.0000000000
75,0.0010529628,0.2375000000,0.0002500787
78,0.0004508703,0.2500000000,0.0001127176
79,0.0024999884,0.3400000000,0.0008499961
56,0.0022556040,0.2166666667,0.0004887142
293,0.0028116980,0.2250000000,0.0006326321
349,0.0018641477,0.2000000000,0.0003728295
350,0.0033651204,0.3133333333,0.0010544044
352,0.0007780998,0.2583333333,0.0002010091
124,0.0008078986,0.3083333333,0.0002491021
351,0.0030042451,0.2944444444,0.0008845833
162,0.0018363889,0.3166666667,0.0005815231
165,0.0019552339,0.2458333333,0.0004806617
166,0.0011536761,0.2250000000,0.0002595771
68,0.0016231358,0.3566666667,0.0005789184
173,0.0018816579,0.2875000000,0.0005409767
174,0.0013961369,0.3000000000,0.0004188411
175,0.0025631554,0.2300000000,0.0005895257
125,0.0035830774,0.2566666667,0.0009196565
134,0.0012886587,0.4166666667,0.0005369411
176,0.0019343759,0.3333333333,0.0006447920
177,0.0021476107,0.2583333333,0.0005547994
57,0.0006931528,0.2250000000,0.0001559594
104,0.0023104928,0.3541666667,0.0008182995
84,0.0012591018,0.2458333333,0.0003095292
24,0.0018348843,0.2375000000,0.0004357850
43,0.0011977422,0.2611111111,0.0003127438
184,0.0024664337,0.2888888889,0.0007125253
185,0.0026634601,0.2333333333,0.0006214740
186,0.0017515990,0.2916666667,0.0005108830
187,0.0015812023,0.3416666667,0.0005402441
188,0.0015761625,0.3333333333,0.0005253875
107,0.0015291185,0.2966666667,0.0004536385
191,0.0019458169,0.5416666667,0.0010539842
199,0.0016672355,0.1833333333,0.0003056598
200,0.0027258173,0.2666666667,0.0007268846
202,0.0013243620,0.3166666667,0.0004193813
221,0.0046592924,0.2619047619,0.0012202909
31,0.0028253472,0.3416666667,0.0009653270
54,0.0027425091,0.2708333333,0.0007427629
463,0.0022907123,0.2595238095,0.0005944944
466,0.0013719087,0.2083333333,0.0002858143
467,0.0009987002,0.2023809524,0.0002021179
892,0.0036677438,0.2168650794,0.0007954055
894,0.0020363281,0.2128968254,0.0004335278
373,0.0009242032,0.2666666667,0.0002464542
457,0.0022355472,0.2611111111,0.0005837262
5000,0.0000000000,0.1000000000,0.0000000000
564,0.0021863425,0.2333333333,0.0005101466
15,0.0004713462,0.3000000000,0.0001414038
226,0.0010548058,0.3233333333,0.0003410539
337,0.0029367109,0.2666666667,0.0007831229
366,0.0014492590,0.4166666667,0.0006038579
893,0.0011458340,0.3369047619,0.0003860369
897,0.0013071479,0.2394557823,0.0003130041
292,0.0006160734,0.2055555556,0.0001266373
294,0.0015837130,0.2466666667,0.0003906492
295,0.0028821281,0.2555555556,0.0007365439
296,0.0052535708,0.2055555556,0.0010799007
338,0.0042034570,0.2300000000,0.0009667951
339,0.0027389839,0.2250000000,0.0006162714
340,0.0029620124,0.3208333333,0.0009503123
172,0.0020758220,0.2583333333,0.0005362540
415,0.0021888229,0.2349206349,0.0005141997
494,0.0028715636,0.3208333333,0.0009212933
495,0.0023350286,0.2633333333,0.0006148909
