Node,Betweenness,BridgingCoefficient,BridgingCentrality
87,0.0000000000,0.2903367342,0.0000000000
92,0.0000000000,0.2725995573,0.0000000000
99,0.0000000000,0.1659860642,0.0000000000
98,0.0000000000,0.1898018935,0.0000000000
100,0.0083838384,0.2294733045,0.0019238671
85,0.0019612795,0.2556818182,0.0005014635
94,0.0011309524,0.2335911003,0.0002641804
97,0.0022922078,0.2110132648,0.0004836862
95,0.0010610871,0.1751803752,0.0001858816
96,0.0004057239,0.1750793651,0.0000710339
93,0.0023285021,0.1753368081,0.0004082721
90,0.0030156325,0.1904498668,0.0005743268
88,0.0024758085,0.1901916660,0.0004708781
89,0.0056121132,0.1099843294,0.0006172445
86,0.0028273916,0.1528131846,0.0004320627
81,0.0033071908,0.2689785005,0.0008895632
84,0.0027881836,0.1336977125,0.0003727738
91,0.0014710692,0.1803153417,0.0002652564
83,0.0016387969,0.2734699124,0.0004481617
82,0.0070335007,0.2296295616,0.0016150997
26,0.0010871849,0.7500000000,0.0008153887
36,0.0066101517,0.2376984127,0.0015712226
40,0.0029511241,0.3466666667,0.0010230563
42,0.0056216071,0.3835737179,0.0021563007
46,0.0101136579,0.3695767196,0.0037377725
47,0.0061313429,0.3523199023,0.0021601941
53,0.0075214178,0.3345187220,0.0025160551
58,0.0035511250,0.2950113379,0.0010476221
68,0.0072174594,0.3381462329,0.0024405567
71,0.0036053565,0.2375688186,0.0008565203
74,0.0016947443,0.1662131519,0.0002816888
76,0.0041624394,0.2255736003,0.0009389364
80,0.0057756864,0.1798233901,0.0010386035
3,0.0013083526,0.0000000000,0.0000000000
12,0.0011173507,1.0000000000,0.0011173507
2,0.0000000000,0.0000000000,0.0000000000
22,0.0014858405,0.2333333333,0.0003466961
27,0.0052527559,0.3833333333,0.0020135564
28,0.0077497564,0.5952380952,0.0046129502
32,0.0053338352,0.3785714286,0.0020192376
6,0.0000000000,0.0000000000,0.0000000000
52,0.0062075660,0.4182539683,0.0025963391
61,0.0019299582,0.3267573696,0.0006306281
63,0.0044808705,0.2721212548,0.0012193401
4,0.0009882155,0.0000000000,0.0000000000
66,0.0096503047,0.2072850352,0.0020003637
7,0.0027569812,1.0000000000,0.0027569812
25,0.0036584746,0.5000000000,0.0018292373
54,0.0056505833,0.3524691358,0.0019916562
55,0.0084189177,0.2684371184,0.0022599500
56,0.0024347199,0.3150072150,0.0007669544
69,0.0027035951,0.2552528490,0.0006901004
10,0.0043557684,0.6666666667,0.0029038456
11,0.0037859488,0.3333333333,0.0012619829
70,0.0047725195,0.2241175491,0.0010696054
57,0.0050895185,0.2546201814,0.0012958941
62,0.0068510466,0.1827228327,0.0012518426
65,0.0026304699,0.3855007737,0.0010140482
72,0.0045705519,0.2113216272,0.0009658565
13,0.0022156715,0.5000000000,0.0011078358
15,0.0032243223,0.4166666667,0.0013434676
73,0.0081701670,0.1935806636,0.0015815863
14,0.0035934453,0.7500000000,0.0026950840
60,0.0037405728,0.1349206349,0.0005046805
1,0.0000000000,0.0000000000,0.0000000000
77,0.0067187041,0.1063203871,0.0007143352
18,0.0018555046,0.6666666667,0.0012370031
64,0.0039502999,0.1532705390,0.0006054646
5,0.0000000000,0.0000000000,0.0000000000
35,0.0044207038,0.3326719577,0.0014706442
59,0.0075301294,0.2048941799,0.0015428797
79,0.0038293397,0.2498564616,0.0009567853
20,0.0006445406,1.0000000000,0.0006445406
49,0.0110435594,0.2123778999,0.0023454079
78,0.0103929511,0.1827249548,0.0018990515
19,0.0012723665,0.2500000000,0.0003180916
67,0.0046365057,0.3693223443,0.0017123652
8,0.0041233475,0.3333333333,0.0013744492
964,0.0000000000,0.0666666667,0.0000000000
75,0.0037551334,0.1520667241,0.0005710308
16,0.0095344406,0.4166666667,0.0039726836
51,0.0065839365,0.3481684982,0.0022923193
50,0.0015180016,0.4555555556,0.0006915341
48,0.0068201823,0.2900000000,0.0019778529
37,0.0058416022,0.4404761905,0.0025730867
34,0.0057705115,0.3084523810,0.0017799280
41,0.0017943659,0.1888888889,0.0003389358
23,0.0066110306,0.4333333333,0.0028647799
44,0.0110749827,0.2453968254,0.0027177656
38,0.0038732958,0.3214285714,0.0012449879
17,0.0038372523,0.2666666667,0.0010232673
9,0.0055933719,0.1111111111,0.0006214858
45,0.0029651489,0.3820512821,0.0011328389
43,0.0063780029,0.2181318681,0.0013912457
30,0.0046453682,0.4791666667,0.0022259056
24,0.0026066963,0.6111111111,0.0015929811
39,0.0139913112,0.4314102564,0.0060359951
33,0.0041570182,0.3979166667,0.0016541468
31,0.0020710565,0.5500000000,0.0011390811
21,0.0022332087,0.5000000000,0.0011166044
29,0.0039608674,0.3400000000,0.0013466949
