Node,InDegree,OutDegree,TotalDegree
3784,1,3,4
4970,0,3,3
4580,0,3,3
4486,0,3,3
4353,0,3,3
4810,0,3,3
4426,0,3,3
4036,1,3,4
4985,0,3,3
4794,0,3,3
4757,0,3,3
4745,0,3,3
3526,1,3,4
3224,0,3,3
4707,0,3,3
3869,1,3,4
3882,0,3,3
4523,0,3,3
4538,0,3,3
4130,0,3,3
4370,2,3,5
4554,0,3,3
4593,0,3,3
3615,0,3,3
4864,0,3,3
4597,1,3,4
3759,1,3,4
3394,1,3,4
3917,0,3,3
2933,2,3,5
3564,0,3,3
4933,0,3,3
3977,0,3,3
3528,1,3,4
3603,1,3,4
4293,1,3,4
2536,2,3,5
4600,0,3,3
4565,0,3,3
2998,1,3,4
3259,0,3,3
3444,0,3,3
3473,1,3,4
3217,3,3,6
3245,0,3,3
4982,0,3,3
3505,0,3,3
4320,0,3,3
3402,0,3,3
4867,0,3,3
4298,0,3,3
4430,1,3,4
3619,0,3,3
4542,0,3,3
3777,0,3,3
4376,0,3,3
2961,2,3,5
4545,0,3,3
4181,0,3,3
3247,1,3,4
4058,1,3,4
4080,1,3,4
4909,0,3,3
4512,0,3,3
4691,0,3,3
4208,1,3,4
4808,0,3,3
3767,0,3,3
3299,0,3,3
2640,0,3,3
3555,0,3,3
3427,2,3,5
2907,1,3,4
1904,1,3,4
2712,3,3,6
4112,0,3,3
4531,0,3,3
3033,4,3,7
3471,1,3,4
4811,0,3,3
3717,0,3,3
4171,0,3,3
3246,0,3,3
4347,0,3,3
4931,1,3,4
4228,2,3,5
3198,2,3,5
4752,0,3,3
3234,0,3,3
2426,0,3,3
4150,0,3,3
4211,0,3,3
3761,1,3,4
2884,2,3,5
4624,1,3,4
4294,1,3,4
2934,4,3,7
4511,0,3,3
3606,0,3,3
4096,1,3,4
4636,0,3,3
4445,0,3,3
4163,0,3,3
3906,1,3,4
2729,1,3,4
3213,1,3,4
2494,1,3,4
4297,0,3,3
3170,1,3,4
3600,0,3,3
4350,0,3,3
3876,1,3,4
4388,1,3,4
4022,1,3,4
3276,0,3,3
4246,0,3,3
