Node,InDegree,OutDegree,TotalDegree
4287,3,8,11
2738,7,3,10
3107,5,5,10
3609,2,4,6
2584,5,2,7
4513,0,11,11
3414,8,3,11
3438,3,4,7
4802,0,13,13
4094,1,11,12
1979,13,0,13
4869,1,11,12
3417,5,2,7
2244,6,2,8
1756,5,0,5
4617,0,7,7
2508,8,6,14
3416,11,7,18
3473,6,2,8
1951,8,1,9
2040,12,1,13
4353,1,9,10
4247,3,11,14
1866,7,2,9
2188,12,2,14
3165,6,5,11
4444,0,7,7
4683,3,9,12
1854,8,1,9
2830,6,5,11
3743,4,7,11
2058,11,2,13
2339,13,6,19
2324,6,1,7
1540,11,1,12
1839,10,2,12
4615,4,9,13
3562,6,4,10
1660,11,2,13
2690,8,3,11
1562,9,2,11
2683,7,5,12
3273,2,5,7
3291,10,4,14
3543,4,2,6
1522,5,2,7
3558,0,4,4
4522,2,11,13
3851,4,5,9
4077,2,11,13
1414,5,0,5
3149,10,7,17
4546,2,9,11
2582,9,4,13
4435,2,8,10
3407,0,6,6
1481,6,1,7
2164,7,3,10
3483,2,11,13
4876,0,8,8
1924,11,1,12
1373,13,0,13
1370,11,0,11
3989,2,4,6
4378,2,9,11
1855,10,4,14
4442,4,12,16
4904,0,15,15
4622,0,9,9
3815,1,11,12
2878,9,6,15
2987,8,8,16
3286,5,4,9
3420,4,11,15
4252,3,9,12
1318,5,0,5
3669,2,8,10
2482,7,4,11
1295,12,0,12
1605,8,2,10
1716,13,3,16
3131,7,7,14
3760,6,8,14
3163,4,6,10
2609,7,4,11
3062,8,6,14
3454,2,6,8
2658,7,8,15
3218,5,6,11
2550,6,3,9
4990,0,8,8
3220,7,4,11
3243,4,8,12
1732,9,1,10
4498,0,11,11
1493,10,2,12
4844,1,12,13
3158,9,12,21
3842,5,8,13
1198,12,0,12
3547,5,8,13
1880,5,2,7
3833,3,8,11
1705,7,2,9
2174,4,7,11
2343,6,8,14
2498,8,3,11
2181,3,5,8
3397,6,6,12
4849,1,13,14
3064,2,6,8
4556,2,9,11
4190,3,9,12
1140,11,0,11
2619,6,3,9
3310,6,9,15
4965,0,11,11
1952,7,1,8
4030,3,8,11
3849,0,7,7
1915,14,3,17
4358,1,11,12
4257,1,13,14
2403,3,4,7
1200,17,1,18
2647,4,4,8
3254,4,10,14
3921,3,9,12
1444,10,2,12
2964,6,7,13
1911,6,4,10
3188,3,7,10
4969,0,16,16
4004,1,12,13
2311,8,9,17
4122,2,10,12
4089,4,7,11
1078,10,0,10
1077,13,0,13
3707,4,12,16
4889,0,13,13
1069,10,0,10
4203,0,5,5
3494,9,8,17
2331,5,6,11
2114,8,5,13
3105,5,6,11
2553,5,10,15
3486,9,13,22
1205,13,1,14
3636,5,13,18
4254,2,10,12
1704,18,3,21
3272,4,7,11
3238,5,5,10
2213,6,2,8
1620,6,3,9
2709,6,8,14
2294,4,3,7
1506,8,1,9
2135,7,6,13
1018,10,0,10
3138,8,4,12
1290,10,2,12
3538,5,11,16
1339,10,1,11
3752,3,10,13
1998,7,1,8
3300,7,9,16
3207,5,3,8
1865,11,5,16
1088,9,2,11
4662,5,17,22
2993,4,8,12
1800,8,4,12
4414,4,13,17
2236,10,4,14
4037,3,7,10
4008,1,10,11
2711,6,5,11
4606,2,7,9
1881,5,3,8
1464,5,5,10
4740,1,8,9
3508,4,6,10
3977,1,10,11
1354,13,2,15
1111,8,1,9
4056,3,11,14
2565,7,3,10
1386,14,2,16
1173,6,1,7
1015,6,2,8
2954,11,10,21
979,15,0,15
1659,7,2,9
1224,18,2,20
976,10,0,10
4569,1,12,13
2140,9,2,11
1803,7,7,14
3721,1,8,9
2405,8,4,12
3634,12,5,17
2246,10,5,15
4476,2,11,13
4372,2,10,12
1426,9,3,12
986,11,1,12
968,17,0,17
3955,2,9,11
4074,2,13,15
4214,4,9,13
3888,5,7,12
1954,10,4,14
1378,12,3,15
4288,3,4,7
4572,2,12,14
2611,9,7,16
4406,2,10,12
4639,1,7,8
4959,0,8,8
3392,3,9,12
1480,11,2,13
1813,8,4,12
3246,6,6,12
3890,1,12,13
2487,4,2,6
1240,5,2,7
4870,0,15,15
2950,1,5,6
2290,11,3,14
970,10,1,11
3293,3,8,11
4735,2,14,16
4809,0,9,9
4686,0,10,10
3465,2,9,11
1466,10,3,13
928,9,0,9
2969,10,7,17
2791,5,7,12
4391,1,11,12
2457,7,2,9
2751,8,6,14
3883,4,13,17
920,6,0,6
1086,8,1,9
919,9,0,9
4232,4,13,17
2156,9,3,12
2612,6,6,12
1242,10,1,11
912,9,0,9
4584,3,11,14
3574,4,10,14
2761,10,9,19
910,7,0,7
4017,1,7,8
1102,8,2,10
2800,6,6,12
3690,8,14,22
3665,2,9,11
2219,9,9,18
4603,2,12,14
1591,10,2,12
3800,4,7,11
2715,8,2,10
1518,4,1,5
1094,11,1,12
4610,1,13,14
1622,11,5,16
1075,15,1,16
1793,5,7,12
4665,0,13,13
3732,5,6,11
2237,15,4,19
3127,5,5,10
3864,1,9,10
1832,6,3,9
882,13,0,13
4756,1,16,17
881,16,0,16
4319,2,16,18
2739,5,5,10
2493,6,7,13
4536,0,15,15
1297,14,2,16
1957,6,6,12
4380,4,9,13
2543,9,7,16
4793,0,13,13
4032,3,10,13
2597,11,6,17
1235,11,4,15
861,9,0,9
4012,4,13,17
2667,8,4,12
4624,1,8,9
3250,6,9,15
3189,7,10,17
857,14,0,14
4874,1,10,11
2834,8,11,19
1818,6,4,10
1312,7,1,8
853,11,0,11
1621,9,2,11
1450,14,3,17
1006,13,2,15
2781,8,7,15
3681,8,11,19
1718,14,6,20
3925,4,9,13
1164,4,1,5
1815,5,4,9
4545,1,9,10
3729,3,10,13
3605,4,15,19
2882,5,3,8
837,10,0,10
4896,0,14,14
4171,1,10,11
3285,6,9,15
1908,11,7,18
1757,8,2,10
4558,1,7,8
2873,9,7,16
829,4,0,4
2842,7,9,16
4438,1,14,15
4173,3,14,17
2914,6,4,10
3113,2,9,11
3792,5,9,14
2559,7,7,14
1536,16,6,22
4454,3,8,11
4138,2,7,9
3430,4,8,12
2983,11,14,25
2772,6,4,10
1842,11,5,16
1965,8,3,11
4050,1,6,7
4230,1,8,9
3525,5,9,14
2829,3,9,12
4909,1,16,17
3035,5,9,14
892,13,1,14
1801,11,4,15
808,11,0,11
4999,0,13,13
3500,6,11,17
4797,0,12,12
4899,0,15,15
3270,8,9,17
812,20,1,21
4928,0,12,12
1066,17,2,19
3571,2,6,8
1080,16,1,17
799,10,0,10
1195,9,1,10
3046,4,9,13
795,17,0,17
794,12,0,12
2720,5,5,10
3178,3,6,9
3068,8,9,17
4489,0,12,12
2313,4,8,12
2291,13,4,17
4286,1,17,18
4664,0,17,17
3897,2,8,10
1400,14,2,16
1264,10,3,13
4320,3,13,16
4638,1,14,15
3697,3,9,12
2369,9,11,20
1937,8,4,12
1110,15,3,18
1045,15,2,17
776,10,0,10
4404,3,10,13
2530,8,7,15
775,18,0,18
4163,2,10,12
3126,4,9,13
3933,3,8,11
803,16,2,18
4540,2,18,20
3637,1,9,10
4334,2,9,11
2967,5,6,11
2760,8,7,15
1362,8,3,11
1564,13,4,17
2100,6,2,8
1613,11,6,17
766,9,0,9
1791,11,2,13
765,13,0,13
4141,4,9,13
3835,5,10,15
1790,12,4,16
762,8,0,8
3191,5,6,11
4579,0,9,9
3338,5,13,18
2765,15,5,20
2906,2,6,8
1202,11,2,13
2516,6,8,14
1877,14,5,19
1626,18,3,21
3741,3,9,12
3074,7,6,13
2062,9,3,12
822,15,1,16
1654,10,3,13
4880,0,15,15
3766,5,7,12
1084,17,2,19
2641,8,4,12
1213,10,2,12
1041,11,2,13
3348,9,8,17
3051,7,3,10
3029,5,5,10
926,13,1,14
1643,9,2,11
1393,15,2,17
3934,3,13,16
4966,0,14,14
4403,1,10,11
1247,18,3,21
740,16,0,16
2201,12,4,16
3161,5,8,13
1243,11,1,12
876,14,1,15
735,14,0,14
3536,5,13,18
2793,9,7,16
733,12,0,12
4022,8,8,16
1105,16,1,17
2916,4,10,14
1611,17,4,21
2677,8,5,13
4770,1,16,17
3754,3,9,12
3137,8,6,14
2255,10,6,16
3173,7,11,18
855,14,1,15
4337,0,9,9
2923,9,10,19
953,14,1,15
838,9,1,10
3023,5,13,18
2529,6,4,10
3804,1,11,12
2809,5,7,12
2310,11,6,17
4930,0,14,14
2858,8,17,25
2920,6,9,15
1863,7,6,13
715,10,0,10
4581,0,7,7
3108,5,6,11
4251,3,13,16
3810,3,12,15
3573,9,8,17
3570,5,10,15
1829,7,4,11
712,13,0,13
3929,4,7,11
3398,3,10,13
3262,8,10,18
2913,13,5,18
2504,7,7,14
707,14,0,14
3613,2,9,11
3016,5,4,9
2977,12,4,16
1887,9,6,15
1391,10,3,13
1040,15,1,16
758,14,1,15
3793,5,6,11
3275,7,11,18
1160,11,1,12
3946,3,16,19
2671,6,8,14
2166,10,8,18
4199,2,12,14
2215,5,2,7
4508,2,19,21
1556,13,5,18
4062,4,11,15
3375,2,14,16
4080,3,12,15
3424,5,6,11
3125,7,8,15
1301,11,4,15
2120,10,4,14
3845,2,13,15
1648,8,2,10
1154,11,3,14
1974,13,5,18
4857,1,15,16
1724,11,5,16
2674,8,8,16
992,16,3,19
1623,14,4,18
1521,15,2,17
4760,3,17,20
3526,6,9,15
685,12,0,12
3120,8,7,15
2242,8,4,12
1768,13,3,16
684,16,0,16
3723,7,10,17
1748,6,6,12
1115,15,1,16
683,17,0,17
1244,12,4,16
3770,1,13,14
3386,7,10,17
1734,8,3,11
681,11,0,11
3088,4,6,10
4317,0,14,14
4034,2,13,15
4182,2,11,13
3710,8,9,17
1963,8,7,15
4180,2,14,16
2229,5,5,10
2935,11,7,18
4570,1,12,13
4400,1,10,11
1585,9,3,12
1072,8,2,10
990,13,2,15
4340,1,15,16
3727,3,9,12
1108,7,2,9
2446,13,2,15
3751,5,12,17
3124,8,10,18
2010,8,6,14
4817,0,17,17
3025,3,9,12
1770,12,1,13
1052,9,1,10
898,10,3,13
1382,11,2,13
4409,0,12,12
1868,9,9,18
4838,0,10,10
3915,1,13,14
2978,6,8,14
666,18,0,18
4829,0,16,16
2875,4,6,10
2839,6,7,13
4436,1,15,16
1025,10,3,13
1726,9,4,13
4854,1,10,11
749,16,2,18
4275,1,14,15
2513,4,8,12
2193,10,4,14
2141,10,7,17
2032,2,10,12
1942,10,5,15
4658,0,20,20
2097,15,7,22
3122,6,10,16
4198,3,15,18
4109,6,15,21
2729,3,9,12
4305,0,11,11
3444,6,11,17
2064,9,6,15
2726,2,8,10
3553,5,8,13
3039,4,7,11
655,7,0,7
2801,7,8,15
2580,3,7,10
4853,0,19,19
4463,2,13,15
652,19,0,19
3960,3,9,12
2963,6,10,16
3309,8,11,19
2190,6,6,12
3970,1,10,11
835,9,2,11
731,6,1,7
2704,5,3,8
768,8,2,10
4520,3,12,15
647,15,0,15
3093,6,12,18
2785,3,10,13
718,12,1,13
2448,11,5,16
1182,14,2,16
4850,0,11,11
3776,1,5,6
1300,14,2,16
4750,1,16,17
2784,6,11,17
642,10,0,10
3401,6,10,16
3299,2,10,12
2563,7,6,13
1216,9,3,12
1030,13,2,15
641,15,0,15
3686,2,4,6
1711,9,5,14
3037,5,10,15
2561,5,5,10
668,9,1,10
3996,1,13,14
1335,16,2,18
3680,6,5,11
3086,9,8,17
4590,1,15,16
1516,10,4,14
4291,4,14,18
700,10,2,12
3276,2,3,5
2877,8,8,16
2348,14,6,20
4301,3,12,15
3304,4,8,12
3267,1,9,10
2049,13,2,15
3879,1,19,20
4510,1,13,14
2165,12,9,21
1840,11,4,15
2439,6,6,12
2061,8,5,13
1442,15,2,17
3292,4,11,15
893,16,4,20
628,18,0,18
4830,0,7,7
798,17,3,20
1695,14,4,18
4898,0,15,15
3244,8,15,23
2762,5,7,12
3887,6,7,13
4834,1,17,18
2147,11,11,22
1510,10,3,13
623,16,0,16
3959,2,12,14
2745,6,9,15
1270,14,4,18
1172,7,2,9
3528,4,12,16
1159,6,2,8
621,14,0,14
2535,10,7,17
1665,13,5,18
1533,12,6,18
618,13,0,13
4054,1,8,9
1087,10,1,11
616,13,0,13
2421,5,6,11
815,9,2,11
3962,5,11,16
2817,9,5,14
2438,4,5,9
614,14,0,14
4806,0,14,14
3764,3,11,14
2402,4,6,10
2043,10,5,15
4657,2,5,7
4530,4,15,19
2919,9,7,16
2564,12,7,19
609,9,0,9
4594,1,21,22
2734,5,6,11
608,11,0,11
3856,7,9,16
2643,7,7,14
4527,0,18,18
605,12,0,12
2654,2,13,15
1252,10,3,13
3882,1,13,14
1376,12,2,14
692,14,1,15
3184,8,8,16
1906,4,4,8
4068,6,19,25
1747,14,2,16
601,15,0,15
2614,4,7,11
1440,13,2,15
4908,0,18,18
3106,3,7,10
4464,6,14,20
1042,7,2,9
727,21,2,23
597,15,0,15
4863,1,15,16
4200,2,14,16
4053,6,11,17
800,10,1,11
4676,1,11,12
4539,2,12,14
2272,13,7,20
2208,8,10,18
1955,12,6,18
1646,8,4,12
1993,9,3,12
1978,8,6,14
1759,12,3,15
4812,1,19,20
2632,13,7,20
901,13,1,14
592,19,0,19
4766,2,19,21
4669,3,16,19
3599,1,10,11
2705,8,8,16
3787,2,10,12
2583,10,10,20
1808,11,4,15
4667,2,18,20
3803,2,13,15
4397,2,15,17
1432,11,8,19
3410,10,8,18
952,7,2,9
836,19,2,21
1429,8,3,11
586,12,0,12
2615,5,7,12
2456,5,6,11
4778,0,14,14
3356,3,8,11
4670,0,16,16
4183,0,9,9
3714,3,7,10
2418,7,7,14
2205,10,4,14
2021,7,5,12
582,18,0,18
4088,0,19,19
1394,7,7,14
1007,13,1,14
3588,3,12,15
3522,5,10,15
3489,7,12,19
1580,15,4,19
3896,1,11,12
3858,5,14,19
3480,8,10,18
3295,5,9,14
2209,8,5,13
4352,2,10,12
1503,9,4,13
944,14,3,17
576,11,0,11
4468,6,14,20
3337,3,6,9
3572,3,10,13
2433,3,5,8
2207,10,6,16
4294,1,10,11
869,10,1,11
4826,0,6,6
4219,1,16,17
3995,3,13,16
3090,7,6,13
1557,11,2,13
4371,1,12,13
4106,4,12,16
3635,7,7,14
3498,5,15,20
756,15,2,17
4780,0,15,15
3796,3,11,14
3182,8,10,18
3050,3,6,9
1950,11,3,14
1499,14,3,17
567,8,0,8
2537,6,6,12
2155,16,8,24
2102,6,5,11
1810,9,1,10
1607,10,5,15
725,10,2,12
4620,2,11,13
563,13,0,13
4926,0,15,15
4116,2,13,15
2505,11,7,18
821,12,1,13
4852,0,15,15
4761,2,14,16
1996,12,5,17
1830,13,3,16
1530,12,4,16
3467,3,10,13
2184,6,6,12
1157,12,3,15
739,12,1,13
4290,4,13,17
3861,3,13,16
3629,3,13,16
1723,9,6,15
4262,2,6,8
1379,8,1,9
4973,0,20,20
4082,3,11,14
2806,3,8,11
1185,14,2,16
3649,4,9,13
2428,4,5,9
1133,14,5,19
554,14,0,14
4202,4,11,15
2194,14,5,19
4253,4,11,15
3458,3,5,8
3305,10,11,21
3057,3,5,8
2067,8,8,16
1219,20,5,25
4632,1,10,11
3867,6,14,20
2426,8,6,14
551,13,0,13
4035,3,16,19
3582,0,6,6
2332,7,9,16
550,15,0,15
4779,0,13,13
4079,0,9,9
1134,11,2,13
3744,5,10,15
3937,1,13,14
3150,6,7,13
1020,9,2,11
2815,7,10,17
709,12,1,13
546,9,0,9
658,16,2,18
4201,3,13,16
4131,2,12,14
3215,13,11,24
1824,14,8,22
1775,9,6,15
2961,5,8,13
651,11,2,13
4674,1,16,17
4565,2,14,16
2795,4,7,11
1350,10,3,13
4007,1,10,11
3421,10,11,21
1988,15,6,21
1361,16,6,22
4828,0,13,13
3603,1,9,10
2225,13,7,20
1232,12,3,15
557,9,1,10
4237,2,17,19
3365,6,8,14
3240,7,7,14
3187,4,10,14
886,4,1,5
4688,0,16,16
2826,5,5,10
4348,3,11,14
3302,2,7,9
2157,10,4,14
535,12,0,12
3749,4,8,12
3705,6,9,15
2180,15,7,22
3877,2,8,10
533,10,0,10
