Node,InDegree,OutDegree,TotalDegree
98,1,16,17
79,5,15,20
96,1,14,15
61,4,7,11
68,4,10,14
49,11,5,16
64,7,13,20
41,10,10,20
32,11,3,14
73,6,9,15
59,8,8,16
58,10,9,19
35,20,8,28
87,2,10,12
82,3,12,15
80,1,15,16
62,7,9,16
60,8,8,16
10,14,1,15
89,4,22,26
86,2,20,22
84,3,14,17
57,7,8,15
11,22,1,23
94,0,19,19
91,3,15,18
65,8,14,22
63,7,14,21
37,9,5,14
25,20,2,22
15,18,5,23
95,3,19,22
54,6,11,17
47,7,10,17
43,10,11,21
40,11,5,16
20,17,2,19
16,18,4,22
13,28,4,32
97,0,17,17
72,5,14,19
52,8,12,20
12,13,3,16
71,9,15,24
33,11,12,23
90,2,20,22
31,17,6,23
81,2,13,15
22,19,4,23
78,4,17,21
19,15,7,22
76,5,16,21
17,10,2,12
75,5,14,19
74,6,17,23
69,1,12,13
85,2,21,23
26,16,4,20
56,7,12,19
50,10,14,24
48,6,7,13
100,1,18,19
6,14,3,17
2,9,1,10
92,3,14,17
981,0,1,1
24,21,6,27
83,4,20,24
55,9,10,19
29,12,6,18
88,3,21,24
1,25,0,25
30,15,8,23
36,14,7,21
9,23,1,24
38,12,9,21
28,11,7,18
45,13,8,21
46,9,13,22
77,4,15,19
18,22,4,26
3,21,0,21
5,16,2,18
7,22,1,23
66,6,12,18
14,20,3,23
21,14,3,17
27,20,6,26
34,13,8,21
93,2,16,18
39,13,9,22
51,9,12,21
53,13,12,25
67,7,17,24
8,17,1,18
70,6,19,25
99,1,18,19
4,20,0,20
23,10,5,15
42,12,7,19
44,7,13,20
