Node,InDegree,OutDegree,TotalDegree
995,5,2,7
946,5,5,10
942,5,4,9
926,5,5,10
925,5,4,9
921,5,5,10
919,5,4,9
905,5,3,8
891,5,5,10
986,4,5,9
883,5,3,8
967,5,5,10
847,5,3,8
927,6,5,11
822,5,3,8
820,5,3,8
818,5,2,7
868,5,4,9
933,5,3,8
811,6,3,9
923,5,6,11
952,5,4,9
955,4,5,9
770,5,3,8
767,6,5,11
802,4,4,8
749,5,4,9
719,5,4,9
740,4,4,8
972,3,7,10
681,6,3,9
813,4,4,8
884,5,6,11
948,5,7,12
671,6,3,9
669,6,5,11
968,5,5,10
739,4,4,8
744,6,5,11
651,7,3,10
635,6,4,10
856,4,4,8
644,5,6,11
838,4,4,8
790,3,4,7
624,6,4,10
622,5,3,8
623,6,5,11
832,4,7,11
619,6,3,9
992,4,6,10
930,4,7,11
704,4,6,10
676,4,7,11
610,6,5,11
969,3,7,10
918,5,6,11
956,4,5,9
829,4,6,10
722,5,6,11
598,6,3,9
596,5,4,9
937,4,6,10
830,3,5,8
585,6,2,8
584,6,3,9
693,6,4,10
661,7,6,13
903,5,5,10
582,5,4,9
864,1,8,9
577,5,4,9
572,6,4,10
570,5,3,8
640,5,4,9
966,5,5,10
781,4,6,10
567,5,3,8
565,6,4,10
562,5,2,7
897,6,7,13
556,6,3,9
951,3,8,11
686,5,6,11
648,6,4,10
683,6,5,11
548,5,4,9
543,8,2,10
643,4,4,8
540,8,4,12
670,4,6,10
721,5,5,10
902,3,8,11
970,4,8,12
530,6,3,9
936,5,4,9
746,5,3,8
566,6,4,10
517,5,4,9
515,6,4,10
513,5,4,9
841,4,5,9
511,5,3,8
505,5,3,8
504,6,5,11
502,6,3,9
922,4,7,11
499,6,4,10
498,7,3,10
800,3,3,6
492,7,3,10
491,6,3,9
839,3,5,8
806,4,6,10
486,5,5,10
783,4,5,9
976,4,4,8
710,6,5,11
913,4,5,9
908,4,6,10
481,6,4,10
587,7,5,12
747,4,5,9
583,4,4,8
660,5,4,9
835,4,7,11
474,7,4,11
473,6,3,9
469,7,3,10
896,4,6,10
467,7,4,11
464,5,2,7
507,7,5,12
463,6,4,10
453,5,5,10
779,3,7,10
451,5,4,9
449,5,2,7
857,6,5,11
723,5,5,10
448,5,4,9
571,5,4,9
848,5,4,9
500,7,5,12
442,5,2,7
716,3,5,8
805,4,5,9
794,3,5,8
459,4,6,10
882,3,7,10
612,2,6,8
678,4,4,8
488,5,5,10
795,4,4,8
551,6,5,11
430,8,2,10
673,7,5,12
657,6,6,12
978,4,5,9
426,6,3,9
753,4,4,8
985,4,3,7
418,5,2,7
762,4,6,10
717,5,6,11
475,4,4,8
825,3,8,11
580,5,5,10
520,4,6,10
979,3,4,7
707,5,5,10
516,4,6,10
684,4,6,10
412,4,4,8
