Node,InDegree,OutDegree,TotalDegree
4680,0,5,5
3448,0,5,5
4855,0,5,5
4840,0,5,5
4618,0,5,5
4807,0,5,5
4266,0,5,5
4795,0,5,5
3945,3,5,8
4842,0,5,5
4561,0,5,5
4079,0,5,5
3469,0,5,5
4921,0,5,5
3626,0,5,5
4629,0,5,5
3095,2,5,7
4466,0,5,5
4461,0,5,5
2685,3,5,8
4089,0,5,5
3981,1,5,6
4209,0,5,5
4600,0,5,5
3593,0,5,5
2677,3,5,8
4196,0,5,5
4449,0,5,5
3758,1,5,6
3778,1,5,6
3050,3,5,8
3677,0,5,5
4178,1,5,6
2439,1,5,6
4770,0,5,5
3552,0,5,5
4589,0,5,5
4393,1,5,6
4757,0,5,5
3964,0,5,5
1594,1,5,6
4731,0,5,5
3374,1,5,6
4607,0,5,5
4688,1,5,6
3085,1,5,6
4524,0,5,5
2970,0,5,5
4200,1,5,6
4099,2,5,7
4477,1,5,6
3084,0,5,5
2209,2,5,7
3569,0,5,5
3777,1,5,6
4663,0,5,5
3543,0,5,5
4463,0,5,5
4192,0,5,5
4721,0,5,5
2955,1,5,6
4751,0,5,5
3323,1,5,6
2962,1,5,6
4776,1,5,6
4830,0,5,5
4638,1,5,6
4340,1,5,6
3610,2,5,7
2856,2,5,7
3797,0,5,5
4972,0,5,5
2936,1,5,6
2710,4,5,9
3326,0,5,5
3804,1,5,6
4944,0,5,5
4740,0,5,5
3432,3,5,8
2863,0,5,5
4728,0,5,5
4458,0,5,5
4538,0,5,5
4500,0,5,5
3934,1,5,6
2471,0,5,5
2552,4,5,9
4889,0,5,5
2957,1,5,6
4077,0,5,5
3618,1,5,6
4882,0,5,5
4198,0,5,5
3387,1,5,6
2352,4,5,9
2881,3,5,8
3932,1,5,6
3544,1,5,6
3426,0,5,5
1954,5,5,10
4815,0,5,5
2790,0,5,5
4317,0,5,5
4113,1,5,6
2377,0,5,5
4058,2,5,7
2633,0,5,5
4778,0,5,5
4438,0,5,5
3058,1,5,6
2907,1,5,6
1838,3,5,8
4065,1,5,6
3951,0,5,5
2080,2,5,7
4114,1,5,6
2857,4,5,9
4692,0,5,5
3491,0,5,5
4365,0,5,5
4597,1,5,6
3835,1,5,6
3388,0,5,5
3913,0,5,5
3623,1,5,6
1910,1,5,6
4844,1,5,6
4380,0,5,5
3645,4,5,9
2002,8,5,13
4754,0,5,5
4325,1,5,6
4086,0,5,5
4671,0,5,5
2987,0,5,5
4542,0,5,5
4457,1,5,6
4331,1,5,6
2797,1,5,6
4541,0,5,5
4857,1,5,6
3065,1,5,6
4139,2,5,7
4496,0,5,5
2068,2,5,7
1770,1,5,6
4933,0,5,5
4002,0,5,5
2732,4,5,9
3950,2,5,7
3324,1,5,6
4076,1,5,6
3983,0,5,5
4037,3,5,8
4474,0,5,5
3378,1,5,6
3253,1,5,6
4464,0,5,5
2285,2,5,7
4943,0,5,5
4480,0,5,5
3077,0,5,5
2480,0,5,5
3504,1,5,6
2652,5,5,10
3184,1,5,6
1630,2,5,7
1323,5,5,10
2335,5,5,10
3617,1,5,6
4595,0,5,5
2838,0,5,5
4222,0,5,5
4173,2,5,7
4444,0,5,5
3612,0,5,5
4521,0,5,5
4471,0,5,5
2474,0,5,5
4664,0,5,5
4811,0,5,5
3756,2,5,7
2613,5,5,10
3816,1,5,6
4303,0,5,5
3884,0,5,5
3989,0,5,5
4441,1,5,6
4300,0,5,5
4735,0,5,5
4215,0,5,5
1917,3,5,8
4823,0,5,5
4876,0,5,5
4667,0,5,5
3956,0,5,5
4644,0,5,5
2667,2,5,7
3137,3,5,8
4573,1,5,6
4714,1,5,6
4296,2,5,7
2516,1,5,6
4081,0,5,5
3535,0,5,5
2903,0,5,5
3073,1,5,6
2950,2,5,7
4214,1,5,6
2528,1,5,6
3822,3,5,8
4188,0,5,5
4128,1,5,6
3296,0,5,5
2683,4,5,9
4900,0,5,5
3322,0,5,5
2380,3,5,8
4986,0,5,5
3947,0,5,5
4584,0,5,5
4969,0,5,5
2730,2,5,7
2186,7,5,12
4286,0,5,5
4507,0,5,5
4693,0,5,5
4687,0,5,5
3207,1,5,6
4435,0,5,5
3792,0,5,5
2486,1,5,6
4926,0,5,5
3379,1,5,6
4491,0,5,5
4034,1,5,6
3240,1,5,6
4746,1,5,6
4069,1,5,6
1769,3,5,8
1803,1,5,6
4932,0,5,5
4691,1,5,6
4010,1,5,6
3149,0,5,5
3771,1,5,6
3361,0,5,5
2457,1,5,6
1488,6,5,11
4523,0,5,5
3830,0,5,5
4999,0,5,5
3764,1,5,6
1618,1,5,6
2910,0,5,5
4350,0,5,5
4022,0,5,5
3996,0,5,5
3895,1,5,6
4934,0,5,5
4954,0,5,5
2165,4,5,9
4936,0,5,5
3892,0,5,5
4387,0,5,5
1816,2,5,7
4694,1,5,6
3176,0,5,5
3453,2,5,7
2999,1,5,6
4472,0,5,5
2960,3,5,8
3577,0,5,5
4347,0,5,5
1869,0,5,5
4562,0,5,5
3161,0,5,5
2029,3,5,8
3695,0,5,5
4238,0,5,5
4787,0,5,5
4530,0,5,5
2172,3,5,8
4903,0,5,5
3826,1,5,6
2201,3,5,8
2163,2,5,7
3337,1,5,6
2906,1,5,6
2432,2,5,7
2428,6,5,11
4812,0,5,5
4208,0,5,5
2880,1,5,6
4883,0,5,5
4615,0,5,5
3899,0,5,5
1331,5,5,10
4898,0,5,5
4762,0,5,5
4356,1,5,6
3992,0,5,5
3389,2,5,7
3333,2,5,7
4157,0,5,5
4873,0,5,5
2966,2,5,7
3168,1,5,6
1118,11,5,16
2805,2,5,7
3876,0,5,5
3447,1,5,6
2363,0,5,5
2887,2,5,7
4798,0,5,5
4675,0,5,5
3525,1,5,6
2481,2,5,7
3958,0,5,5
3646,1,5,6
3303,1,5,6
3962,0,5,5
3726,2,5,7
3592,0,5,5
3480,2,5,7
2939,0,5,5
4316,0,5,5
4299,1,5,6
3694,2,5,7
2357,4,5,9
3944,0,5,5
3519,0,5,5
2645,3,5,8
1847,3,5,8
4975,0,5,5
4953,0,5,5
3608,0,5,5
3340,1,5,6
3704,1,5,6
2485,3,5,8
4315,1,5,6
1934,3,5,8
4088,1,5,6
2631,4,5,9
3589,1,5,6
1890,1,5,6
3457,0,5,5
4120,0,5,5
3147,1,5,6
3442,0,5,5
1863,3,5,8
3938,4,5,9
3780,3,5,8
2060,7,5,12
1941,0,5,5
4112,0,5,5
3060,0,5,5
4971,0,5,5
4199,1,5,6
2771,5,5,10
3002,0,5,5
3435,1,5,6
3199,0,5,5
2336,4,5,9
1584,3,5,8
4601,1,5,6
3282,1,5,6
2580,3,5,8
1214,4,5,9
4227,1,5,6
3027,0,5,5
3381,1,5,6
3349,0,5,5
1902,1,5,6
2583,0,5,5
3585,5,5,10
2699,1,5,6
4838,0,5,5
1983,2,5,7
1169,13,5,18
4707,0,5,5
3793,1,5,6
2492,3,5,8
4909,0,5,5
4448,0,5,5
2795,4,5,9
4038,0,5,5
4342,0,5,5
3979,0,5,5
2624,4,5,9
4097,0,5,5
1721,2,5,7
4437,0,5,5
4248,2,5,7
3663,0,5,5
2867,2,5,7
2897,3,5,8
2750,2,5,7
1302,4,5,9
4221,0,5,5
3625,1,5,6
3576,1,5,6
3986,0,5,5
4651,0,5,5
4816,0,5,5
3555,0,5,5
3298,1,5,6
4251,0,5,5
2745,1,5,6
2510,5,5,10
2381,0,5,5
4614,0,5,5
3173,1,5,6
3039,2,5,7
1436,7,5,12
4766,0,5,5
2839,2,5,7
2398,3,5,8
2087,1,5,6
2053,2,5,7
1654,5,5,10
1152,4,5,9
4352,0,5,5
2547,3,5,8
3929,2,5,7
4756,0,5,5
4813,0,5,5
4312,0,5,5
1981,1,5,6
1806,4,5,9
4422,3,5,8
3690,0,5,5
4210,0,5,5
4407,1,5,6
4320,1,5,6
3289,1,5,6
4413,1,5,6
2273,3,5,8
4434,0,5,5
2325,2,5,7
3815,0,5,5
3583,1,5,6
2386,0,5,5
1932,4,5,9
2882,2,5,7
4581,1,5,6
2914,0,5,5
3456,3,5,8
2354,3,5,8
4685,0,5,5
4125,1,5,6
3886,1,5,6
4050,1,5,6
2569,1,5,6
4323,0,5,5
3741,0,5,5
3509,0,5,5
1690,6,5,11
1659,4,5,9
4494,0,5,5
4396,0,5,5
4841,0,5,5
4621,0,5,5
4333,2,5,7
3976,0,5,5
2671,1,5,6
2098,0,5,5
4570,1,5,6
4126,0,5,5
4311,0,5,5
4604,1,5,6
4399,0,5,5
2890,1,5,6
1217,14,5,19
2568,1,5,6
4481,0,5,5
4426,0,5,5
3076,2,5,7
1403,3,5,8
4739,1,5,6
3723,0,5,5
2563,7,5,12
3935,0,5,5
3532,1,5,6
2297,1,5,6
4000,0,5,5
3831,0,5,5
3358,0,5,5
2577,0,5,5
3074,5,5,10
1909,5,5,10
1797,6,5,11
4623,1,5,6
4017,0,5,5
4852,0,5,5
2600,2,5,7
978,8,5,13
3706,2,5,7
1842,3,5,8
3692,3,5,8
2655,4,5,9
4914,0,5,5
3069,1,5,6
2715,4,5,9
1348,7,5,12
3452,0,5,5
2877,2,5,7
4884,0,5,5
3901,0,5,5
3684,0,5,5
3140,0,5,5
4403,0,5,5
1846,4,5,9
4887,0,5,5
4158,2,5,7
2271,5,5,10
4503,0,5,5
3845,0,5,5
3354,1,5,6
2792,0,5,5
2233,1,5,6
1284,5,5,10
2689,2,5,7
2499,6,5,11
3165,2,5,7
3156,0,5,5
3102,0,5,5
4489,0,5,5
3141,0,5,5
1617,9,5,14
2436,1,5,6
4176,0,5,5
4115,1,5,6
3506,1,5,6
2330,3,5,8
3390,1,5,6
3194,0,5,5
4505,0,5,5
3917,0,5,5
3602,1,5,6
3187,1,5,6
3136,0,5,5
2358,3,5,8
2331,2,5,7
1817,9,5,14
4565,0,5,5
4522,0,5,5
4353,0,5,5
4727,0,5,5
4624,0,5,5
3341,0,5,5
1826,7,5,12
4454,0,5,5
2864,3,5,8
4666,1,5,6
2048,4,5,9
4445,0,5,5
3144,0,5,5
2984,3,5,8
1162,17,5,22
3629,0,5,5
4860,0,5,5
4235,1,5,6
2801,3,5,8
2692,2,5,7
4268,1,5,6
1097,3,5,8
3839,1,5,6
3689,0,5,5
3268,0,5,5
3229,1,5,6
1371,6,5,11
4681,0,5,5
3133,3,5,8
4631,0,5,5
4512,1,5,6
4408,1,5,6
4338,1,5,6
4832,0,5,5
4060,0,5,5
3059,1,5,6
2264,2,5,7
1795,6,5,11
2824,3,5,8
4747,0,5,5
1729,3,5,8
1814,3,5,8
4769,0,5,5
3638,1,5,6
3408,0,5,5
3248,4,5,9
3017,1,5,6
2464,1,5,6
1094,19,5,24
4455,0,5,5
3347,0,5,5
2744,2,5,7
4389,0,5,5
3705,0,5,5
3183,1,5,6
2635,1,5,6
1093,2,5,7
1042,7,5,12
4792,0,5,5
4566,0,5,5
2922,1,5,6
2961,0,5,5
1799,2,5,7
2616,1,5,6
4608,0,5,5
2073,2,5,7
3784,0,5,5
2665,2,5,7
2266,3,5,8
4019,1,5,6
4592,0,5,5
4609,0,5,5
