Node,InDegree,OutDegree,TotalDegree
556,12,3,15
426,9,2,11
826,2,10,12
983,0,16,16
841,0,12,12
245,17,1,18
802,2,8,10
585,4,8,12
328,12,2,14
734,4,13,17
726,2,13,15
893,4,20,24
633,9,8,17
890,1,25,26
271,14,1,15
259,20,3,23
600,4,8,12
502,10,8,18
638,6,13,19
636,14,11,25
331,22,6,28
959,1,21,22
183,20,0,20
365,9,6,15
416,13,6,19
454,12,2,14
279,18,2,20
335,15,4,19
169,9,0,9
596,9,10,19
432,5,9,14
378,12,11,23
191,22,1,23
168,24,1,25
964,1,12,13
986,1,13,14
786,7,15,22
713,4,17,21
599,7,3,10
751,3,14,17
685,9,8,17
204,21,2,23
155,20,0,20
210,16,1,17
778,9,16,25
350,8,3,11
264,21,1,22
223,19,2,21
316,14,1,15
814,4,18,22
662,4,12,16
325,16,6,22
825,5,13,18
961,1,18,19
256,15,3,18
179,13,2,15
899,1,19,20
765,7,15,22
907,2,21,23
844,2,18,20
819,6,16,22
588,7,14,21
881,2,14,16
126,15,0,15
541,13,10,23
277,24,4,28
704,6,6,12
389,11,8,19
724,4,10,14
421,12,9,21
979,0,18,18
118,25,0,25
736,6,13,19
356,19,5,24
236,23,2,25
875,2,11,13
453,14,5,19
888,2,30,32
526,10,10,20
730,4,11,15
288,16,1,17
643,6,9,15
297,11,9,20
531,10,10,20
393,9,5,14
376,14,8,22
119,14,1,15
827,3,12,15
260,17,7,24
850,3,15,18
519,11,7,18
459,13,11,24
163,11,2,13
429,16,6,22
511,11,8,19
139,12,1,13
138,15,1,16
109,22,1,23
922,1,15,16
418,13,15,28
307,14,2,16
794,4,9,13
322,21,6,27
120,17,1,18
776,5,17,22
732,9,11,20
840,7,20,27
571,9,16,25
567,9,6,15
437,16,12,28
228,18,3,21
173,14,1,15
883,2,14,16
697,2,17,19
406,13,8,21
737,5,13,18
607,8,10,18
457,16,9,25
144,13,4,17
761,4,19,23
94,18,0,18
161,16,3,19
623,9,8,17
222,12,2,14
129,11,3,14
970,0,22,22
832,3,14,17
117,13,1,14
870,1,21,22
853,0,17,17
414,15,11,26
409,10,9,19
368,14,4,18
698,1,20,21
664,5,13,18
880,3,9,12
805,4,11,15
314,12,6,18
906,2,23,25
774,8,12,20
757,6,19,25
700,3,14,17
689,4,13,17
382,10,3,13
87,22,0,22
651,7,10,17
86,26,0,26
708,8,13,21
539,6,11,17
434,12,2,14
92,24,1,25
402,5,8,13
370,14,7,21
929,2,20,22
693,5,9,14
551,5,9,14
483,17,7,24
219,14,2,16
849,2,13,15
781,7,17,24
583,7,10,17
286,13,5,18
647,3,14,17
363,13,11,24
675,7,14,21
114,23,3,26
80,24,0,24
839,2,13,15
542,7,6,13
158,16,2,18
127,22,4,26
988,0,22,22
946,0,18,18
441,12,13,25
439,12,10,22
351,12,6,18
206,16,7,23
172,11,1,12
123,13,3,16
989,0,19,19
831,6,22,28
738,3,12,15
587,11,12,23
565,6,12,18
536,15,9,24
478,11,5,16
355,10,6,16
618,9,15,24
76,19,0,19
775,10,17,27
748,6,19,25
731,5,10,15
569,6,12,18
362,10,3,13
291,28,3,31
90,19,2,21
918,2,20,22
863,5,16,21
253,9,6,15
146,9,4,13
