Node,InDegree,OutDegree,TotalDegree
463,0,2,2
434,3,1,4
433,0,2,2
464,0,1,1
387,2,0,2
445,1,1,2
392,1,2,3
313,4,0,4
443,1,4,5
410,1,2,3
435,1,2,3
294,4,0,4
393,1,4,5
282,4,0,4
426,1,4,5
359,0,1,1
261,2,0,2
269,2,1,3
254,2,0,2
264,0,1,1
455,1,1,2
422,1,1,2
461,0,3,3
246,4,1,5
391,0,5,5
489,0,3,3
238,3,1,4
305,0,5,5
222,2,0,2
244,0,1,1
219,2,0,2
466,1,4,5
212,2,0,2
211,8,0,8
400,1,2,3
354,6,1,7
398,2,2,4
335,2,4,6
263,2,1,3
437,0,5,5
199,8,0,8
477,0,3,3
198,7,0,7
192,2,0,2
412,2,5,7
405,1,2,3
401,1,4,5
457,0,5,5
338,0,2,2
176,4,0,4
429,2,6,8
408,0,6,6
290,4,1,5
175,6,0,6
173,7,0,7
419,2,1,3
232,4,1,5
399,0,4,4
292,2,3,5
331,4,3,7
358,0,3,3
163,5,0,5
478,2,3,5
286,1,4,5
363,0,2,2
229,4,1,5
158,5,0,5
237,2,2,4
321,2,3,5
296,1,3,4
348,0,2,2
153,5,0,5
494,0,6,6
396,0,4,4
174,2,2,4
151,6,0,6
402,1,3,4
190,3,1,4
424,2,6,8
306,3,5,8
147,3,0,3
355,2,5,7
256,4,1,5
143,3,0,3
444,0,6,6
325,0,1,1
142,5,0,5
406,2,7,9
251,5,2,7
223,4,3,7
141,6,0,6
140,2,0,2
138,3,0,3
308,0,2,2
178,1,1,2
473,0,3,3
169,1,1,2
225,3,1,4
327,2,3,5
130,3,0,3
441,0,4,4
132,6,1,7
129,8,0,8
304,2,4,6
287,2,3,5
421,1,5,6
250,2,3,5
187,3,2,5
160,2,1,3
125,3,0,3
428,1,5,6
347,1,4,5
277,2,1,3
146,3,2,5
303,2,1,3
177,7,1,8
139,3,1,4
272,2,2,4
116,4,0,4
450,1,6,7
124,8,1,9
440,2,3,5
386,0,3,3
380,1,1,2
371,2,8,10
215,5,1,6
366,3,3,6
113,6,1,7
394,1,9,10
110,2,0,2
365,0,1,1
167,2,2,4
109,6,0,6
423,1,7,8
108,6,0,6
323,6,5,11
107,2,0,2
337,3,3,6
106,5,0,5
105,3,0,3
485,0,8,8
320,3,3,6
104,5,0,5
266,1,3,4
168,1,2,3
404,0,3,3
101,4,0,4
361,1,3,4
350,0,2,2
299,5,2,7
180,3,1,4
364,1,4,5
99,4,0,4
236,1,2,3
218,2,3,5
265,2,2,4
97,6,0,6
384,1,5,6
301,5,4,9
196,6,2,8
96,5,0,5
389,0,3,3
274,2,2,4
159,4,1,5
442,0,5,5
98,6,1,7
93,2,0,2
498,0,6,6
438,0,7,7
193,4,2,6
92,4,0,4
462,0,6,6
342,0,1,1
253,3,2,5
91,6,0,6
170,5,1,6
373,1,4,5
239,2,1,3
431,0,4,4
315,1,3,4
259,3,1,4
241,5,3,8
85,4,0,4
208,3,3,6
488,0,7,7
207,2,1,3
88,5,1,6
82,4,0,4
427,0,8,8
345,1,3,4
184,2,1,3
87,1,1,2
81,7,0,7
80,2,0,2
356,1,4,5
137,3,1,4
79,5,0,5
78,1,0,1
353,1,4,5
213,7,3,10
77,6,0,6
476,0,4,4
295,3,2,5
76,4,0,4
468,0,2,2
311,3,5,8
307,4,3,7
273,1,2,3
228,0,3,3
75,6,0,6
385,1,5,6
255,0,3,3
454,0,5,5
377,1,5,6
341,1,4,5
309,2,2,4
230,1,3,4
415,1,5,6
279,4,2,6
247,3,1,4
70,7,0,7
452,2,3,5
136,3,1,4
