Node,InDegree,OutDegree,TotalDegree
4931,0,1,1
4746,0,1,1
4485,1,0,1
4650,1,1,2
4428,1,0,1
4758,0,1,1
4880,0,2,2
4843,0,2,2
4507,0,2,2
4308,1,0,1
4233,2,0,2
4224,1,0,1
4217,1,0,1
4970,0,1,1
4572,1,2,3
4120,0,1,1
4679,1,1,2
4923,0,3,3
4457,0,1,1
3939,2,0,2
4480,0,1,1
4864,0,3,3
3827,6,0,6
4567,0,1,1
3801,3,0,3
4873,0,1,1
3930,0,1,1
4905,0,1,1
3647,2,0,2
3632,2,0,2
4070,0,1,1
3639,2,1,3
3577,2,0,2
3574,2,0,2
4743,0,2,2
4225,1,1,2
3542,3,0,3
4389,2,2,4
3527,3,0,3
4384,0,1,1
3497,2,0,2
4745,1,3,4
3694,1,1,2
3445,2,0,2
4853,0,2,2
3789,2,1,3
3413,1,0,1
3409,3,0,3
3399,3,0,3
4056,2,1,3
3936,1,2,3
4344,0,1,1
3344,2,0,2
4277,0,2,2
3321,6,0,6
3320,2,0,2
3839,0,1,1
3253,3,0,3
3251,2,0,2
3242,2,0,2
3614,2,1,3
4813,0,4,4
3861,0,1,1
4118,1,1,2
3680,0,1,1
3187,5,0,5
3180,2,0,2
3179,2,0,2
3169,1,0,1
3147,2,0,2
3911,3,3,6
3119,3,0,3
3093,2,0,2
3087,3,0,3
4010,1,1,2
3075,3,0,3
4818,0,1,1
3049,1,0,1
3043,1,0,1
4498,0,3,3
4107,2,1,3
3030,3,0,3
3786,0,2,2
4193,0,1,1
3157,4,1,5
3011,1,0,1
3008,2,0,2
4461,1,2,3
3313,0,1,1
2988,3,0,3
4891,0,1,1
2986,2,0,2
4368,2,2,4
2977,1,0,1
4148,0,1,1
3383,2,1,3
4318,2,2,4
4571,1,2,3
2954,1,0,1
3706,0,1,1
4841,0,2,2
2982,0,1,1
3159,3,1,4
2930,3,1,4
3206,1,1,2
3133,1,1,2
2911,4,0,4
3358,2,1,3
2894,2,0,2
3914,3,1,4
3757,1,2,3
3826,1,1,2
2872,3,0,3
4202,1,1,2
2865,2,0,2
3504,0,2,2
4347,1,2,3
3338,2,1,3
3669,2,1,3
2851,1,0,1
3158,1,1,2
2830,1,0,1
3887,1,1,2
3456,2,2,4
3516,0,1,1
4780,0,2,2
2794,3,0,3
2843,1,1,2
2768,4,0,4
2934,1,2,3
2857,1,1,2
2762,2,0,2
3991,0,4,4
4502,1,3,4
2756,1,0,1
4271,0,1,1
3735,3,2,5
3425,1,3,4
4090,2,3,5
2739,2,0,2
3436,0,1,1
2971,2,3,5
2726,3,0,3
2723,1,0,1
3058,3,3,6
2710,2,0,2
4921,0,2,2
3416,1,2,3
4718,0,2,2
4377,0,3,3
2687,4,0,4
4101,0,1,1
2678,3,0,3
4336,0,2,2
2661,3,0,3
4966,0,4,4
2886,0,2,2
2655,4,0,4
3014,3,1,4
4913,0,2,2
3783,3,2,5
3489,0,1,1
2631,4,0,4
4082,0,2,2
3284,3,1,4
2625,1,0,1
4636,1,1,2
2613,1,0,1
2608,1,0,1
3364,3,3,6
2601,4,0,4
3112,2,4,6
4783,0,3,3
3718,1,2,3
2581,2,0,2
3379,2,1,3
3769,1,1,2
3741,2,4,6
4087,2,1,3
4259,0,2,2
2766,2,1,3
4624,3,2,5
2684,1,1,2
2536,5,0,5
2516,1,0,1
3178,0,1,1
2525,2,1,3
2485,3,0,3
3810,1,1,2
2482,1,0,1
3221,0,2,2
4402,1,3,4
4357,2,3,5
2561,4,1,5
4911,0,3,3
2706,4,1,5
2468,6,1,7
4227,1,3,4
3292,3,1,4
4741,1,2,3
4862,0,2,2
2801,2,1,3
3850,2,4,6
4684,0,5,5
4851,0,2,2
4340,0,2,2
4247,0,5,5
3587,2,3,5
2641,4,1,5
3308,2,1,3
2869,1,2,3
4550,0,1,1
2407,3,0,3
2406,2,0,2
2819,2,1,3
2425,5,1,6
2392,1,0,1
4821,0,4,4
4473,0,7,7
2379,2,0,2
3106,1,2,3
3115,1,2,3
2383,3,1,4
3297,0,3,3
3982,2,2,4
4203,2,4,6
2959,2,2,4
4039,1,3,4
3076,1,1,2
2359,5,0,5
2356,5,0,5
2428,4,1,5
2733,4,1,5
4086,0,1,1
3467,1,1,2
2340,1,0,1
3304,0,3,3
2675,0,1,1
3681,1,2,3
3521,2,1,3
4367,1,2,3
2946,2,1,3
2330,5,0,5
2515,2,1,3
2774,1,1,2
2846,3,1,4
2591,2,1,3
2322,3,0,3
3218,3,2,5
2317,6,0,6
3331,1,3,4
4479,1,4,5
3795,1,4,5
2307,5,0,5
2367,5,1,6
2303,1,0,1
2301,3,0,3
4559,0,2,2
4293,2,2,4
4432,0,3,3
3395,4,2,6
3190,3,1,4
2292,5,0,5
4302,0,3,3
4504,0,4,4
2289,3,0,3
2695,2,1,3
3919,0,1,1
3386,3,2,5
3816,0,5,5
2282,3,0,3
2567,6,1,7
3371,1,3,4
4241,1,1,2
2268,6,0,6
2265,2,0,2
3941,0,2,2
2259,3,0,3
4947,0,4,4
4774,0,1,1
2712,1,2,3
3020,0,1,1
3222,6,4,10
3027,2,2,4
2822,4,1,5
2970,2,2,4
2996,4,1,5
4915,0,4,4
3348,3,1,4
2267,1,1,2
4316,1,7,8
3714,1,4,5
4705,0,4,4
3061,0,1,1
3401,2,1,3
2201,3,0,3
4676,1,4,5
