Node,InDegree,OutDegree,TotalDegree
874,0,1,1
886,0,1,1
784,1,0,1
789,0,1,1
771,0,1,1
710,4,0,4
729,1,1,2
651,2,0,2
986,0,2,2
765,1,2,3
863,0,1,1
610,4,0,4
595,3,0,3
892,1,6,7
870,2,3,5
968,0,4,4
898,0,2,2
675,0,2,2
571,1,0,1
563,4,0,4
562,3,0,3
900,0,4,4
930,0,3,3
545,1,0,1
842,0,1,1
638,1,2,3
845,1,4,5
856,0,1,1
829,0,2,2
910,1,3,4
840,0,3,3
676,1,1,2
704,2,3,5
559,1,1,2
521,2,0,2
511,3,0,3
598,1,1,2
722,2,2,4
884,0,2,2
975,0,1,1
912,0,4,4
795,0,1,1
633,3,2,5
557,1,1,2
962,0,3,3
816,1,3,4
876,0,2,2
715,1,2,3
767,1,2,3
818,0,4,4
945,1,2,3
659,1,1,2
572,0,1,1
984,0,4,4
988,0,5,5
686,3,3,6
539,3,1,4
843,0,4,4
459,3,0,3
457,3,0,3
862,1,1,2
623,2,1,3
491,2,1,3
961,0,3,3
584,2,2,4
974,0,1,1
634,4,2,6
979,0,2,2
657,0,1,1
987,0,1,1
969,0,2,2
937,0,2,2
948,0,4,4
919,0,4,4
841,3,3,6
798,2,2,4
420,1,0,1
705,1,1,2
408,1,0,1
889,1,3,4
877,1,3,4
518,3,1,4
424,3,1,4
723,1,4,5
409,4,1,5
394,7,0,7
944,0,4,4
389,1,0,1
617,1,3,4
382,5,0,5
515,2,2,4
471,2,3,5
613,4,4,8
497,1,1,2
836,2,5,7
476,4,1,5
378,3,1,4
524,2,1,3
509,2,2,4
594,3,1,4
672,2,2,4
909,0,3,3
367,3,0,3
844,1,5,6
362,6,0,6
522,4,1,5
588,2,2,4
759,1,4,5
353,3,0,3
371,3,1,4
349,2,0,2
597,1,2,3
348,5,0,5
788,0,2,2
484,5,3,8
345,4,0,4
709,0,6,6
341,3,0,3
461,2,3,5
339,1,0,1
980,1,2,3
721,1,2,3
677,3,1,4
336,2,0,2
963,1,4,5
430,0,1,1
965,0,2,2
726,2,3,5
626,3,4,7
533,6,1,7
333,6,0,6
331,2,0,2
719,0,1,1
327,6,0,6
905,0,3,3
667,1,3,4
653,0,6,6
384,3,2,5
361,2,1,3
396,2,2,4
319,5,0,5
817,2,2,4
744,0,3,3
674,4,3,7
827,2,5,7
328,3,1,4
583,4,5,9
578,0,2,2
310,5,0,5
611,2,3,5
624,0,3,3
305,7,0,7
832,1,7,8
304,4,0,4
866,0,2,2
386,3,1,4
299,3,0,3
523,2,1,3
481,3,1,4
296,5,0,5
643,1,4,5
857,0,5,5
435,5,1,6
616,5,3,8
480,2,2,4
381,3,1,4
811,3,3,6
467,3,1,4
338,4,2,6
895,0,3,3
714,2,3,5
684,1,3,4
347,3,1,4
282,2,0,2
280,4,0,4
535,4,4,8
636,2,1,3
631,2,3,5
277,8,0,8
297,3,1,4
797,2,1,3
702,3,5,8
517,6,4,10
850,1,6,7
541,4,3,7
436,6,1,7
703,0,4,4
421,7,2,9
552,3,5,8
263,4,0,4
995,0,3,3
437,5,4,9
262,4,0,4
574,1,2,3
465,3,2,5
285,1,1,2
260,1,0,1
568,2,2,4
781,1,3,4
758,0,2,2
641,1,4,5
601,0,3,3
504,4,3,7
479,5,1,6
256,8,0,8
254,3,0,3
990,0,5,5
802,0,4,4
650,5,2,7
463,0,2,2
998,0,9,9
899,0,5,5
695,4,5,9
600,1,4,5
413,3,1,4
244,4,0,4
914,2,3,5
882,2,2,4
575,3,2,5
281,4,1,5
286,2,2,4
871,1,3,4
502,1,2,3
239,3,0,3
690,3,3,6
642,1,2,3
320,7,1,8
981,1,5,6
901,0,3,3
698,1,5,6
630,3,2,5
468,4,2,6
473,5,5,10
828,0,3,3
951,1,2,3
612,0,4,4
363,3,2,5
229,4,0,4
713,1,1,2
391,3,2,5
692,3,2,5
227,5,0,5
399,1,2,3
359,3,2,5
556,3,2,5
224,3,0,3
506,3,2,5
720,0,4,4
383,2,1,3
220,3,0,3
809,0,2,2
445,1,5,6
218,2,0,2
427,2,1,3
217,2,0,2
812,1,5,6
625,2,3,5
749,1,5,6
288,3,1,4
214,7,0,7
837,1,9,10
635,1,3,4
255,3,2,5
213,6,0,6
582,1,2,3
212,3,0,3
493,2,5,7
687,2,3,5
848,0,8,8
388,2,1,3
207,5,0,5
206,3,0,3
973,0,2,2
801,1,3,4
786,2,6,8
322,2,1,3
205,8,0,8
991,0,4,4
351,2,2,4
202,2,0,2
958,0,3,3
952,0,3,3
774,1,5,6
300,1,1,2
200,7,0,7
712,1,3,4
569,6,4,10
395,5,2,7
292,4,2,6
939,0,4,4
454,2,2,4
525,2,2,4
268,4,2,6
808,2,4,6
783,0,2,2
460,2,2,4
194,5,0,5
805,1,4,5
193,3,0,3
431,2,2,4
369,5,2,7
567,4,7,11
190,3,0,3
477,3,4,7
440,0,2,2
189,3,0,3
814,1,4,5
364,3,1,4
317,3,2,5
187,9,0,9
820,1,4,5
772,3,4,7
335,3,2,5
191,0,1,1
185,4,0,4
830,2,2,4
183,4,0,4
182,1,0,1
554,2,1,3
426,2,3,5
415,9,1,10
291,2,1,3
181,7,0,7
