Node,InDegree,OutDegree,TotalDegree
4996,3,3,6
4995,3,3,6
4993,3,2,5
4992,3,3,6
4990,3,2,5
4988,3,3,6
4987,3,2,5
4982,3,3,6
4981,3,1,4
4979,3,3,6
4977,3,2,5
4974,3,3,6
4973,3,3,6
4972,3,3,6
4966,3,3,6
4964,3,3,6
4963,3,3,6
4962,3,3,6
4960,3,2,5
4959,3,3,6
4957,3,3,6
4956,3,3,6
4955,3,3,6
4954,3,3,6
4953,3,2,5
4951,3,3,6
4949,3,3,6
4947,3,3,6
4946,3,3,6
4945,3,3,6
4944,3,2,5
4943,3,3,6
4942,3,3,6
4940,3,3,6
4939,3,2,5
4938,3,3,6
4934,3,3,6
4932,3,3,6
4929,3,3,6
4928,3,3,6
4927,3,3,6
4926,3,2,5
4923,3,2,5
4921,3,3,6
4919,3,3,6
4918,3,3,6
4917,3,2,5
4916,3,3,6
4914,3,3,6
4913,3,2,5
4912,3,3,6
4908,3,3,6
4907,3,1,4
4903,3,3,6
4902,3,3,6
4901,3,3,6
4900,3,2,5
4899,3,3,6
4896,3,3,6
4893,3,3,6
4892,3,3,6
4891,3,3,6
4890,3,3,6
4888,3,2,5
4885,3,3,6
4884,3,3,6
4881,3,2,5
4880,3,2,5
4877,3,3,6
4876,3,3,6
4875,3,3,6
4872,3,3,6
4871,3,3,6
4870,3,3,6
4868,3,1,4
4869,3,3,6
4867,3,3,6
4864,3,3,6
4863,3,3,6
4862,3,2,5
4861,3,2,5
4857,3,2,5
4856,3,2,5
4854,3,3,6
4853,3,2,5
4852,3,3,6
4848,3,3,6
4846,3,3,6
4845,3,3,6
4842,3,3,6
4841,3,3,6
4840,3,3,6
4839,3,2,5
4838,3,2,5
4836,3,2,5
4834,3,3,6
4832,3,3,6
4830,3,3,6
4829,3,3,6
4828,3,3,6
4827,3,3,6
4825,3,2,5
4820,3,3,6
4819,3,1,4
4818,3,3,6
4816,3,2,5
4814,3,2,5
4809,3,3,6
4931,3,4,7
4808,3,3,6
4807,3,3,6
4806,3,2,5
4804,3,3,6
4803,3,3,6
