Dataset: er_100_dense
Vertices: 100
Edges: 992
Max Katz Centrality: 1.000000
Alpha Parameter: 0.041623
Runtime (seconds): 0.000000
Memory Usage (MB): 0.01

=== Top 100 Vertices by Katz Centrality ===
Rank	Vertex_ID	Katz_Centrality
1	21	1.000000
2	35	0.964216
3	70	0.957339
4	67	0.955000
5	55	0.950976
6	77	0.943165
7	76	0.924878
8	56	0.915799
9	69	0.897897
10	11	0.896573
11	1	0.887969
12	57	0.884670
13	85	0.882265
14	89	0.879273
15	63	0.879182
16	92	0.867023
17	24	0.853879
18	53	0.853002
19	15	0.846715
20	12	0.845991
21	32	0.838095
22	88	0.835608
23	99	0.828311
24	5	0.825436
25	82	0.824720
26	100	0.820778
27	13	0.819317
28	38	0.817122
29	74	0.817064
30	26	0.811004
31	43	0.808322
32	33	0.789160
33	51	0.786816
34	97	0.779006
35	52	0.772635
36	64	0.771570
37	84	0.768375
38	41	0.767981
39	79	0.767509
40	9	0.765948
41	61	0.764114
42	48	0.762100
43	59	0.760112
44	83	0.759845
45	81	0.758025
46	78	0.754389
47	73	0.753114
48	17	0.752076
49	65	0.747611
50	87	0.745189
51	95	0.744007
52	14	0.743305
53	50	0.738812
54	36	0.736687
55	49	0.736394
56	4	0.734130
57	68	0.719100
58	91	0.717942
59	80	0.717920
60	30	0.715275
61	29	0.713537
62	7	0.710803
63	96	0.709868
64	98	0.709568
65	27	0.708301
66	93	0.703182
67	72	0.698591
68	44	0.698093
69	16	0.698083
70	66	0.692350
71	6	0.686013
72	25	0.682854
73	45	0.680087
74	47	0.678552
75	39	0.678360
76	37	0.677639
77	10	0.675863
78	71	0.675344
79	8	0.672738
80	60	0.669162
81	3	0.669123
82	2	0.665137
83	94	0.659891
84	54	0.657233
85	34	0.635679
86	23	0.632681
87	19	0.622325
88	42	0.620544
89	90	0.615513
90	58	0.613981
91	86	0.610756
92	40	0.589548
93	22	0.582743
94	46	0.582667
95	20	0.574854
96	18	0.572678
97	75	0.552697
98	28	0.539898
99	62	0.526138
100	31	0.370298
