Dataset: ws_1k_k10_p03
Vertices: 1000
Edges: 5000
Max Katz Centrality: 1.000000
Alpha Parameter: 0.082695
Runtime (seconds): 0.008000
Memory Usage (MB): 0.07

=== Top 100 Vertices by Katz Centrality ===
Rank	Vertex_ID	Katz_Centrality
1	374	1.000000
2	324	0.934177
3	43	0.911191
4	984	0.897785
5	375	0.895558
6	376	0.894307
7	758	0.875381
8	333	0.866708
9	616	0.865315
10	334	0.859804
11	763	0.857060
12	141	0.850234
13	971	0.849257
14	321	0.847795
15	969	0.842213
16	981	0.841283
17	385	0.839387
18	769	0.834071
19	760	0.830774
20	911	0.828891
21	979	0.827498
22	759	0.826968
23	39	0.826942
24	379	0.826478
25	380	0.823171
26	41	0.821082
27	964	0.820620
28	82	0.817147
29	727	0.813730
30	754	0.813459
31	341	0.812057
32	42	0.809334
33	491	0.807166
34	733	0.801796
35	158	0.800262
36	966	0.796153
37	86	0.791900
38	629	0.791422
39	13	0.789661
40	137	0.786931
41	994	0.785214
42	936	0.782427
43	457	0.782155
44	639	0.780288
45	862	0.780244
46	331	0.779069
47	370	0.778547
48	961	0.777893
49	967	0.776928
50	702	0.775947
51	959	0.775324
52	933	0.774544
53	220	0.774430
54	116	0.774243
55	990	0.774226
56	154	0.772640
57	948	0.770792
58	425	0.770307
59	943	0.767812
60	88	0.765841
61	831	0.765405
62	420	0.764624
63	667	0.762730
64	772	0.761098
65	632	0.760130
66	614	0.760084
67	35	0.759619
68	947	0.758623
69	841	0.758375
70	377	0.758145
71	550	0.758112
72	71	0.758063
73	368	0.758024
74	177	0.757273
75	723	0.756832
76	941	0.756008
77	428	0.754071
78	735	0.753462
79	300	0.752348
80	992	0.752293
81	79	0.752089
82	427	0.751817
83	957	0.751647
84	378	0.749891
85	133	0.749720
86	687	0.749552
87	323	0.748659
88	353	0.748201
89	963	0.747757
90	952	0.747250
91	143	0.747146
92	761	0.747082
93	611	0.745755
94	624	0.745676
95	299	0.744630
96	181	0.744377
97	734	0.744174
98	836	0.743628
99	780	0.743088
100	532	0.742246
