Dataset: er_5k_sparse
Vertices: 5000
Edges: 12574
Max Katz Centrality: 1.000000
Alpha Parameter: 0.136179
Runtime (seconds): 0.053000
Memory Usage (MB): 0.25

=== Top 100 Vertices by Katz Centrality ===
Rank	Vertex_ID	Katz_Centrality
1	785	1.000000
2	281	0.959684
3	115	0.858925
4	4572	0.839644
5	1363	0.828107
6	2804	0.814227
7	343	0.812030
8	3787	0.804868
9	3984	0.704040
10	1645	0.692773
11	3370	0.689542
12	3450	0.685872
13	1300	0.670868
14	895	0.663913
15	420	0.662772
16	2117	0.656645
17	2178	0.640556
18	778	0.636830
19	2296	0.636316
20	322	0.620313
21	2619	0.616362
22	1148	0.614547
23	3462	0.611317
24	4250	0.605587
25	4248	0.605325
26	4829	0.587435
27	561	0.581335
28	4355	0.581044
29	3600	0.579597
30	1557	0.577636
31	2873	0.572395
32	843	0.572327
33	1359	0.568152
34	2862	0.566790
35	840	0.566114
36	2436	0.565995
37	483	0.564654
38	859	0.563356
39	2573	0.563095
40	2211	0.561756
41	2372	0.561306
42	2272	0.561167
43	1742	0.559046
44	942	0.558878
45	1069	0.556586
46	1474	0.554788
47	3340	0.552839
48	2569	0.545315
49	3673	0.545138
50	3213	0.544757
51	3979	0.544523
52	195	0.540369
53	2371	0.539849
54	3497	0.538310
55	3652	0.537794
56	2921	0.537666
57	1650	0.537136
58	4368	0.536465
59	2172	0.535586
60	3823	0.534006
61	2010	0.533700
62	2688	0.532971
63	3057	0.532656
64	833	0.532340
65	3937	0.530371
66	2250	0.528818
67	316	0.528743
68	1058	0.527612
69	3974	0.527180
70	1487	0.527150
71	918	0.523737
72	2962	0.523258
73	1777	0.521718
74	2494	0.521262
75	4512	0.519433
76	3849	0.519355
77	4478	0.519303
78	4479	0.518132
79	4661	0.517468
80	638	0.516897
81	3882	0.515820
82	2849	0.515584
83	3930	0.514153
84	1279	0.512681
85	569	0.512015
86	1751	0.511437
87	3559	0.511354
88	2793	0.511124
89	744	0.510138
90	4185	0.509867
91	4339	0.509577
92	3546	0.507385
93	2529	0.504852
94	4963	0.504361
95	1560	0.502190
96	4475	0.500968
97	4907	0.500945
98	3055	0.500799
99	4011	0.498614
100	3989	0.497953
