Dataset: ws_1k_k6_p01
Vertices: 1000
Edges: 3000
Max Katz Centrality: 1.000000
Alpha Parameter: 0.138341
Runtime (seconds): 0.014000
Memory Usage (MB): 0.05

=== Top 100 Vertices by Katz Centrality ===
Rank	Vertex_ID	Katz_Centrality
1	470	1.000000
2	754	0.945112
3	159	0.927500
4	478	0.917797
5	344	0.916922
6	475	0.893072
7	297	0.891365
8	760	0.886748
9	298	0.886421
10	153	0.878724
11	916	0.877550
12	472	0.873037
13	82	0.858199
14	525	0.850267
15	476	0.850127
16	17	0.847756
17	553	0.837712
18	474	0.837244
19	13	0.828557
20	757	0.815693
21	479	0.815368
22	480	0.808939
23	674	0.806588
24	83	0.800500
25	316	0.790225
26	807	0.788819
27	302	0.787343
28	62	0.784024
29	919	0.783007
30	409	0.782540
31	960	0.780788
32	468	0.779929
33	123	0.777280
34	665	0.777063
35	638	0.775534
36	408	0.775312
37	406	0.774950
38	79	0.774943
39	557	0.772802
40	590	0.772605
41	471	0.771157
42	128	0.770894
43	19	0.767546
44	556	0.767391
45	352	0.765821
46	410	0.765346
47	761	0.763955
48	650	0.763223
49	211	0.762800
50	918	0.761088
51	293	0.758953
52	736	0.751880
53	299	0.751609
54	412	0.750727
55	296	0.748402
56	60	0.747264
57	150	0.744930
58	286	0.743660
59	300	0.742314
60	523	0.742238
61	121	0.740032
62	203	0.739551
63	484	0.738654
64	202	0.738635
65	635	0.738347
66	295	0.737522
67	481	0.736908
68	735	0.736458
69	762	0.735502
70	120	0.735104
71	952	0.734261
72	963	0.733778
73	57	0.729657
74	56	0.729173
75	951	0.727838
76	391	0.727832
77	40	0.725949
78	739	0.725664
79	284	0.724326
80	16	0.723596
81	550	0.721547
82	756	0.721418
83	758	0.720855
84	728	0.720796
85	827	0.717021
86	559	0.717016
87	569	0.715824
88	627	0.715492
89	78	0.715437
90	628	0.712870
91	826	0.712861
92	482	0.712322
93	469	0.712192
94	285	0.712062
95	401	0.711800
96	729	0.711719
97	156	0.711678
98	755	0.710300
99	15	0.709799
100	808	0.708048
