Dataset: ba_5k_m5
Vertices: 5000
Edges: 24975
Max Katz Centrality: 1.000000
Alpha Parameter: 0.033078
Runtime (seconds): 0.029000
Memory Usage (MB): 0.34

=== Top 100 Vertices by Katz Centrality ===
Rank	Vertex_ID	Katz_Centrality
1	1	1.000000
2	8	0.718519
3	7	0.665962
4	12	0.635962
5	11	0.633948
6	9	0.601470
7	13	0.548244
8	10	0.542872
9	17	0.487629
10	2	0.440112
11	20	0.431073
12	6	0.406292
13	28	0.376927
14	25	0.362567
15	14	0.351779
16	23	0.346277
17	16	0.337487
18	21	0.310978
19	27	0.305204
20	38	0.296040
21	15	0.285423
22	18	0.275660
23	45	0.272044
24	29	0.264311
25	53	0.259076
26	22	0.230862
27	41	0.228550
28	5	0.228231
29	52	0.227497
30	32	0.222731
31	24	0.220884
32	77	0.216539
33	26	0.209489
34	43	0.200741
35	56	0.199437
36	31	0.195689
37	39	0.195204
38	62	0.190786
39	36	0.190595
40	37	0.188723
41	98	0.186796
42	35	0.185794
43	71	0.185676
44	63	0.184859
45	75	0.184181
46	49	0.182665
47	33	0.179141
48	78	0.177345
49	70	0.175967
50	42	0.171798
51	96	0.168946
52	46	0.167958
53	97	0.167774
54	101	0.165561
55	69	0.165130
56	86	0.164953
57	84	0.164148
58	68	0.163351
59	154	0.161603
60	51	0.159014
61	112	0.158448
62	122	0.158157
63	72	0.156175
64	82	0.154923
65	143	0.154604
66	19	0.153820
67	134	0.153628
68	64	0.152333
69	3	0.151536
70	166	0.150370
71	80	0.148926
72	113	0.148834
73	115	0.148716
74	141	0.147611
75	40	0.147576
76	94	0.145406
77	65	0.144917
78	4	0.141778
79	93	0.141565
80	106	0.139707
81	118	0.138965
82	55	0.138750
83	162	0.137114
84	81	0.136503
85	151	0.135738
86	128	0.135671
87	87	0.135523
88	253	0.135434
89	34	0.134434
90	48	0.133888
91	213	0.130987
92	85	0.129825
93	279	0.128398
94	58	0.128129
95	229	0.126973
96	44	0.126895
97	126	0.126560
98	135	0.125667
99	132	0.125153
100	393	0.125020
