Dataset: er_500_dense
Vertices: 500
Edges: 6150
Max Katz Centrality: 1.000000
Alpha Parameter: 0.033120
Runtime (seconds): 0.006000
Memory Usage (MB): 0.06

=== Top 100 Vertices by Katz Centrality ===
Rank	Vertex_ID	Katz_Centrality
1	364	1.000000
2	165	0.997323
3	292	0.967682
4	96	0.941431
5	422	0.931792
6	219	0.893968
7	83	0.886987
8	270	0.881490
9	205	0.877074
10	326	0.865890
11	255	0.860095
12	151	0.850123
13	160	0.844752
14	304	0.844413
15	110	0.843965
16	63	0.839352
17	409	0.839173
18	441	0.828048
19	298	0.827495
20	310	0.823166
21	235	0.821073
22	215	0.814552
23	62	0.813468
24	369	0.813367
25	79	0.812573
26	245	0.811152
27	470	0.811088
28	442	0.810547
29	163	0.809729
30	464	0.801904
31	154	0.795893
32	413	0.794751
33	343	0.792736
34	84	0.792069
35	380	0.786598
36	370	0.785694
37	152	0.783021
38	329	0.782322
39	207	0.780624
40	239	0.778250
41	183	0.776897
42	177	0.776694
43	435	0.773427
44	128	0.773128
45	93	0.769461
46	284	0.768028
47	66	0.767956
48	461	0.767733
49	54	0.764076
50	221	0.763381
51	327	0.760903
52	113	0.759891
53	115	0.759436
54	296	0.755133
55	279	0.754936
56	294	0.754845
57	453	0.754165
58	419	0.754120
59	306	0.753848
60	222	0.753620
61	6	0.752242
62	346	0.751290
63	81	0.750329
64	484	0.748694
65	414	0.745317
66	237	0.745069
67	353	0.743984
68	355	0.743054
69	53	0.742943
70	468	0.742594
71	109	0.742511
72	460	0.742114
73	317	0.739821
74	27	0.737838
75	254	0.737659
76	377	0.737602
77	231	0.737347
78	373	0.735052
79	440	0.733633
80	308	0.730089
81	483	0.729988
82	320	0.728653
83	421	0.727676
84	102	0.725098
85	247	0.724524
86	204	0.723865
87	226	0.723475
88	491	0.722942
89	368	0.721902
90	340	0.721893
91	124	0.721705
92	203	0.715174
93	140	0.712852
94	103	0.711833
95	475	0.711591
96	173	0.711065
97	345	0.710488
98	463	0.710010
99	50	0.709802
100	108	0.709609
