Dataset: er_100_sparse
Vertices: 100
Edges: 236
Max Katz Centrality: 1.000000
Alpha Parameter: 0.147959
Runtime (seconds): 0.000000
Memory Usage (MB): 0.00

=== Top 100 Vertices by Katz Centrality ===
Rank	Vertex_ID	Katz_Centrality
1	58	1.000000
2	54	0.974428
3	93	0.908393
4	83	0.804297
5	79	0.771011
6	99	0.758474
7	7	0.753987
8	45	0.727883
9	6	0.644301
10	73	0.634834
11	53	0.627458
12	2	0.621714
13	29	0.617238
14	5	0.596132
15	44	0.578758
16	75	0.574835
17	87	0.570789
18	69	0.563431
19	21	0.556740
20	85	0.542443
21	71	0.539402
22	84	0.526808
23	63	0.522497
24	14	0.512160
25	43	0.505977
26	26	0.501574
27	34	0.500521
28	90	0.498205
29	62	0.474932
30	17	0.473118
31	82	0.469312
32	12	0.467545
33	11	0.467336
34	31	0.467111
35	39	0.458306
36	67	0.454818
37	89	0.446904
38	72	0.441707
39	100	0.436800
40	66	0.435496
41	36	0.432248
42	57	0.431706
43	74	0.430409
44	77	0.422436
45	68	0.422217
46	49	0.419292
47	24	0.414379
48	33	0.413953
49	10	0.397829
50	81	0.391361
51	8	0.388198
52	9	0.387233
53	42	0.387004
54	65	0.382009
55	86	0.380155
56	52	0.371831
57	98	0.364322
58	92	0.362679
59	95	0.361068
60	46	0.360113
61	55	0.359403
62	28	0.352962
63	80	0.347899
64	97	0.340689
65	50	0.339685
66	61	0.337744
67	18	0.337434
68	64	0.329236
69	48	0.327185
70	94	0.325569
71	76	0.324011
72	96	0.320504
73	37	0.294292
74	38	0.289585
75	20	0.282400
76	60	0.278458
77	19	0.277982
78	70	0.268734
79	41	0.264678
80	23	0.259295
81	40	0.255492
82	91	0.252669
83	3	0.252551
84	13	0.250835
85	78	0.238689
86	32	0.237553
87	88	0.237537
88	27	0.234016
89	56	0.231181
90	25	0.226762
91	1	0.213052
92	16	0.208891
93	51	0.202820
94	4	0.198663
95	35	0.195750
96	15	0.190920
97	22	0.190478
98	30	0.175006
99	47	0.171026
100	59	0.163798
