Dataset: er_1000_dense
Vertices: 1000
Edges: 10174
Max PageRank Centrality (normalized): 1.000000
Damping Factor: 0.850000
Runtime (seconds): 0.000000
Memory Usage (MB): 0.11

=== Top 100 Vertices by PageRank Centrality ===
Rank	Vertex_ID	PageRank
1	443	1.000000
2	798	0.922136
3	145	0.903416
4	497	0.883909
5	14	0.875526
6	857	0.854807
7	629	0.833719
8	861	0.829347
9	888	0.826083
10	83	0.820314
11	663	0.811827
12	291	0.809010
13	928	0.807770
14	913	0.797954
15	648	0.792374
16	58	0.788783
17	910	0.787567
18	318	0.786899
19	665	0.785982
20	485	0.784352
21	247	0.783486
22	553	0.781914
23	97	0.770932
24	400	0.766008
25	851	0.765083
26	818	0.761703
27	358	0.761330
28	132	0.759468
29	920	0.759300
30	156	0.758771
31	53	0.758529
32	475	0.757774
33	720	0.749879
34	612	0.748232
35	632	0.744996
36	806	0.744829
37	878	0.744475
38	727	0.744000
39	277	0.743376
40	598	0.742446
41	369	0.742243
42	251	0.741722
43	77	0.741540
44	428	0.739950
45	948	0.739771
46	659	0.739335
47	543	0.738686
48	924	0.737846
49	261	0.737162
50	456	0.737158
51	352	0.735893
52	831	0.735616
53	331	0.735166
54	418	0.733261
55	403	0.732004
56	437	0.731831
57	88	0.731642
58	301	0.731575
59	160	0.723511
60	813	0.723037
61	991	0.721139
62	707	0.720721
63	775	0.719641
64	521	0.719143
65	552	0.718611
66	876	0.717956
67	110	0.717924
68	815	0.717292
69	614	0.717254
70	440	0.717038
71	820	0.716434
72	450	0.716411
73	375	0.716375
74	284	0.715792
75	239	0.715581
76	840	0.715300
77	312	0.715061
78	147	0.715012
79	141	0.714752
80	810	0.714731
81	78	0.713317
82	451	0.712469
83	750	0.712312
84	322	0.708691
85	546	0.705755
86	54	0.703668
87	4	0.697615
88	162	0.697436
89	458	0.696756
90	267	0.696742
91	86	0.696020
92	842	0.695750
93	890	0.695164
94	140	0.694970
95	550	0.694509
96	535	0.693913
97	100	0.693121
98	972	0.693044
99	273	0.692747
100	153	0.692491
