Dataset: ba_10k_m3
Vertices: 10000
Edges: 29991
Max PageRank Centrality (normalized): 1.000000
Damping Factor: 0.850000
Runtime (seconds): 0.030000
Memory Usage (MB): 0.53

=== Top 100 Vertices by PageRank Centrality ===
Rank	Vertex_ID	PageRank
1	1	1.000000
2	2	0.849252
3	6	0.712507
4	7	0.681866
5	5	0.536735
6	8	0.499057
7	3	0.397367
8	41	0.358542
9	11	0.334808
10	30	0.301454
11	13	0.282137
12	28	0.250218
13	18	0.226901
14	26	0.216546
15	10	0.215098
16	9	0.213135
17	38	0.210493
18	25	0.209281
19	117	0.196591
20	52	0.190854
21	90	0.188988
22	29	0.179922
23	95	0.179179
24	67	0.173133
25	59	0.172290
26	72	0.171671
27	17	0.170113
28	50	0.164342
29	93	0.162557
30	104	0.158565
31	19	0.157679
32	16	0.157587
33	35	0.152084
34	66	0.152070
35	57	0.150783
36	33	0.150756
37	24	0.149754
38	51	0.149366
39	73	0.146144
40	12	0.144168
41	173	0.142294
42	203	0.139496
43	15	0.139447
44	214	0.137012
45	124	0.136742
46	172	0.135647
47	81	0.134862
48	112	0.134020
49	20	0.132430
50	278	0.127938
51	295	0.127156
52	128	0.127019
53	125	0.122914
54	44	0.122592
55	36	0.122410
56	110	0.122182
57	263	0.122016
58	42	0.121268
59	23	0.119907
60	43	0.119864
61	120	0.117109
62	88	0.116990
63	98	0.116904
64	313	0.116172
65	164	0.115277
66	85	0.114648
67	180	0.114499
68	31	0.110987
69	232	0.110927
70	65	0.110749
71	122	0.110675
72	39	0.110487
73	147	0.108798
74	84	0.108223
75	145	0.108021
76	389	0.105907
77	169	0.105779
78	46	0.105328
79	69	0.104439
80	174	0.103528
81	22	0.101220
82	37	0.100682
83	58	0.100343
84	97	0.099360
85	91	0.099243
86	47	0.097468
87	48	0.097079
88	80	0.096907
89	175	0.096807
90	245	0.096262
91	228	0.096215
92	225	0.094621
93	64	0.094372
94	62	0.094246
95	293	0.093634
96	49	0.093366
97	412	0.092830
98	519	0.092768
99	71	0.092588
100	184	0.092348
