Dataset: er_100_dense
Vertices: 100
Edges: 981
Max PageRank Centrality (normalized): 1.000000
Damping Factor: 0.850000
Runtime (seconds): 0.000000
Memory Usage (MB): 0.01

=== Top 100 Vertices by PageRank Centrality ===
Rank	Vertex_ID	PageRank
1	13	1.000000
2	35	0.892059
3	24	0.863160
4	89	0.838591
5	27	0.836513
6	18	0.834133
7	53	0.807617
8	1	0.807122
9	70	0.802678
10	50	0.781753
11	83	0.780632
12	67	0.777426
13	71	0.776051
14	88	0.775206
15	9	0.771992
16	85	0.750189
17	15	0.749575
18	31	0.749403
19	33	0.749029
20	7	0.748809
21	30	0.746526
22	74	0.746472
23	11	0.746294
24	14	0.742935
25	22	0.742106
26	65	0.723358
27	90	0.722065
28	19	0.719772
29	25	0.719138
30	95	0.718978
31	46	0.718443
32	86	0.717660
33	16	0.717567
34	39	0.716047
35	45	0.698780
36	43	0.698141
37	76	0.694948
38	63	0.694116
39	51	0.691173
40	36	0.690333
41	34	0.688527
42	78	0.687743
43	3	0.687431
44	38	0.686701
45	64	0.670739
46	4	0.667222
47	79	0.664615
48	26	0.661870
49	52	0.661176
50	41	0.660062
51	44	0.659747
52	55	0.642977
53	94	0.639100
54	75	0.638647
55	42	0.637922
56	20	0.636514
57	77	0.634972
58	56	0.634745
59	72	0.634427
60	58	0.632925
61	99	0.630373
62	8	0.612791
63	28	0.611905
64	66	0.610892
65	93	0.610654
66	91	0.608548
67	100	0.603019
68	5	0.602309
69	29	0.601783
70	21	0.579735
71	98	0.579684
72	6	0.578537
73	47	0.578215
74	84	0.578069
75	92	0.576616
76	97	0.575398
77	54	0.573428
78	12	0.556285
79	80	0.555626
80	49	0.552543
81	62	0.552343
82	60	0.549208
83	40	0.548085
84	59	0.544125
85	73	0.527644
86	23	0.523732
87	96	0.523725
88	10	0.521799
89	57	0.521016
90	82	0.519997
91	81	0.515960
92	37	0.497606
93	68	0.493517
94	32	0.492788
95	69	0.464284
96	48	0.462269
97	17	0.437073
98	87	0.436456
99	61	0.408213
100	2	0.379695
