Dataset: ba_1k_m5
Vertices: 1000
Edges: 4975
Max PageRank Centrality (normalized): 1.000000
Damping Factor: 0.850000
Runtime (seconds): 0.000000
Memory Usage (MB): 0.07

=== Top 100 Vertices by PageRank Centrality ===
Rank	Vertex_ID	PageRank
1	7	1.000000
2	1	0.814117
3	10	0.708016
4	6	0.624215
5	37	0.615149
6	9	0.602368
7	15	0.600542
8	12	0.600117
9	24	0.560880
10	5	0.530567
11	13	0.522204
12	11	0.518135
13	27	0.486656
14	8	0.436470
15	40	0.411877
16	4	0.411142
17	30	0.408408
18	2	0.375505
19	14	0.368754
20	45	0.351366
21	20	0.348601
22	54	0.345018
23	26	0.340040
24	34	0.334446
25	52	0.332033
26	19	0.330440
27	16	0.330004
28	21	0.316666
29	18	0.263157
30	17	0.262333
31	50	0.260413
32	31	0.258009
33	60	0.257241
34	23	0.253805
35	49	0.243219
36	71	0.240918
37	25	0.239128
38	70	0.227438
39	32	0.227327
40	68	0.211627
41	43	0.209706
42	59	0.209031
43	39	0.208534
44	101	0.204829
45	46	0.199742
46	99	0.196626
47	36	0.195915
48	51	0.190778
49	38	0.189403
50	63	0.181651
51	111	0.181038
52	129	0.180860
53	41	0.180780
54	128	0.180762
55	64	0.180325
56	57	0.180264
57	76	0.179639
58	55	0.179600
59	113	0.179090
60	28	0.177614
61	42	0.176808
62	125	0.172025
63	95	0.170398
64	67	0.168730
65	197	0.166813
66	29	0.165966
67	77	0.165523
68	190	0.164894
69	200	0.164722
70	90	0.164205
71	112	0.163456
72	73	0.162284
73	82	0.161327
74	66	0.160900
75	104	0.160723
76	98	0.160580
77	44	0.160509
78	131	0.159822
79	147	0.157542
80	280	0.157291
81	273	0.157280
82	148	0.157165
83	136	0.156410
84	142	0.156337
85	149	0.154365
86	84	0.154141
87	108	0.154012
88	146	0.153283
89	61	0.152884
90	97	0.152583
91	79	0.152226
92	401	0.152191
93	255	0.152142
94	261	0.151151
95	118	0.150616
96	78	0.150050
97	163	0.150010
98	165	0.147669
99	121	0.146990
100	141	0.146760
