Dataset: er_1000_sparse
Vertices: 1000
Edges: 2497
Max PageRank Centrality (normalized): 1.000000
Damping Factor: 0.850000
Runtime (seconds): 0.002000
Memory Usage (MB): 0.05

=== Top 100 Vertices by PageRank Centrality ===
Rank	Vertex_ID	PageRank
1	839	1.000000
2	14	0.988172
3	833	0.981784
4	664	0.946041
5	473	0.904658
6	908	0.878437
7	10	0.877849
8	64	0.869012
9	28	0.864279
10	567	0.846545
11	647	0.846488
12	549	0.845942
13	116	0.842563
14	251	0.838137
15	608	0.837906
16	485	0.835074
17	393	0.825421
18	517	0.822984
19	727	0.802156
20	279	0.795477
21	215	0.793572
22	340	0.792190
23	924	0.789249
24	837	0.789092
25	437	0.788542
26	48	0.786078
27	492	0.783648
28	422	0.782285
29	415	0.780861
30	994	0.779708
31	144	0.778910
32	639	0.778800
33	569	0.777838
34	284	0.762816
35	74	0.760044
36	978	0.757400
37	955	0.752735
38	940	0.752115
39	614	0.749746
40	337	0.744642
41	741	0.741186
42	593	0.732027
43	267	0.731676
44	309	0.731538
45	138	0.728250
46	648	0.727479
47	583	0.726448
48	581	0.722679
49	425	0.722445
50	748	0.720044
51	293	0.719439
52	421	0.717029
53	219	0.715530
54	357	0.713034
55	695	0.712572
56	658	0.711836
57	232	0.711394
58	187	0.710567
59	738	0.709213
60	544	0.709071
61	589	0.708991
62	234	0.704636
63	592	0.703189
64	747	0.701834
65	18	0.700589
66	225	0.700433
67	452	0.697480
68	743	0.697464
69	649	0.697055
70	764	0.695428
71	417	0.693889
72	532	0.691062
73	998	0.687808
74	294	0.687075
75	199	0.685973
76	343	0.684926
77	921	0.682891
78	786	0.682744
79	438	0.680155
80	446	0.679875
81	699	0.676613
82	484	0.676605
83	737	0.676538
84	780	0.675922
85	540	0.674782
86	613	0.672745
87	205	0.672056
88	878	0.671536
89	256	0.669226
90	997	0.668259
91	875	0.668009
92	397	0.667479
93	620	0.664788
94	616	0.663029
95	752	0.661273
96	472	0.659269
97	204	0.659183
98	928	0.658502
99	860	0.658475
100	883	0.658328
