Dataset: ws_1k_k6_p01
Vertices: 1000
Edges: 3000
Max PageRank Centrality (normalized): 1.000000
Damping Factor: 0.850000
Runtime (seconds): 0.002000
Memory Usage (MB): 0.05

=== Top 100 Vertices by PageRank Centrality ===
Rank	Vertex_ID	PageRank
1	73	1.000000
2	741	0.943415
3	455	0.930778
4	948	0.928995
5	849	0.928885
6	120	0.920461
7	691	0.869083
8	593	0.859642
9	560	0.859274
10	983	0.850517
11	9	0.850266
12	370	0.849978
13	511	0.849974
14	36	0.849345
15	420	0.849033
16	158	0.848825
17	893	0.847049
18	550	0.845545
19	799	0.845260
20	236	0.844308
21	685	0.843958
22	553	0.842170
23	674	0.841692
24	670	0.839368
25	189	0.838848
26	967	0.837803
27	191	0.837458
28	502	0.837149
29	802	0.834793
30	646	0.833884
31	626	0.833416
32	139	0.832735
33	831	0.832009
34	210	0.830465
35	958	0.828272
36	122	0.827149
37	953	0.823104
38	119	0.822399
39	438	0.780889
40	507	0.778988
41	335	0.777940
42	241	0.777165
43	867	0.772645
44	254	0.772295
45	127	0.771787
46	231	0.770089
47	448	0.768237
48	524	0.767897
49	440	0.767851
50	857	0.767476
51	340	0.767354
52	416	0.767274
53	806	0.766542
54	869	0.766231
55	992	0.765643
56	694	0.765179
57	860	0.765050
58	919	0.764532
59	443	0.764418
60	6	0.763976
61	403	0.763673
62	376	0.763339
63	640	0.763318
64	48	0.763193
65	863	0.762706
66	897	0.762565
67	129	0.762556
68	56	0.762288
69	634	0.761694
70	607	0.761373
71	215	0.761024
72	977	0.760963
73	407	0.760934
74	762	0.760555
75	397	0.760546
76	989	0.760270
77	791	0.760060
78	154	0.759554
79	96	0.759454
80	321	0.759413
81	522	0.759313
82	680	0.758873
83	292	0.758599
84	473	0.758590
85	181	0.758408
86	808	0.758390
87	21	0.758245
88	885	0.758135
89	29	0.757715
90	308	0.757675
91	60	0.757620
92	908	0.757549
93	480	0.757506
94	286	0.757407
95	239	0.757098
96	816	0.757018
97	700	0.756781
98	491	0.756764
99	180	0.756222
100	546	0.755899
