Dataset: ba_5k_m5
Vertices: 5000
Edges: 24975
Max PageRank Centrality (normalized): 1.000000
Damping Factor: 0.850000
Runtime (seconds): 0.008000
Memory Usage (MB): 0.34

=== Top 100 Vertices by PageRank Centrality ===
Rank	Vertex_ID	PageRank
1	1	1.000000
2	7	0.878095
3	27	0.619592
4	8	0.602385
5	14	0.591732
6	70	0.583070
7	25	0.564656
8	3	0.560696
9	13	0.556735
10	10	0.536633
11	6	0.525690
12	29	0.471561
13	19	0.468300
14	5	0.457956
15	11	0.448140
16	31	0.440997
17	12	0.430307
18	30	0.424544
19	28	0.365363
20	16	0.361162
21	9	0.358342
22	48	0.356516
23	37	0.321273
24	57	0.318418
25	26	0.308662
26	50	0.306321
27	20	0.303164
28	61	0.302962
29	71	0.297529
30	17	0.291511
31	18	0.290047
32	45	0.284527
33	62	0.283159
34	76	0.278521
35	154	0.276180
36	47	0.274632
37	87	0.272582
38	41	0.263552
39	63	0.262580
40	65	0.259018
41	24	0.258242
42	242	0.252795
43	32	0.252239
44	23	0.244668
45	75	0.242492
46	34	0.238563
47	43	0.237511
48	40	0.236576
49	98	0.232751
50	122	0.230848
51	84	0.229457
52	46	0.229373
53	15	0.229319
54	85	0.224595
55	132	0.223287
56	39	0.223263
57	22	0.222490
58	4	0.222024
59	67	0.219929
60	95	0.217454
61	308	0.215142
62	74	0.212148
63	113	0.207777
64	129	0.205469
65	44	0.201812
66	147	0.201015
67	2	0.199257
68	35	0.198285
69	38	0.194339
70	60	0.194028
71	205	0.189122
72	121	0.186402
73	42	0.185015
74	117	0.184262
75	238	0.182112
76	56	0.181616
77	64	0.180801
78	136	0.180259
79	33	0.179126
80	51	0.178942
81	77	0.176018
82	151	0.175863
83	175	0.174724
84	216	0.174537
85	188	0.173480
86	107	0.173167
87	90	0.172845
88	59	0.171442
89	116	0.171218
90	169	0.168743
91	194	0.168738
92	407	0.167807
93	276	0.166165
94	112	0.164338
95	78	0.163812
96	442	0.162848
97	80	0.161609
98	140	0.161239
99	52	0.160174
100	83	0.159883
