Dataset: er_5k_dense
Vertices: 5000
Edges: 37087
Max PageRank Centrality (normalized): 1.000000
Damping Factor: 0.850000
Runtime (seconds): 0.007000
Memory Usage (MB): 0.44

=== Top 100 Vertices by PageRank Centrality ===
Rank	Vertex_ID	PageRank
1	2397	1.000000
2	1029	0.889358
3	4737	0.882338
4	2602	0.867932
5	4888	0.855797
6	2624	0.846131
7	4533	0.840608
8	809	0.838019
9	2131	0.837748
10	1612	0.834492
11	918	0.833929
12	4180	0.830319
13	4300	0.817614
14	2582	0.817025
15	2705	0.815730
16	3685	0.814718
17	1058	0.814522
18	49	0.814278
19	1485	0.812279
20	3491	0.811486
21	598	0.809019
22	1204	0.807661
23	169	0.804420
24	1198	0.803062
25	2073	0.801064
26	2584	0.800412
27	3310	0.799708
28	124	0.799394
29	2103	0.796821
30	4339	0.796617
31	1615	0.795363
32	4849	0.790369
33	3896	0.789764
34	3307	0.788545
35	2360	0.787808
36	4945	0.786465
37	4603	0.786253
38	210	0.784411
39	853	0.783634
40	3140	0.783202
41	2943	0.781624
42	3541	0.781381
43	1032	0.778636
44	4993	0.777317
45	4478	0.777101
46	2143	0.776790
47	2162	0.775111
48	2473	0.775001
49	1975	0.773456
50	5000	0.772160
51	2423	0.770781
52	548	0.769997
53	1356	0.769345
54	530	0.761388
55	3965	0.761084
56	3880	0.760791
57	4827	0.760158
58	4678	0.759845
59	1561	0.758939
60	756	0.758619
61	1673	0.757992
62	1132	0.757771
63	2236	0.756355
64	3124	0.755585
65	508	0.753956
66	3117	0.753582
67	4651	0.753162
68	3255	0.753034
69	733	0.752763
70	1844	0.752063
71	4575	0.751137
72	4776	0.750782
73	4994	0.750152
74	734	0.749904
75	1084	0.748926
76	4501	0.748812
77	3658	0.748781
78	4535	0.748251
79	10	0.747932
80	4597	0.747403
81	2030	0.746942
82	2909	0.746451
83	3334	0.746366
84	3428	0.746331
85	33	0.744708
86	3733	0.744218
87	3701	0.743726
88	1692	0.743179
89	2087	0.741493
90	4527	0.740878
91	3007	0.740636
92	454	0.738030
93	500	0.733358
94	4606	0.732198
95	517	0.732163
96	393	0.731886
97	2358	0.730731
98	2452	0.730664
99	4125	0.730637
100	4351	0.729797
