Dataset: er_500_dense
Vertices: 500
Edges: 6211
Max K-Core: 18
Runtime (seconds): 0.000000
Memory Usage (MB): 0.07

=== Core Distribution ===
Core	Count	Percentage
11	1	0.20%
12	2	0.40%
14	1	0.20%
15	8	1.60%
16	12	2.40%
17	18	3.60%
18	458	91.60%

=== Top 100 Vertices by Coreness ===
Rank	Vertex_ID	Coreness
1	1	18
2	2	18
3	3	18
4	4	18
5	6	18
6	7	18
7	8	18
8	9	18
9	10	18
10	11	18
11	13	18
12	14	18
13	15	18
14	16	18
15	17	18
16	19	18
17	20	18
18	21	18
19	22	18
20	23	18
21	24	18
22	25	18
23	26	18
24	27	18
25	28	18
26	29	18
27	31	18
28	32	18
29	34	18
30	35	18
31	36	18
32	37	18
33	38	18
34	40	18
35	41	18
36	42	18
37	43	18
38	44	18
39	46	18
40	47	18
41	48	18
42	49	18
43	50	18
44	51	18
45	52	18
46	53	18
47	54	18
48	55	18
49	56	18
50	57	18
51	58	18
52	59	18
53	61	18
54	62	18
55	63	18
56	64	18
57	65	18
58	66	18
59	67	18
60	68	18
61	69	18
62	70	18
63	71	18
64	72	18
65	73	18
66	74	18
67	75	18
68	76	18
69	77	18
70	78	18
71	79	18
72	81	18
73	82	18
74	83	18
75	84	18
76	85	18
77	86	18
78	87	18
79	88	18
80	89	18
81	90	18
82	91	18
83	93	18
84	94	18
85	95	18
86	96	18
87	97	18
88	98	18
89	99	18
90	100	18
91	101	18
92	102	18
93	103	18
94	104	18
95	105	18
96	106	18
97	107	18
98	108	18
99	109	18
100	111	18
