Node,CoreNumber
1,14
2,14
3,14
4,14
5,13
6,14
7,14
8,14
9,14
10,14
11,14
12,14
13,14
14,14
15,14
16,14
17,14
18,14
19,13
20,12
21,14
22,13
23,14
24,14
25,14
26,14
27,14
28,14
29,14
30,14
31,13
32,14
33,14
34,14
35,14
36,14
37,14
38,14
39,14
40,14
41,12
42,14
43,13
44,14
45,13
46,14
47,14
48,14
49,14
50,8
51,14
52,14
53,14
54,14
55,14
56,14
57,14
58,14
59,14
60,14
61,12
62,14
63,14
64,13
65,14
66,14
67,14
68,14
69,14
70,14
71,14
72,14
73,14
74,13
75,14
76,14
77,14
78,14
79,14
80,14
81,14
82,14
83,14
84,14
85,9
86,14
87,14
88,14
89,14
90,14
91,14
92,14
93,14
94,10
95,14
96,14
97,14
98,14
99,14
100,13
