Node,CoreNumber
1,3
2,2
3,4
4,3
5,4
6,4
7,4
8,4
9,4
10,3
11,3
12,4
13,3
14,3
15,4
16,4
17,3
18,4
19,1
20,4
21,4
22,4
23,4
24,4
25,3
26,3
27,4
28,2
29,4
30,4
31,4
32,4
33,4
34,3
35,3
36,4
37,3
38,4
39,3
40,4
41,3
42,4
43,4
44,4
45,2
46,4
47,4
48,1
49,4
50,3
51,2
52,4
53,4
54,3
55,3
56,4
57,4
58,4
59,3
60,2
61,4
62,4
63,0
64,4
65,3
66,3
67,4
68,2
69,2
70,3
71,4
72,2
73,4
74,4
75,4
76,3
77,2
78,4
79,2
80,2
81,4
82,3
83,4
84,3
85,2
86,4
87,1
88,4
89,4
90,4
91,4
92,4
93,3
94,4
95,3
96,3
97,4
98,3
99,4
100,3
101,3
102,2
103,4
104,3
105,3
106,0
107,3
108,2
109,1
110,3
111,3
112,4
113,4
114,3
115,4
116,3
117,3
118,4
119,2
120,4
121,4
122,3
123,0
124,3
125,3
126,3
127,3
128,3
129,4
130,4
131,3
132,2
133,4
134,4
135,3
136,4
137,3
138,2
139,4
140,4
141,1
142,4
143,4
144,4
145,3
146,3
147,3
148,3
149,3
150,4
151,4
152,4
153,3
154,4
155,4
156,4
157,4
158,2
159,3
160,3
161,4
162,4
163,3
164,4
165,4
166,4
167,2
168,4
169,4
170,3
171,4
172,3
173,3
174,3
175,3
176,4
177,4
178,3
179,3
180,3
181,3
182,3
183,4
184,4
185,4
186,3
187,4
188,4
189,4
190,3
191,4
192,4
193,3
194,4
195,4
196,4
197,4
198,4
199,3
200,1
201,4
202,0
203,3
204,4
205,2
206,4
207,3
208,3
209,3
210,3
211,4
212,3
213,4
214,4
215,4
216,3
217,4
218,1
219,3
220,4
221,3
222,4
223,4
224,4
225,2
226,4
227,4
228,3
229,4
230,4
231,3
232,4
233,4
234,4
235,3
236,3
237,3
238,4
239,3
240,1
241,4
242,4
243,3
244,4
245,4
246,4
247,2
248,4
249,4
250,1
251,4
252,3
253,3
254,1
255,3
256,4
257,4
258,2
259,4
260,3
261,3
262,3
263,2
264,4
265,4
266,4
267,4
268,2
269,4
270,3
271,3
272,1
273,3
274,3
275,4
276,4
277,3
278,3
279,4
280,3
281,4
282,3
283,3
284,3
285,3
286,3
287,4
288,4
289,2
290,3
291,2
292,3
293,4
294,3
295,4
296,4
297,4
298,3
299,4
300,3
301,4
302,3
303,4
304,4
305,4
306,3
307,1
308,4
309,1
310,4
311,1
312,4
313,4
314,4
315,3
316,3
317,4
318,3
319,4
320,4
321,3
322,1
323,4
324,4
325,3
326,4
327,4
328,3
329,3
330,3
331,4
332,2
333,4
334,3
335,4
336,4
337,4
338,1
339,2
340,4
341,3
342,4
343,4
344,3
345,3
346,3
347,4
348,2
349,4
350,4
351,3
352,3
353,4
354,4
355,4
356,3
357,2
358,3
359,3
360,1
361,4
362,3
363,3
364,4
365,3
366,3
367,4
368,2
369,4
370,4
371,4
372,3
373,4
374,2
375,2
376,4
377,4
378,3
379,3
380,2
381,4
382,4
383,4
384,4
385,2
386,4
387,2
388,2
389,3
390,3
391,4
392,4
393,4
394,4
395,4
396,3
397,4
398,4
399,3
400,3
401,4
402,4
403,3
404,1
405,3
406,4
407,4
408,4
409,0
410,4
411,4
412,4
413,3
414,3
415,4
416,4
417,4
418,3
419,4
420,3
421,4
422,3
423,4
424,3
425,3
426,4
427,4
428,3
429,3
430,3
431,3
432,3
433,2
434,4
435,4
436,4
437,3
438,3
439,3
440,4
441,4
442,3
443,3
444,4
445,3
446,4
447,4
448,3
449,3
450,3
451,3
452,3
453,3
454,3
455,3
456,1
457,0
458,3
459,3
460,3
461,4
462,4
463,2
464,3
465,4
466,3
467,4
468,4
469,4
470,3
471,2
472,4
473,3
474,3
475,3
476,3
477,4
478,4
479,3
480,2
481,3
482,3
483,4
484,3
485,4
486,1
487,2
488,4
489,4
490,2
491,3
492,4
493,3
494,3
495,3
496,3
497,4
498,4
499,3
500,3
