Dataset: er_5k_dense
Vertices: 5000
Edges: 37568
Max K-Core: 10
Runtime (seconds): 0.001000
Memory Usage (MB): 0.48

=== Core Distribution ===
Core	Count	Percentage
4	2	0.04%
5	16	0.32%
6	23	0.46%
7	56	1.12%
8	128	2.56%
9	317	6.34%
10	4458	89.16%

=== Top 100 Vertices by Coreness ===
Rank	Vertex_ID	Coreness
1	1	10
2	2	10
3	3	10
4	4	10
5	5	10
6	6	10
7	7	10
8	8	10
9	9	10
10	10	10
11	11	10
12	12	10
13	13	10
14	14	10
15	15	10
16	16	10
17	18	10
18	19	10
19	20	10
20	21	10
21	23	10
22	25	10
23	26	10
24	27	10
25	28	10
26	29	10
27	30	10
28	32	10
29	33	10
30	34	10
31	35	10
32	37	10
33	38	10
34	39	10
35	40	10
36	41	10
37	42	10
38	43	10
39	44	10
40	45	10
41	46	10
42	47	10
43	48	10
44	49	10
45	50	10
46	51	10
47	52	10
48	53	10
49	54	10
50	55	10
51	56	10
52	57	10
53	58	10
54	59	10
55	60	10
56	62	10
57	63	10
58	64	10
59	65	10
60	66	10
61	67	10
62	68	10
63	69	10
64	70	10
65	71	10
66	72	10
67	74	10
68	76	10
69	77	10
70	78	10
71	79	10
72	80	10
73	81	10
74	82	10
75	84	10
76	85	10
77	86	10
78	87	10
79	88	10
80	89	10
81	90	10
82	91	10
83	92	10
84	93	10
85	94	10
86	95	10
87	96	10
88	98	10
89	99	10
90	100	10
91	101	10
92	103	10
93	104	10
94	105	10
95	106	10
96	107	10
97	108	10
98	109	10
99	110	10
100	111	10
