Dataset: ba_5k_m3 (APPROXIMATE)
Vertices: 5000
Edges: 14991
Samples Used: 541 (10.82%)
Max Betweenness: 1855459.318841
Runtime (seconds): 0.336000
Memory Usage (MB): 0.27

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	1	1855459.318841
2	5	1775856.165735
3	3	1678871.600058
4	8	766574.682282
5	37	643161.319184
6	6	523050.740715
7	21	517787.654309
8	9	453034.313193
9	2	382190.821279
10	18	337747.549251
11	11	292284.403636
12	24	285769.716631
13	19	283882.245323
14	32	274000.023591
15	12	272346.674885
16	22	272033.572833
17	7	244834.107472
18	20	210359.560151
19	34	210137.360679
20	14	192465.337949
21	116	188591.951663
22	36	185577.236839
23	46	179185.210362
24	25	173941.198512
25	56	165256.631701
26	13	161696.638503
27	35	161634.100216
28	26	161406.803380
29	117	159360.686494
30	23	154042.285442
31	39	147501.018582
32	84	137097.814807
33	58	135498.402667
34	55	133786.906946
35	38	120690.574515
36	33	119687.524694
37	42	117874.540900
38	17	111367.974350
39	83	110947.628337
40	10	107686.707252
41	68	104758.184135
42	131	104756.703214
43	133	96831.053357
44	78	94759.592392
45	284	94038.207044
46	275	91755.569732
47	61	89850.524091
48	16	89444.157668
49	62	88304.118502
50	91	86798.970173
51	80	84888.199743
52	97	84571.222645
53	75	84390.776371
54	81	84357.192735
55	145	82754.959949
56	90	82147.106343
57	272	80045.410426
58	120	79443.039389
59	159	79212.098848
60	79	78014.763326
61	311	76522.472435
62	41	74665.833366
63	4	73962.830866
64	199	72497.678918
65	43	71001.539538
66	166	70963.697235
67	103	70802.343607
68	48	70188.607833
69	285	69817.898587
70	123	68695.653371
71	40	68139.854351
72	47	67822.709053
73	125	67385.905079
74	31	65236.547862
75	95	64121.640037
76	93	64044.876444
77	44	63923.144303
78	65	63840.096763
79	157	63433.607794
80	464	62718.594027
81	404	62317.202565
82	359	62143.612594
83	343	61840.904023
84	270	61314.220116
85	15	59157.302607
86	106	58216.406929
87	148	58151.577186
88	264	58113.309827
89	337	57890.307411
90	1081	57759.331151
91	29	57417.285868
92	52	56962.917561
93	113	56792.914276
94	281	56628.705661
95	100	56475.925758
96	82	56135.599875
97	96	55467.300828
98	365	54945.592604
99	158	54798.196826
100	69	54478.285254
