Dataset: er_1000_sparse (APPROXIMATE)
Vertices: 1000
Edges: 2497
Samples Used: 461 (46.10%)
Max Betweenness: 10448.105783
Runtime (seconds): 0.077000
Memory Usage (MB): 0.05

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	664	10448.105783
2	14	9811.312117
3	833	9360.086142
4	251	7440.678149
5	839	7419.427930
6	837	7356.521482
7	10	6930.207817
8	994	6865.685986
9	589	6718.730489
10	283	6116.417142
11	647	6115.924320
12	74	6009.646067
13	219	6004.891167
14	567	5979.260702
15	116	5957.360527
16	64	5921.871253
17	293	5661.705616
18	279	5620.655748
19	28	5610.942156
20	517	5607.758255
21	225	5572.479322
22	549	5544.897369
23	340	5456.823758
24	865	5448.023202
25	415	5430.444055
26	264	5420.715669
27	908	5395.771956
28	608	5333.339405
29	978	5277.052750
30	569	5233.819383
31	649	5231.024632
32	786	5157.791334
33	853	5114.944260
34	417	5096.556143
35	940	5044.841931
36	421	5009.472803
37	294	4986.472533
38	267	4973.847649
39	422	4970.928093
40	245	4962.345250
41	393	4960.678978
42	138	4848.478076
43	727	4831.438668
44	764	4820.778544
45	452	4779.345050
46	390	4751.148525
47	738	4750.035740
48	998	4740.423542
49	955	4700.201819
50	747	4692.870222
51	583	4686.255786
52	581	4683.614071
53	485	4672.708849
54	593	4631.815235
55	648	4606.778415
56	232	4589.983381
57	284	4569.932064
58	18	4534.371531
59	492	4528.049765
60	48	4514.878583
61	943	4485.371869
62	437	4476.632163
63	592	4472.422144
64	658	4435.917733
65	639	4399.085579
66	425	4370.165740
67	860	4335.705074
68	234	4325.287094
69	741	4285.022209
70	205	4272.768464
71	126	4254.797610
72	199	4235.890035
73	875	4217.077000
74	343	4196.244330
75	535	4188.138316
76	848	4184.911382
77	446	4168.451754
78	357	4160.835785
79	187	4101.039193
80	215	4052.363396
81	737	4045.811396
82	407	4023.529963
83	878	4020.497707
84	531	4014.706773
85	473	4012.413573
86	702	4005.452027
87	144	3986.371842
88	278	3975.102308
89	458	3959.443049
90	924	3945.016342
91	992	3944.232414
92	60	3921.792383
93	372	3901.334552
94	743	3894.965008
95	266	3849.310167
96	748	3830.414320
97	832	3806.848326
98	400	3797.222497
99	308	3796.859250
100	691	3789.297114
