Dataset: er_5k_sparse (APPROXIMATE)
Vertices: 5000
Edges: 12574
Samples Used: 541 (10.82%)
Max Betweenness: 102420.898541
Runtime (seconds): 0.270000
Memory Usage (MB): 0.25

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	2804	102420.898541
2	4572	94559.269191
3	115	93447.457073
4	281	93335.304325
5	2117	86123.475373
6	785	84903.275452
7	3984	82061.646665
8	343	77670.972714
9	4248	76764.633762
10	3787	73504.444196
11	3979	72133.867855
12	2178	71310.386343
13	1363	70589.989335
14	3370	67839.279202
15	2862	66993.858221
16	2010	65905.083628
17	2627	65536.757051
18	2619	65435.324735
19	3600	63687.751820
20	3652	63582.620430
21	1300	62784.819141
22	4822	59601.300784
23	3823	58380.693484
24	1222	57649.408089
25	4609	56823.110724
26	2849	56228.225429
27	3450	55731.460432
28	638	55190.240551
29	420	54092.591978
30	1474	53804.743387
31	942	53558.481988
32	3213	53436.888024
33	2436	53387.245922
34	3215	53273.298560
35	895	53145.318553
36	1299	52582.412653
37	195	52442.386350
38	3849	51988.383812
39	3937	51168.464835
40	1742	51049.251362
41	1279	50851.536808
42	4829	50749.251181
43	2718	50593.737006
44	2107	50235.481265
45	2494	49793.103022
46	1148	49752.713315
47	3155	49642.591207
48	2250	48755.604162
49	2863	48394.666002
50	3125	48326.217696
51	2526	48319.849618
52	3497	48281.158931
53	4433	48135.032895
54	4712	47993.792967
55	2371	47926.645007
56	11	47777.825455
57	4901	47603.011456
58	143	47439.187834
59	4355	47174.481807
60	4747	46743.003895
61	2372	46522.989534
62	2265	46216.280595
63	2296	46208.462080
64	3877	46032.129700
65	3750	46003.372745
66	316	45892.012727
67	3273	45839.773179
68	2879	45581.482872
69	2921	45464.984840
70	561	45334.963277
71	778	45149.488259
72	3279	44800.435185
73	2004	44685.561862
74	4165	44254.538352
75	2005	43941.678510
76	3882	43834.053872
77	4250	43727.910501
78	2873	43552.581124
79	958	43535.340918
80	2569	43481.853121
81	2339	43460.717859
82	3195	43301.456423
83	1127	43037.388201
84	1645	42967.500285
85	3462	42902.592598
86	3500	42799.794021
87	3391	42654.230190
88	843	42591.321083
89	1693	42441.209648
90	4971	42347.609769
91	1359	42330.891206
92	2172	42270.265730
93	1221	42190.073495
94	4479	42073.268308
95	3673	41789.459745
96	3452	41466.620292
97	3592	41460.689406
98	4846	41152.770582
99	4725	40936.136738
100	1777	40887.995080
