Dataset: ba_10k_m3 (APPROXIMATE)
Vertices: 10000
Edges: 29991
Samples Used: 1000 (10.00%)
Max Betweenness: 5403147.052003
Runtime (seconds): 1.578000
Memory Usage (MB): 0.53

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	1	5403147.052003
2	6	3457789.208406
3	3	3074826.568333
4	7	2219646.934340
5	13	1968832.663403
6	10	1957165.632042
7	8	1902766.754408
8	19	1898769.729873
9	9	1752499.544123
10	20	1724850.396375
11	11	1635871.035140
12	5	1555351.535480
13	12	1366181.444775
14	46	1301717.049869
15	22	1269342.715394
16	48	1175045.100367
17	17	1150244.862782
18	24	1111294.812736
19	14	1100526.770946
20	15	1049022.755831
21	26	973789.831406
22	32	957443.203867
23	65	877946.560947
24	2	876663.677893
25	35	836203.152891
26	33	816794.469558
27	31	743223.119594
28	58	700901.523899
29	30	634058.217237
30	62	578360.134612
31	51	572387.733562
32	37	570277.454347
33	21	554618.818040
34	27	541482.602810
35	36	523880.865758
36	18	512831.389019
37	124	468658.542221
38	155	460031.948097
39	39	457469.611605
40	107	420507.107792
41	67	418920.616798
42	64	413369.131000
43	38	406844.681113
44	101	404521.442373
45	88	389085.395724
46	59	388803.368293
47	103	386503.824620
48	118	376924.589581
49	61	374934.796599
50	150	371065.194661
51	178	361346.298852
52	74	341218.840731
53	45	341113.597369
54	145	340912.040217
55	34	338540.497711
56	93	337773.589857
57	82	321693.337050
58	55	321119.177322
59	47	317880.000632
60	180	299678.072371
61	126	298930.608143
62	128	296828.836941
63	63	283550.253967
64	72	274014.996689
65	152	273573.379099
66	73	271248.039471
67	141	269787.627249
68	86	266097.689693
69	95	264034.672666
70	159	263999.945319
71	75	254559.960760
72	98	251465.966674
73	41	251355.553375
74	70	249142.577542
75	91	247821.572102
76	229	243632.067676
77	182	242636.162902
78	66	242521.883151
79	147	242479.433739
80	254	240105.207733
81	96	236690.530811
82	54	236180.515264
83	109	233850.664082
84	53	226581.049646
85	133	221330.452947
86	372	220204.053390
87	84	219816.480972
88	1454	216901.608512
89	135	216591.759462
90	216	214805.223128
91	140	212105.983941
92	359	211593.066498
93	94	206508.521639
94	42	206328.940546
95	85	204032.516762
96	269	202261.144025
97	44	202075.096677
98	52	200472.104603
99	244	198276.790217
100	187	196035.895301
