Dataset: er_100_dense (APPROXIMATE)
Vertices: 100
Edges: 992
Samples Used: 100 (100.00%)
Max Betweenness: 91.412741
Runtime (seconds): 0.003000
Memory Usage (MB): 0.01

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	76	91.412741
2	70	86.598425
3	89	73.344152
4	77	73.081622
5	21	70.121392
6	24	65.164936
7	35	64.960879
8	55	63.893621
9	56	60.564045
10	85	59.517401
11	12	58.085562
12	57	55.290594
13	1	54.314446
14	67	53.766717
15	69	53.340154
16	32	52.643946
17	53	50.679884
18	43	49.723548
19	74	48.899411
20	26	48.784454
21	73	48.524467
22	78	48.473612
23	63	47.517091
24	92	47.110276
25	9	46.839765
26	5	46.823730
27	100	46.525503
28	79	45.903604
29	33	45.814281
30	38	45.763101
31	52	45.682280
32	64	45.227294
33	88	45.154002
34	82	44.619724
35	15	44.026475
36	11	43.304503
37	81	43.025106
38	36	42.810173
39	99	42.331882
40	6	42.258262
41	13	40.978198
42	65	40.865431
43	27	39.916206
44	59	39.809864
45	17	39.629854
46	14	39.261895
47	51	39.084841
48	94	38.431711
49	83	38.359874
50	68	38.114125
51	93	37.974996
52	95	37.638463
53	80	37.527725
54	72	37.519178
55	90	37.458771
56	48	37.313576
57	7	36.992726
58	98	36.434023
59	3	35.925450
60	29	35.741604
61	91	35.445274
62	84	35.150875
63	4	35.148476
64	97	34.684186
65	41	34.617029
66	25	34.325288
67	71	34.322649
68	60	34.224183
69	8	33.902570
70	16	33.368574
71	49	33.174054
72	45	32.021902
73	50	31.980040
74	20	31.812983
75	66	31.178206
76	39	30.746958
77	40	30.274410
78	87	29.805785
79	58	29.146380
80	54	28.970205
81	44	28.877253
82	61	27.884662
83	30	27.623475
84	86	27.248957
85	2	26.934147
86	96	25.992274
87	37	25.950498
88	23	25.783184
89	10	25.077692
90	18	24.991313
91	19	24.056774
92	34	23.001964
93	22	22.922838
94	47	22.217260
95	46	20.202244
96	28	18.998023
97	75	18.592930
98	42	18.307367
99	62	15.860292
100	31	5.275257
