Dataset: er_5k_dense (APPROXIMATE)
Vertices: 5000
Edges: 37324
Samples Used: 541 (10.82%)
Max Betweenness: 29328.400123
Runtime (seconds): 0.515000
Memory Usage (MB): 0.44

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	4850	29328.400123
2	1812	28227.346442
3	4692	27928.091278
4	512	26199.413088
5	2447	25355.123398
6	2205	24447.158507
7	3860	24373.904022
8	1027	23738.216951
9	1012	23075.200274
10	4611	22724.561317
11	619	22687.628233
12	2497	22534.487107
13	320	22346.319957
14	527	22283.157623
15	2387	21901.440774
16	4603	21662.813994
17	1268	21506.244665
18	107	21470.483136
19	4842	21114.042795
20	3408	20802.160722
21	3324	20695.582495
22	1492	20407.795660
23	3314	20288.120375
24	2434	20280.547386
25	581	20191.972831
26	2717	20120.260245
27	442	20119.969193
28	4773	20096.330769
29	924	20027.905796
30	2251	19993.869632
31	617	19862.217464
32	830	19803.013970
33	84	19682.319359
34	3096	19350.729913
35	3747	19029.495410
36	4919	18886.094493
37	1081	18855.034165
38	2379	18852.133511
39	3677	18826.658321
40	4245	18753.632819
41	2940	18709.643053
42	4551	18706.565355
43	1860	18653.314787
44	2919	18568.187487
45	4129	18538.444785
46	210	18518.922617
47	3211	18456.085125
48	3612	18434.698261
49	2078	18376.120296
50	676	18341.603152
51	109	18328.030932
52	4680	18314.530864
53	3810	18285.211158
54	3540	18283.589479
55	1226	18238.940187
56	1961	17985.498278
57	4735	17950.466509
58	661	17930.130136
59	739	17875.454603
60	756	17803.034681
61	421	17763.540989
62	2414	17676.028134
63	3248	17620.951263
64	337	17564.559946
65	2147	17558.446068
66	4777	17554.262054
67	2741	17541.262248
68	1176	17513.832372
69	2418	17437.604681
70	1315	17411.614931
71	1373	17350.902473
72	3960	17341.872791
73	4578	17329.434398
74	4660	17304.451553
75	1106	17292.163002
76	3216	17257.052765
77	2027	17218.641525
78	1323	17155.501262
79	1349	17119.119191
80	4197	17030.402983
81	3907	16969.764416
82	3942	16929.256803
83	4095	16910.747749
84	497	16823.746076
85	2960	16743.360315
86	4299	16725.242971
87	4323	16658.074312
88	790	16633.797622
89	2808	16559.994115
90	938	16558.220958
91	4492	16507.268002
92	3495	16506.034314
93	3360	16502.013398
94	1820	16438.085356
95	2684	16437.665696
96	4207	16404.000109
97	4124	16385.260176
98	2189	16384.044814
99	2252	16359.596898
100	2043	16350.952873
