Dataset: er_500_dense (APPROXIMATE)
Vertices: 500
Edges: 6207
Samples Used: 426 (85.20%)
Max Betweenness: 997.067893
Runtime (seconds): 0.067000
Memory Usage (MB): 0.06

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	73	997.067893
2	481	796.610464
3	335	699.238004
4	89	653.290200
5	66	638.972649
6	318	633.708097
7	58	630.371454
8	109	606.608728
9	271	602.950308
10	214	591.969026
11	401	588.975844
12	445	575.387263
13	213	573.373205
14	111	564.718638
15	473	560.875841
16	186	560.219342
17	337	552.224442
18	157	549.491874
19	108	547.778144
20	69	527.038471
21	87	526.590090
22	301	525.621794
23	132	518.233198
24	474	515.729103
25	488	513.735453
26	83	511.597073
27	228	511.596361
28	154	510.685162
29	422	510.046254
30	452	505.487617
31	463	505.404700
32	344	503.889115
33	313	502.074622
34	325	501.937954
35	211	500.119592
36	28	498.516249
37	117	493.701698
38	26	491.639221
39	324	491.202911
40	207	490.660283
41	183	481.994563
42	39	478.672488
43	82	477.618957
44	390	476.244716
45	138	476.071328
46	478	474.372296
47	15	473.704108
48	230	467.898774
49	185	466.954124
50	453	466.199121
51	458	464.222704
52	304	462.458471
53	171	462.383742
54	77	461.344168
55	483	460.905909
56	277	459.448582
57	210	457.573154
58	177	455.534658
59	437	455.076228
60	336	454.660016
61	197	454.249081
62	19	453.488938
63	385	451.978069
64	343	451.502271
65	435	450.799318
66	436	450.762181
67	267	450.641532
68	297	450.262934
69	88	450.155611
70	360	450.110861
71	316	449.900889
72	305	449.888337
73	74	448.092073
74	60	445.377409
75	311	444.759317
76	272	442.417861
77	321	441.806112
78	396	438.424854
79	480	437.377641
80	432	436.460055
81	127	432.471217
82	51	431.354323
83	128	428.286326
84	454	428.091663
85	144	427.635762
86	253	425.772172
87	79	425.760405
88	234	425.167591
89	262	423.703970
90	391	421.664664
91	50	420.245766
92	44	419.193423
93	393	417.838584
94	147	417.414767
95	64	415.272852
96	172	415.002580
97	125	413.764519
98	135	413.175721
99	322	412.811120
100	430	411.483778
