Dataset: ws_5k_k6_p01 (APPROXIMATE)
Vertices: 5000
Edges: 15000
Samples Used: 541 (10.82%)
Max Betweenness: 152432.266215
Runtime (seconds): 0.340000
Memory Usage (MB): 0.27

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	1126	152432.266215
2	4968	146642.035147
3	4936	146279.213405
4	249	143960.020788
5	1491	117803.686761
6	2174	108595.418311
7	4434	108497.658249
8	1471	102762.408601
9	1179	101887.545549
10	1352	99747.352401
11	3663	94663.057622
12	3802	94302.300363
13	2508	93656.425229
14	1009	92569.277776
15	320	91878.281110
16	2271	91383.713279
17	2764	91370.259714
18	697	90407.983374
19	2661	89512.921297
20	3801	88986.384391
21	4651	88255.442496
22	2974	86964.197671
23	79	86080.720106
24	2378	84668.297034
25	3187	84472.557930
26	2559	84453.115417
27	4965	83815.830297
28	2810	83318.204383
29	4579	82744.332423
30	1493	82369.746735
31	3469	82306.144377
32	224	81644.906256
33	4256	81396.811627
34	3009	80645.112809
35	4080	80473.826668
36	4231	80449.605862
37	3325	79914.043411
38	16	79913.970245
39	3592	79793.579014
40	263	78819.612462
41	4189	78493.374498
42	4690	78446.956068
43	4436	78311.241512
44	4705	78068.583053
45	1034	77292.807537
46	1626	76587.438777
47	3011	75135.400148
48	2075	74955.867819
49	3292	74616.400305
50	638	74566.026075
51	2366	74217.600894
52	1196	74175.794267
53	1767	74127.517951
54	3122	74034.435831
55	2358	73741.391842
56	949	73543.801199
57	1632	73309.884135
58	1011	73255.114707
59	2441	73171.766392
60	353	72435.610975
61	2211	72428.265072
62	4596	72418.551167
63	4424	71972.488663
64	2015	71951.708633
65	4018	71783.251720
66	15	71660.075351
67	1254	71461.131384
68	3666	70868.558497
69	573	70584.180205
70	4432	70376.820942
71	2391	70323.965878
72	1712	70152.891980
73	1364	69962.555216
74	2922	69893.420329
75	4991	69638.330139
76	1714	69545.866005
77	248	69501.077107
78	3138	69325.420837
79	145	69305.054874
80	735	69120.191298
81	3765	69024.719926
82	985	68847.148352
83	2348	68685.032320
84	4487	68680.985392
85	1966	68610.401400
86	2778	68535.067511
87	1780	68255.997065
88	2226	67858.607803
89	3744	67742.389734
90	2717	67651.269389
91	773	67646.880207
92	509	67435.274808
93	4309	67422.949337
94	4234	67419.363844
95	305	67091.606035
96	2219	66965.759814
97	984	66557.377606
98	349	66525.908341
99	2431	66418.852484
100	38	66375.962243
