Dataset: ba_5k_m5
Vertices: 5000
Edges: 24975
Max Betweenness: 1003248.465263
Runtime (seconds): 3.098000
Memory Usage (MB): 0.34

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	7	1003248.465263
2	1	930387.046719
3	11	841458.646258
4	10	794585.963592
5	8	545979.854675
6	17	526968.339888
7	15	405896.574483
8	12	368914.940017
9	5	362410.531208
10	4	327847.683566
11	13	306609.876351
12	19	287201.958798
13	32	264125.813219
14	23	259533.340931
15	25	243956.510931
16	9	239312.146870
17	56	238055.704636
18	72	231040.742765
19	39	225584.422443
20	28	215072.698642
21	21	208243.850356
22	63	190500.237030
23	24	188073.007193
24	6	178578.267678
25	20	168830.037457
26	18	166048.320824
27	41	159617.902608
28	47	159525.612790
29	50	150245.541898
30	14	143020.398111
31	16	139219.387684
32	108	137836.077770
33	33	135932.930895
34	44	128410.412623
35	43	126422.660179
36	120	123101.771886
37	22	113463.917043
38	99	112066.309044
39	52	107879.400004
40	58	102544.402047
41	2	101969.472212
42	74	98530.557884
43	40	98298.200009
44	29	97886.505590
45	51	95256.284701
46	46	94390.324250
47	91	91553.153057
48	62	83313.654968
49	35	82600.433786
50	192	77923.636668
51	30	73206.047631
52	92	72425.628826
53	89	70328.965034
54	65	70229.378180
55	180	69754.404600
56	144	68308.458802
57	135	67808.911780
58	45	67679.353662
59	102	65046.541470
60	83	64763.273552
61	97	63730.811154
62	57	62777.471549
63	67	62632.555892
64	112	61717.934564
65	104	60931.971742
66	48	59957.989906
67	76	59311.286629
68	154	57594.975906
69	54	57243.816924
70	81	55194.236882
71	69	53730.756452
72	36	53153.852555
73	107	53110.396351
74	71	51193.595118
75	103	50855.859985
76	80	50403.357007
77	38	50165.819749
78	84	49849.858292
79	59	49036.505957
80	34	48253.287449
81	171	47729.947587
82	151	47098.966694
83	64	47079.426419
84	42	45592.401818
85	168	45347.209461
86	228	44670.862423
87	243	44584.835217
88	150	44371.252218
89	237	43327.770589
90	177	42905.765451
91	119	42661.914652
92	116	42373.673091
93	27	41727.201736
94	53	41478.038789
95	106	41078.075573
96	55	40971.379835
97	31	40634.968521
98	162	40390.679890
99	290	39934.559119
100	125	39868.346882
