Dataset: ws_5k_k6_p01
Vertices: 5000
Edges: 15000
Max Betweenness: 171790.896047
Runtime (seconds): 2.307000
Memory Usage (MB): 0.27

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	430	171790.896047
2	3925	161565.006497
3	2382	137404.837134
4	2772	118226.433013
5	3058	111705.599119
6	3248	108059.058809
7	3931	107705.981674
8	2334	105730.304424
9	3934	104158.857236
10	2197	101588.357093
11	2770	98891.750849
12	2818	98550.994994
13	2411	96150.879273
14	1254	95528.878670
15	4845	95361.947723
16	3365	92932.663654
17	3287	89784.252636
18	2194	89251.196344
19	2241	89043.451210
20	3245	88358.995846
21	338	87786.743200
22	827	87086.804784
23	561	86693.351449
24	1806	86399.625209
25	624	84495.124094
26	4225	83898.711457
27	3361	83522.736215
28	2380	83111.303230
29	2482	82551.273420
30	830	82276.151988
31	3832	81710.250107
32	3904	80918.691069
33	2125	80197.036129
34	1714	79778.615872
35	2483	79611.620872
36	3902	78618.225197
37	562	78531.060752
38	4972	78156.346653
39	1876	78136.447427
40	3556	77736.083918
41	670	77071.555795
42	3898	76869.161994
43	3688	76703.375456
44	3638	76312.827645
45	3880	76012.823701
46	2191	75889.801595
47	23	75725.021921
48	2912	75539.304715
49	4459	75287.900879
50	4636	75214.843400
51	4090	74956.024732
52	2620	74753.062528
53	2500	74520.248093
54	4525	74059.344716
55	1516	73773.351930
56	2700	73726.452792
57	1281	73387.537289
58	3009	73279.992553
59	191	72843.573423
60	3839	72812.366414
61	3351	72774.358016
62	2795	72756.274161
63	1503	72141.456221
64	3060	72109.181883
65	4306	71999.737254
66	4182	71975.928813
67	3229	71770.011580
68	3895	71694.182773
69	3635	71466.643549
70	3185	71086.112448
71	2703	70857.515300
72	2855	70521.213747
73	107	70141.332720
74	1818	70076.619778
75	3289	69906.650461
76	571	69762.777983
77	3781	69001.798246
78	1994	68965.267307
79	622	68740.345467
80	1005	68233.193542
81	615	67784.969548
82	2702	67618.265511
83	825	67599.446053
84	3310	67577.554916
85	153	67534.048230
86	736	67213.937193
87	1748	66907.011254
88	1892	66581.134586
89	3052	66549.890114
90	3224	66540.722880
91	2950	66215.551091
92	3807	66167.192644
93	362	65969.172719
94	2430	65166.020176
95	3249	64973.649260
96	3691	64675.880553
97	3347	64563.050986
98	1381	64541.684874
99	4113	64216.328599
100	3090	63802.561874
