Dataset: er_10k_dense
Vertices: 10000
Edges: 49920
Max Betweenness: 85612.364222
Runtime (seconds): 14.425000
Memory Usage (MB): 0.69

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	467	85612.364222
2	4525	77829.684656
3	8151	74298.690281
4	5708	71655.944151
5	7713	69534.877019
6	2799	69456.411660
7	6276	67533.709643
8	4422	65519.417783
9	9547	64507.866517
10	5071	63768.935214
11	11	63526.075514
12	8889	62929.886739
13	8093	62025.217623
14	811	61920.272814
15	8697	61292.678211
16	2385	60017.173617
17	8952	59934.137545
18	552	59752.915088
19	4793	59083.667514
20	2919	58890.391273
21	271	58756.413692
22	5725	58611.957546
23	3634	58297.567306
24	6012	57757.332040
25	9013	57714.940890
26	2198	57387.621296
27	7259	57046.178070
28	4212	57035.294532
29	3283	57035.241353
30	7982	56811.916141
31	4017	56805.215052
32	1259	56387.380183
33	6065	56346.784159
34	1945	56130.566848
35	2602	55366.536030
36	129	55158.099239
37	3797	54720.168190
38	6949	54586.023418
39	5646	54583.203394
40	9981	54558.043890
41	9575	54389.864447
42	1987	54386.221448
43	4062	54123.654253
44	2601	54091.129759
45	7065	53847.854790
46	4541	53660.681261
47	1432	53598.730963
48	5746	53513.250888
49	7121	53295.950940
50	5558	53034.640963
51	4488	53015.916700
52	3799	53006.829221
53	643	52897.006854
54	6079	52889.880262
55	9351	52790.742534
56	2642	52760.823388
57	9880	52725.911351
58	1661	52600.632684
59	6948	52572.565498
60	6557	52510.704292
61	6552	52423.845797
62	8831	52347.596287
63	1194	52331.636172
64	7202	52307.934463
65	8126	51871.646380
66	472	51616.025526
67	9867	51504.397115
68	3540	51433.758743
69	9124	51426.648555
70	718	51293.546867
71	6732	51291.428220
72	7949	51282.520827
73	2031	51210.281872
74	4583	50966.905974
75	7671	50790.276672
76	4861	50448.333476
77	8241	50424.720525
78	5889	50374.594685
79	4452	50305.517634
80	3971	50210.115305
81	4391	50208.313585
82	5799	50123.177427
83	2503	50098.160974
84	8935	50079.606713
85	4427	49997.854283
86	3735	49599.144363
87	9	49336.650839
88	5728	49219.815828
89	5075	49180.171514
90	1147	49071.539689
91	2492	48982.956508
92	5226	48910.138341
93	369	48902.052879
94	2964	48900.725199
95	1894	48869.551111
96	8474	48798.250854
97	2802	48746.507555
98	7395	48738.680657
99	9082	48633.615235
100	2360	48571.612332
