Dataset: ws_1k_k10_p03
Vertices: 1000
Edges: 5000
Max Betweenness: 4523.203903
Runtime (seconds): 0.492000
Memory Usage (MB): 0.07

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	514	4523.203903
2	31	4261.422420
3	16	3972.821043
4	81	3930.389480
5	546	3815.530155
6	198	3752.685861
7	477	3699.479341
8	179	3681.720752
9	725	3679.717379
10	980	3658.412542
11	713	3596.825179
12	4	3536.773399
13	160	3386.703939
14	409	3364.549883
15	927	3215.952487
16	182	3174.553441
17	815	3093.015094
18	995	3075.883759
19	792	3024.548586
20	596	3003.283837
21	983	2981.758152
22	56	2977.150423
23	513	2942.747146
24	677	2875.567260
25	715	2865.579941
26	883	2860.229240
27	823	2831.169322
28	99	2780.763314
29	127	2755.192371
30	683	2731.829657
31	648	2718.754853
32	393	2683.966997
33	747	2674.007956
34	276	2663.059279
35	898	2635.217074
36	441	2612.581509
37	945	2606.959109
38	196	2598.957378
39	125	2594.815997
40	432	2582.607112
41	678	2569.684484
42	147	2565.180531
43	97	2536.263922
44	437	2520.016441
45	850	2504.139739
46	121	2500.687548
47	756	2495.072298
48	720	2471.244452
49	814	2467.751772
50	476	2442.079649
51	620	2434.095480
52	62	2433.826953
53	71	2433.578730
54	951	2431.051403
55	11	2411.034335
56	759	2399.620571
57	694	2385.055866
58	662	2383.454631
59	626	2382.825740
60	794	2374.443998
61	763	2371.377994
62	935	2347.766359
63	93	2345.567609
64	679	2343.662370
65	265	2339.251760
66	954	2339.233528
67	221	2324.707321
68	975	2324.170794
69	878	2319.780196
70	416	2306.607803
71	641	2298.142475
72	576	2287.596569
73	217	2276.124425
74	717	2267.616268
75	394	2260.203496
76	527	2254.054177
77	889	2249.145988
78	24	2247.339940
79	226	2240.375220
80	189	2236.263941
81	592	2229.549993
82	267	2226.528545
83	712	2224.267409
84	275	2203.306815
85	325	2201.252197
86	109	2200.940959
87	595	2196.468747
88	791	2176.390232
89	838	2174.323812
90	362	2171.744336
91	555	2167.365121
92	404	2162.594156
93	507	2161.810132
94	268	2156.750342
95	698	2155.742451
96	380	2149.656854
97	526	2142.837478
98	910	2141.032653
99	312	2136.179996
100	296	2133.571030
