Dataset: er_500_dense
Vertices: 500
Edges: 6211
Max Betweenness: 750.272040
Runtime (seconds): 0.063000
Memory Usage (MB): 0.06

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	422	750.272040
2	230	740.537981
3	464	661.072167
4	111	659.323036
5	241	655.586226
6	326	654.841960
7	4	654.165706
8	318	650.231603
9	439	640.920626
10	175	631.781283
11	463	613.362588
12	254	595.677029
13	153	595.020431
14	178	594.537888
15	99	591.827440
16	150	589.982218
17	187	589.395735
18	125	583.542049
19	341	579.583652
20	242	574.069148
21	356	567.392956
22	244	563.827199
23	139	559.117108
24	393	549.518743
25	34	548.228611
26	103	547.833861
27	101	546.221426
28	17	544.801286
29	63	540.683962
30	8	538.541741
31	164	535.227549
32	346	531.958054
33	282	529.122425
34	86	527.937809
35	411	519.199484
36	121	519.116191
37	2	516.520188
38	145	513.654232
39	353	509.130842
40	460	506.687057
41	454	504.515934
42	172	503.722781
43	320	496.779866
44	446	491.540814
45	24	489.458897
46	497	487.834032
47	286	481.453453
48	373	477.304236
49	88	475.072851
50	57	473.675915
51	481	469.093964
52	361	469.022639
53	408	468.310207
54	392	467.604105
55	370	466.766810
56	500	464.016224
57	323	463.634070
58	42	463.146054
59	94	462.177172
60	350	460.851141
61	198	460.349696
62	163	457.730056
63	418	457.719986
64	343	455.862487
65	41	454.950457
66	368	454.515934
67	336	450.593893
68	77	450.580935
69	61	449.308154
70	297	445.829359
71	482	444.331552
72	416	442.919079
73	232	442.521421
74	128	440.675402
75	426	438.350132
76	228	437.342841
77	35	434.554814
78	143	433.739154
79	124	432.466844
80	216	431.592174
81	266	429.289955
82	443	426.667137
83	345	425.578056
84	169	422.638820
85	87	422.550487
86	272	422.499353
87	56	422.294331
88	52	422.190875
89	301	421.818443
90	371	421.446713
91	109	421.425951
92	188	420.911123
93	40	420.374536
94	117	418.045872
95	38	413.389251
96	331	410.511730
97	156	409.272608
98	183	408.764797
99	262	408.148268
100	398	407.798207
