Dataset: ba_10k_m3
Vertices: 10000
Edges: 29991
Max Betweenness: 5242365.306738
Runtime (seconds): 14.512000
Memory Usage (MB): 0.53

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	1	5242365.306738
2	6	3459757.003073
3	3	2993556.269850
4	7	2486467.119429
5	10	2388175.953396
6	13	2209021.691969
7	19	1843447.115422
8	8	1804770.241252
9	9	1751591.449961
10	5	1685099.612368
11	11	1509609.243541
12	20	1500126.404406
13	22	1391638.536060
14	12	1350219.858524
15	46	1329373.839938
16	48	1249529.776525
17	14	1163385.795309
18	17	1132541.898317
19	24	1028460.676543
20	26	1003156.135097
21	15	976512.456984
22	32	942870.489730
23	35	849597.415865
24	65	803310.420042
25	33	802356.640177
26	2	801660.508119
27	58	689683.138484
28	30	658608.241357
29	27	639365.522895
30	31	617836.293384
31	37	599598.046389
32	18	574994.056719
33	62	568528.447616
34	21	515291.381420
35	39	507539.528340
36	36	469977.945753
37	67	446140.449479
38	51	434712.366372
39	88	433270.598308
40	101	425439.055382
41	124	418485.570023
42	38	416637.498829
43	61	400480.772696
44	107	385708.178723
45	34	380653.356720
46	155	368441.306510
47	128	365051.947564
48	118	363018.252745
49	55	362653.361620
50	82	356672.480166
51	159	350151.345755
52	45	346113.800211
53	103	345962.536449
54	74	343658.396309
55	59	341634.029408
56	150	322911.924100
57	145	316548.234577
58	95	313135.203032
59	66	310847.461485
60	47	309756.283923
61	126	305621.587377
62	152	299882.570445
63	72	296192.138889
64	64	291070.616891
65	109	289387.016401
66	141	287166.841252
67	91	284359.307329
68	73	282790.036918
69	86	277486.910829
70	93	275308.118786
71	178	271967.673756
72	180	267227.478683
73	63	264834.090730
74	54	255158.564650
75	41	252990.483298
76	42	251546.542203
77	75	250276.479601
78	16	247553.608062
79	96	246180.202114
80	70	245200.273824
81	140	235503.586355
82	53	231693.205752
83	44	229495.459960
84	81	226123.825753
85	147	224204.125594
86	229	222228.346185
87	23	221629.790805
88	76	220774.857453
89	227	218143.127778
90	248	216125.297949
91	28	216078.193024
92	92	206776.214612
93	52	204087.009151
94	149	201756.377382
95	97	200630.794331
96	135	199832.330172
97	129	199616.873020
98	98	199276.237276
99	254	196196.323198
100	164	194919.642083
