Dataset: ba_1k_m3
Vertices: 1000
Edges: 2991
Max Betweenness: 94736.517687
Runtime (seconds): 0.099000
Memory Usage (MB): 0.05

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	5	94736.517687
2	6	67385.220932
3	12	45426.788213
4	1	36235.900539
5	17	32654.136085
6	9	32203.902919
7	22	20130.401803
8	2	19880.371548
9	23	19239.090711
10	15	18247.330679
11	13	17200.223790
12	20	16406.580283
13	43	14976.693136
14	7	14224.921288
15	21	13943.142462
16	10	13570.166233
17	4	13246.557552
18	36	12485.686134
19	8	10915.643358
20	76	10555.333523
21	56	9546.750760
22	25	9311.067593
23	14	8356.653320
24	73	7944.536740
25	38	7198.777299
26	64	7089.447341
27	44	7065.867022
28	94	6883.006297
29	28	6816.959127
30	51	6741.766568
31	19	6305.440307
32	11	6101.034615
33	53	5922.767722
34	131	5790.787839
35	183	5748.589429
36	85	5733.516792
37	18	5725.110439
38	119	5590.763338
39	135	5529.288496
40	98	5498.676909
41	153	5465.793433
42	33	5183.862486
43	47	5141.832818
44	75	5109.973191
45	35	5004.247221
46	27	4986.598329
47	84	4957.457338
48	70	4786.521520
49	37	4701.447989
50	81	4573.104141
51	168	4261.991344
52	145	4226.839067
53	115	4192.781492
54	16	4163.665389
55	143	4045.411827
56	63	3936.536533
57	121	3936.022388
58	125	3844.156112
59	57	3792.744168
60	26	3737.869194
61	46	3725.960112
62	139	3598.130789
63	87	3430.966497
64	148	3430.259100
65	29	3386.993072
66	69	3354.907918
67	152	3286.661215
68	128	3231.092745
69	74	3193.914657
70	273	3153.651379
71	103	3144.019082
72	32	2913.732150
73	352	2886.251483
74	77	2861.971643
75	267	2836.337038
76	106	2834.192411
77	238	2818.204732
78	174	2721.955218
79	39	2699.671561
80	78	2599.350978
81	189	2595.963750
82	296	2583.374337
83	200	2579.493021
84	154	2435.937670
85	92	2412.097022
86	479	2399.612278
87	322	2398.181313
88	34	2373.336446
89	211	2367.137233
90	52	2356.771836
91	276	2355.868765
92	41	2331.592687
93	137	2285.828843
94	40	2251.915655
95	167	2245.153298
96	155	2229.679329
97	45	2214.391899
98	150	2201.999225
99	253	2201.465351
100	173	2186.793724
