Dataset: er_10k_sparse
Vertices: 10000
Edges: 25210
Max Betweenness: 221234.630459
Runtime (seconds): 13.545000
Memory Usage (MB): 0.50

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	1510	221234.630459
2	2389	193974.877202
3	9250	184305.713702
4	8366	182556.981877
5	2454	176450.882129
6	4397	164324.662495
7	5127	163715.288556
8	8530	163651.067323
9	9617	161812.523041
10	4719	159162.724392
11	1958	146665.711855
12	3540	146260.773772
13	1773	145804.148149
14	3743	140882.946414
15	6336	139556.430646
16	9665	138512.797465
17	9546	137224.174322
18	7149	133795.688150
19	1587	131913.552370
20	7546	131603.396628
21	5144	131512.213739
22	5136	130919.960510
23	8676	130530.926009
24	3514	130328.330919
25	4857	129543.129395
26	3652	129358.111870
27	861	129172.181396
28	3175	128548.902005
29	3059	126528.883400
30	6538	126514.363729
31	2156	126469.322348
32	9499	126361.414569
33	5289	125570.585512
34	9980	124371.530274
35	9755	123652.346535
36	7112	123597.377741
37	6897	122942.673266
38	1672	122630.521426
39	8710	121883.946323
40	8831	120797.092113
41	3357	118733.260713
42	5972	118295.931299
43	8564	118157.075888
44	103	116639.681336
45	9723	115911.677453
46	1316	115777.864794
47	1799	115281.476080
48	886	115187.350591
49	6177	114825.151599
50	910	114761.207707
51	7036	114239.758951
52	5043	113920.659872
53	5017	113752.382904
54	395	112797.399750
55	3884	112637.912459
56	9888	110548.944817
57	4136	109287.592946
58	2393	109091.513079
59	8631	108967.476375
60	4951	107786.466271
61	9349	107509.941859
62	6497	107509.427721
63	7427	107122.962856
64	8647	106178.229823
65	3142	105900.396295
66	8282	105697.447735
67	8589	105595.013769
68	9315	105417.848770
69	8043	105411.591179
70	3694	104975.845242
71	6290	104771.794468
72	3475	104669.319125
73	471	104648.978419
74	7696	104382.789184
75	1386	104240.505652
76	3646	103838.817180
77	6860	103822.529178
78	4709	103481.300580
79	1119	103360.173230
80	6390	102721.316057
81	2675	102495.603755
82	5105	102483.582326
83	3214	102421.086210
84	2406	102292.476949
85	3603	101771.072209
86	2850	101364.812627
87	3781	100903.792609
88	1539	100455.426236
89	3213	100116.616861
90	1382	99800.954281
91	8407	99643.052409
92	3723	99499.351743
93	9136	99427.058199
94	2412	99211.289688
95	5471	98533.048406
96	377	98453.409325
97	9810	98446.552537
98	6310	98409.236741
99	3506	98209.928872
100	8821	98011.297233
