Dataset: er_500_sparse
Vertices: 500
Edges: 1245
Max Betweenness: 3103.541556
Runtime (seconds): 0.074000
Memory Usage (MB): 0.02

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	234	3103.541556
2	32	3012.946539
3	368	2889.312670
4	489	2733.969794
5	455	2701.397761
6	337	2668.883063
7	314	2651.955253
8	487	2593.427311
9	26	2531.432243
10	44	2515.978311
11	82	2515.878127
12	326	2503.267243
13	216	2420.581324
14	48	2337.000782
15	241	2285.631300
16	206	2251.618039
17	232	2226.180023
18	299	2208.689760
19	460	2097.326920
20	202	2085.925598
21	286	2024.464689
22	283	1914.025168
23	25	1907.768727
24	235	1867.566609
25	180	1859.779518
26	195	1858.580615
27	328	1854.566269
28	456	1847.814333
29	343	1806.297717
30	42	1804.317309
31	19	1799.477776
32	498	1770.108692
33	491	1763.113487
34	184	1762.742268
35	278	1746.533615
36	3	1736.248908
37	300	1731.831851
38	165	1730.755381
39	463	1728.471484
40	412	1715.209039
41	444	1713.390721
42	228	1661.471817
43	364	1658.743575
44	296	1652.145418
45	496	1649.976714
46	471	1635.993985
47	141	1626.004239
48	245	1618.311305
49	153	1605.544171
50	404	1602.413266
51	443	1596.241072
52	217	1595.905146
53	350	1595.488072
54	68	1586.064904
55	113	1563.314813
56	351	1554.269397
57	383	1554.020999
58	295	1512.418764
59	316	1499.970103
60	215	1497.833376
61	63	1494.506331
62	225	1449.859843
63	137	1429.473199
64	81	1429.017873
65	8	1422.585016
66	477	1393.421961
67	103	1388.148637
68	357	1380.192767
69	221	1366.295299
70	288	1364.463346
71	183	1355.632578
72	488	1352.829598
73	101	1340.054994
74	256	1338.563618
75	105	1327.531130
76	315	1314.229365
77	396	1304.607832
78	56	1301.831313
79	69	1291.610715
80	470	1290.333856
81	366	1278.534456
82	192	1277.350226
83	131	1266.230091
84	421	1264.927545
85	87	1262.026351
86	308	1255.857329
87	127	1240.837191
88	341	1240.684804
89	420	1239.602697
90	31	1226.892687
91	395	1226.419346
92	390	1219.395139
93	340	1218.231763
94	116	1214.922845
95	449	1211.621554
96	348	1209.289299
97	71	1201.234574
98	344	1199.669925
99	495	1198.722646
100	52	1189.062350
