Dataset: er_100_dense
Vertices: 100
Edges: 1002
Max Betweenness: 93.994539
Runtime (seconds): 0.002000
Memory Usage (MB): 0.01

=== Top 100 Vertices by Betweenness Centrality ===
Rank	Vertex_ID	Betweenness
1	74	93.994539
2	33	83.516387
3	61	76.854433
4	2	74.615600
5	53	73.644454
6	16	73.620024
7	42	72.893889
8	24	72.563062
9	40	72.078878
10	66	70.178953
11	12	70.154082
12	78	69.215210
13	1	67.877053
14	48	67.428219
15	23	61.399605
16	37	60.800575
17	93	58.865197
18	28	58.799354
19	63	56.449877
20	32	55.711894
21	14	52.701127
22	88	52.548371
23	3	51.737085
24	67	51.370313
25	85	50.550827
26	70	49.532350
27	57	49.307870
28	84	49.038847
29	46	48.545635
30	35	47.534131
31	77	46.796713
32	56	46.478784
33	89	45.559152
34	27	45.321933
35	47	45.170699
36	100	43.782085
37	62	43.155550
38	49	42.877650
39	69	42.528678
40	80	41.442184
41	30	41.377732
42	72	40.735901
43	83	39.368100
44	10	39.328105
45	15	39.027593
46	90	39.022943
47	96	38.162309
48	36	37.594235
49	50	36.212039
50	94	36.107573
51	25	36.071541
52	86	35.637340
53	34	34.172523
54	75	34.167077
55	39	33.250088
56	95	33.226594
57	11	33.141309
58	82	32.285339
59	26	32.126897
60	43	32.097827
61	29	31.998971
62	17	31.790105
63	7	31.066711
64	5	30.396623
65	6	30.194442
66	79	30.098342
67	58	29.113396
68	19	29.063897
69	73	28.994014
70	81	28.733042
71	68	28.175100
72	9	28.116142
73	41	27.914719
74	71	26.807952
75	91	26.542982
76	87	26.469886
77	99	25.979951
78	22	25.720953
79	44	25.503431
80	65	25.298127
81	38	24.747236
82	45	24.285076
83	31	23.543055
84	18	23.375780
85	55	23.029000
86	52	21.045636
87	21	20.916687
88	59	20.869432
89	8	20.836917
90	4	19.318268
91	60	18.703065
92	97	18.161655
93	20	18.099480
94	92	17.333080
95	76	15.489205
96	64	14.644196
97	54	14.154428
98	51	13.229314
99	13	12.551424
100	98	10.933947
