Node,Hub
100,0.0761897363
1002,0.0000000000
1,0.0000000000
4,0.0234833888
7,0.0445295469
8,0.0698708069
12,0.0333565386
24,0.0416405517
26,0.0406364778
38,0.0717030836
41,0.0564771703
45,0.0831145227
47,0.1758763414
56,0.0539059727
57,0.0675071130
60,0.0985935696
67,0.1469975403
74,0.1097448382
82,0.1463764227
84,0.1313149309
85,0.1637653354
91,0.1519943414
96,0.1423955219
2,0.0000000000
9,0.0280333991
11,0.0219897453
13,0.0344813601
17,0.0292961646
20,0.0339884546
23,0.0641488525
29,0.0806755237
32,0.0775035957
33,0.0534124604
51,0.0821206663
55,0.1500301952
58,0.0805993858
59,0.0927110717
62,0.1468691062
65,0.1869679756
73,0.1225168864
75,0.1057606631
77,0.1550717363
80,0.1230059865
86,0.1178707055
92,0.1015367320
95,0.1143486988
98,0.1696770070
3,0.0000000000
10,0.0291903258
14,0.0354588043
25,0.0705013633
30,0.0515244829
36,0.0998346415
50,0.1857662649
64,0.1043036120
68,0.1700711914
69,0.1310802635
76,0.1594404381
83,0.1102699061
97,0.1648758126
5,0.0156924569
18,0.0639042928
34,0.0684382369
39,0.0877704869
40,0.0713265965
43,0.0815863354
46,0.1137690823
48,0.0697919994
53,0.0748608713
54,0.1013014363
66,0.1512293759
70,0.1413552463
99,0.1426579057
31,0.0974040173
44,0.0601345092
81,0.0884423478
93,0.1233281376
94,0.1097901700
6,0.0000000000
15,0.0212754842
28,0.0436569280
52,0.1142893024
87,0.1554874784
49,0.0730868771
71,0.1375319163
78,0.1047892048
79,0.1381669445
89,0.0983693268
21,0.0291504170
90,0.0606861097
42,0.0593332698
63,0.1017015802
72,0.1061877130
22,0.0201612861
27,0.0266094508
61,0.0737886723
88,0.1452640588
19,0.0339036490
37,0.0764203128
16,0.0000000000
35,0.0521303008
