Node,Hub,Authority
500,0.0493080002,0.0000000000
1245,0.0000000000,0.0000000000
1,0.0000000000,0.1122692716
115,0.0607312476,0.0032954106
164,0.0536082406,0.0232624091
226,0.0952501832,0.0011045011
298,0.0247092032,0.0359096521
321,0.0926160760,0.0453597521
366,0.1541247707,0.0068205149
378,0.0290687877,0.0133792645
2,0.0000000000,0.0032674583
81,0.0092040985,0.0641331404
196,0.0056419597,0.0370973300
3,0.0000000000,0.1924617301
47,0.0423586608,0.0216926771
107,0.0423586608,0.0259988464
130,0.0522222984,0.0290995542
283,0.0923593843,0.0403346959
314,0.1646107478,0.0173461611
410,0.0785684967,0.0230493832
414,0.0713867619,0.0279223732
489,0.3306102999,0.0000000000
4,0.0000000000,0.0291959258
71,0.0125713184,0.0399756451
89,0.0064256947,0.0027872752
207,0.0328246023,0.0000000000
444,0.0808334540,0.0067026251
5,0.0000000000,0.0603328119
144,0.0132785729,0.0252424702
197,0.0376557897,0.0343127528
308,0.0585488462,0.0417057670
436,0.0720297846,0.0000000000
6,0.0000000000,0.0220124436
209,0.0133296588,0.0818915557
305,0.0543590450,0.0000000000
354,0.0323274658,0.0115318915
7,0.0000000000,0.0261858721
49,0.0057632158,0.0375125751
374,0.0242122612,0.0094684785
490,0.0304541430,0.0000000000
8,0.0000000000,0.0953580160
32,0.0209872262,0.2377110378
160,0.0579977021,0.0381326717
358,0.0236019527,0.0000000000
407,0.0430542463,0.0349171293
496,0.1574875903,0.0000000000
9,0.0000000000,0.0759965005
181,0.0257649509,0.0356881659
304,0.0495011291,0.0763744007
326,0.2081209339,0.0060896088
429,0.0619125693,0.0000000000
10,0.0000000000,0.0485379229
192,0.0629478923,0.0899098929
254,0.0272009382,0.1174343927
372,0.0505182435,0.0053288635
422,0.0798711516,0.0000000000
11,0.0000000000,0.0330481575
56,0.0072735275,0.1599490705
82,0.0151858606,0.0346499933
146,0.0167558081,0.0023849434
302,0.0079628530,0.0246947885
327,0.0600135398,0.0000000000
485,0.0429665709,0.0000000000
12,0.0000000000,0.0118879395
25,0.0026164017,0.0223674724
171,0.0513978526,0.0296493096
13,0.0000000000,0.0265624731
16,0.0058461014,0.0264897830
145,0.0058461014,0.0256086027
296,0.1013349045,0.0146797770
312,0.0076629603,0.0550745408
14,0.0000000000,0.0032706187
19,0.0007198264,0.1843461208
248,0.0007198264,0.1018219803
392,0.0134207561,0.0292322418
15,0.0000000000,0.0743775114
60,0.0185501237,0.0358165195
236,0.0334673468,0.0142695576
310,0.0373315587,0.0125845610
385,0.0572415189,0.0000000000
435,0.0312952683,0.0000000000
488,0.1600580428,0.0000000000
329,0.0523389395,0.0178066104
468,0.0249992864,0.0000000000
491,0.0430210952,0.0000000000
17,0.0000000000,0.0379618908
199,0.0301013987,0.0691810985
225,0.0195687869,0.0238972307
227,0.0199723175,0.0235937935
473,0.0496447460,0.0031083801
494,0.0531970632,0.0000000000
18,0.0000000000,0.0200200639
63,0.0044061908,0.0314835107
