Node,Authority
10000,0.0000000000
25210,0.0000000000
1,0.0029318590
1880,0.0084201038
2409,0.0066232169
6293,0.0009926404
8519,0.0000000000
2,0.0038357173
4754,0.0106475638
5581,0.0008649222
6079,0.0045060389
8947,0.0000000000
3,0.0054998276
479,0.0017696925
1994,0.0094561055
3434,0.0138582103
7253,0.0000000000
8954,0.0069944548
9508,0.0010534058
9803,0.0000000000
4,0.0118182737
319,0.0122171071
1520,0.0060614985
2058,0.0023856247
2063,0.0094179272
3273,0.0009969082
4596,0.0071166532
6550,0.0032916626
7215,0.0017095384
7869,0.0000000000
5,0.0033192656
33,0.0176861267
387,0.0040774115
3548,0.0052629722
4839,0.0051164274
7195,0.0039931839
7932,0.0040587351
6,0.0132451568
379,0.0170768017
1231,0.0018710404
2042,0.0030989750
3576,0.0023032683
4379,0.0106184327
6271,0.0036132133
8493,0.0015150265
9624,0.0005969490
7,0.0097942707
4499,0.0037837813
8364,0.0016305854
9191,0.0020370703
9738,0.0000000000
8,0.0107570918
2062,0.0131016542
4906,0.0017976557
6178,0.0020310774
8015,0.0011395953
8149,0.0000000000
9,0.0097673488
2958,0.0024706254
5018,0.0022949911
6110,0.0002128073
8259,0.0000000000
9953,0.0000000000
10,0.0140957034
1173,0.0108177102
2988,0.0230917401
3231,0.0023596669
3424,0.0024725204
3823,0.0041900254
7776,0.0000000000
7800,0.0003534240
7912,0.0017823180
8068,0.0000000000
8329,0.0012489799
11,0.0065860642
1071,0.0144307491
2751,0.0004918061
3128,0.0087322403
3232,0.0023322556
4778,0.0030371668
7693,0.0134866625
12,0.0218731327
1588,0.0147183466
2396,0.0004795335
3583,0.0000000000
4621,0.0032863482
6833,0.0010920917
8150,0.0000000000
8746,0.0000000000
9307,0.0014909768
13,0.0142511247
5338,0.0004114805
6857,0.0029686678
7477,0.0055351452
8652,0.0000000000
9607,0.0000000000
9646,0.0000000000
9774,0.0000000000
14,0.0030004014
463,0.0075634093
1329,0.0000000000
1460,0.0052609836
1976,0.0050219658
15,0.0007776451
203,0.0007845593
251,0.0177622765
6137,0.0002339136
9234,0.0000000000
16,0.0352594564
877,0.0029930413
4380,0.0028343651
4950,0.0130971265
6054,0.0000000000
6571,0.0000000000
7341,0.0002925304
7437,0.0000000000
7641,0.0016237863
9207,0.0000000000
17,0.0309872994
2549,0.0193104397
3364,0.0015610105
4785,0.0171128025
6684,0.0000000000
7060,0.0061306237
8380,0.0010971750
8597,0.0000000000
9249,0.0000000000
9267,0.0000000000
9498,0.0000000000
18,0.0020605787
347,0.0014540401
1305,0.0028112825
1492,0.0065202681
19,0.0144555725
2542,0.0005969977
4374,0.0001712509
7808,0.0070761226
8413,0.0001279223
9526,0.0000000000
9776,0.0000000000
20,0.0019723444
3362,0.0122776896
9867,0.0000000000
21,0.0047501816
6367,0.0037974776
9400,0.0009284782
22,0.0213796927
1235,0.0003187588
2357,0.0015253617
2518,0.0004210670
6548,0.0224944126
6831,0.0015226192
7112,0.0014742143
8487,0.0010992988
23,0.0013865312
211,0.0118858069
1142,0.0018105474
2418,0.0191424622
5252,0.0013828128
6350,0.0019620017
24,0.0111409667
3500,0.0057415698
5495,0.0000000000
9441,0.0000000000
9468,0.0000000000
25,0.0027318294
4668,0.0123006121
5971,0.0084416891
9522,0.0000000000
9925,0.0000000000
26,0.0033666464
388,0.0063237205
423,0.0031127490
5276,0.0018106765
6159,0.0013916052
8255,0.0000000000
27,0.0022781264
2210,0.0033038809
5091,0.0115023106
5305,0.0134348853
28,0.0186921608
1043,0.0072820074
2583,0.0103198338
3333,0.0256012609
3911,0.0007315200
4187,0.0000000000
4859,0.0148407074
4978,0.0118723741
6377,0.0043212470
8774,0.0072779250
29,0.0044187540
799,0.0071645699
1916,0.0187232810
3743,0.0473819363
30,0.0106774280
1376,0.0078419890
2859,0.0011029254
5511,0.0000000000
7853,0.0128849921
9041,0.0013140182
31,0.0397789350
2016,0.0041623943
2921,0.0045424237
4902,0.0088607379
4993,0.0053844343
5469,0.0456674903
7255,0.0003092993
32,0.0050658941
1345,0.0021293938
4806,0.0148482865
6432,0.0008299456
7153,0.0042792529
7231,0.0000000000
8402,0.0023666849
416,0.0068030884
1175,0.0077142934
2950,0.0037159501
3463,0.0050674212
4580,0.0003539952
6896,0.0035363048
7661,0.0016522637
8323,0.0001431175
9434,0.0000000000
34,0.0042351012
3483,0.0071770223
4211,0.0050649449
35,0.0205222158
565,0.0086300235
1673,0.0225870578
2008,0.0059947933
2207,0.0034958916
3061,0.0064305437
3110,0.0114306094
7744,0.0000000000
8647,0.0060567074
8952,0.0009185166
9273,0.0000000000
36,0.0075886215
389,0.0070298194
401,0.0041759430
433,0.0137206387
1078,0.0017792410
2757,0.0023549830
3278,0.0065268875
6765,0.0019745665
37,0.0005540132
3453,0.0026980797
5069,0.0241659458
38,0.0125708538
974,0.0046951806
2240,0.0054206382
4684,0.0054292626
5811,0.0011528322
7241,0.0000000000
8017,0.0071387820
39,0.0088039122
666,0.0013773189
914,0.0116823708
1039,0.0039330067
2376,0.0141213439
4875,0.0004371693
5308,0.0034287214
5367,0.0011955319
6902,0.0000000000
8374,0.0000000000
8749,0.0000000000
9283,0.0038604144
41,0.0126842297
2523,0.0011987962
2856,0.0080177265
3821,0.0089127809
3979,0.0048033237
4589,0.0179100251
4709,0.0096381366
5561,0.0000000000
7169,0.0004774377
8787,0.0000000000
42,0.0129130663
3305,0.0047329549
5641,0.0065045197
7546,0.0069257051
9559,0.0000000000
43,0.0090939955
229,0.0056990660
305,0.0032432668
1597,0.0277166422
3089,0.0157841142
7354,0.0010271911
7830,0.0050167091
8745,0.0000000000
8750,0.0031007589
44,0.0127986324
1168,0.0045072675
2462,0.0143765212
3279,0.0072935128
5486,0.0062926140
5749,0.0024831259
5905,0.0000000000
6830,0.0096655879
8179,0.0015751463
9724,0.0000000000
45,0.0079443971
1044,0.0112500382
4004,0.0013302659
5809,0.0123459968
7944,0.0017457245
8154,0.0000000000
46,0.0141172675
2198,0.0222659323
3610,0.0019266854
4117,0.0012105665
7222,0.0127634967
8539,0.0004273200
9067,0.0012869914
9911,0.0000000000
47,0.0118669951
