Node,Hub
100,0.0558462682
256,0.0000000000
1,0.0000000000
33,0.0753690990
44,0.0369954839
70,0.0925947873
88,0.0739668303
2,0.0000000000
6,0.0710428963
12,0.1319837628
16,0.0710428963
38,0.1045877487
56,0.2866782173
84,0.1227310380
87,0.2299739220
98,0.3553621235
3,0.0000000000
17,0.0346566419
42,0.0709049058
55,0.0750112059
86,0.2027316108
4,0.0000000000
20,0.0832387953
22,0.0153961662
50,0.0127268617
67,0.1346742663
5,0.0000000000
18,0.0705119336
24,0.0721325584
47,0.0954654824
49,0.1072442324
54,0.1688429127
73,0.0866427825
57,0.0648229637
59,0.0475484126
64,0.0439358376
65,0.0427719689
72,0.1348022338
89,0.0727338282
7,0.0000000000
31,0.1442251218
8,0.0000000000
14,0.0050662837
81,0.0928752209
9,0.0000000000
19,0.0056585515
83,0.1037323116
10,0.0000000000
82,0.0312772324
11,0.0000000000
51,0.0475460465
94,0.0623377693
99,0.0701058489
15,0.0035439643
32,0.0505268291
62,0.0107037101
75,0.0037372861
13,0.0000000000
27,0.0433222024
35,0.1441795547
41,0.0364577557
58,0.0407796890
66,0.0812101292
97,0.3588536126
26,0.0390949388
34,0.0390949388
76,0.2106472951
93,0.2369734314
48,0.0336787513
90,0.0919330843
71,0.0864058019
91,0.0747047133
39,0.0610985710
60,0.0931284969
43,0.0308382369
46,0.1482390928
69,0.1321432286
80,0.0218119760
85,0.1393261087
92,0.1211512564
21,0.0000000000
29,0.0362069516
30,0.0692111014
23,0.0000000000
96,0.0893810630
25,0.0000000000
40,0.0113094105
74,0.0648637879
37,0.0335376471
63,0.0353671016
95,0.1646652576
28,0.0000000000
52,0.0335448524
36,0.0000000000
78,0.0381628322
77,0.0246866392
45,0.0000000000
68,0.0274653928
53,0.0000000000
61,0.0000000000
79,0.0237309948
