Node,Hub,Authority
5000,0.4980720020,0.0000000000
15000,0.0000000000,0.0000000000
1,0.0000000000,0.4052955253
2,0.1125940378,0.4699513733
3,0.2431499394,0.2822166780
4999,0.5145983443,0.1383680146
4,0.1909958788,0.0984693022
4998,0.3975708899,0.2813271664
5,0.2363132292,0.0435168489
2699,0.1995119324,0.0340087423
6,0.0904911374,0.0212481808
7,0.0453476819,0.0101257831
2628,0.0381122742,0.0023685879
2644,0.0346786906,0.0033584331
8,0.0208052112,0.0058188481
9,0.0103324331,0.0031739770
10,0.0053112881,0.0010979582
11,0.0028032928,0.0001360104
1994,0.0024985834,0.0003887225
1082,0.0011935489,0.0000746803
1898,0.0011318300,0.0001513405
461,0.0009850620,0.0000470132
12,0.0003428054,0.0001179389
13,0.0003377850,0.0000284099
904,0.0004683291,0.0000515372
891,0.0000586799,0.0000092631
148,0.0000880975,0.0000174942
14,0.0000406568,0.0000195608
15,0.0000460909,0.0000078832
16,0.0000155166,0.0000042447
17,0.0000088033,0.0000024727
18,0.0000040561,0.0000019925
19,0.0000024197,0.0000042618
20,0.0000024244,0.0000021238
21,0.0000023275,0.0000030671
22,0.0000026260,0.0000044937
4110,0.0000079613,0.0000079814
23,0.0000026904,0.0000093538
3842,0.0000057221,0.0000164767
24,0.0000038469,0.0000208436
25,0.0000096374,0.0000232009
26,0.0000148344,0.0000899853
2862,0.0000053501,0.0000004945
27,0.0000372344,0.0007393792
1289,0.0000133208,0.0000033520
28,0.0000314439,0.0000893674
29,0.0002552304,0.0000214720
189,0.0003248844,0.0000547246
989,0.0003253662,0.0000126151
3964,0.0017559761,0.0003330408
30,0.0000307920,0.0000175316
31,0.0000356624,0.0000264996
32,0.0000108355,0.0000157506
33,0.0000166078,0.0000293307
34,0.0000198857,0.0000276329
4784,0.0000588921,0.0001953767
35,0.0000202005,0.0001787742
36,0.0000654897,0.0000219500
37,0.0000137745,0.0000072765
38,0.0000557627,0.0000048687
4728,0.0000814334,0.0000341816
1759,0.0004408157,0.0000094489
39,0.0000094719,0.0000119711
40,0.0000033740,0.0000034798
1332,0.0000045598,0.0000082152
1865,0.0000087849,0.0000123534
41,0.0000046782,0.0000080278
42,0.0000065225,0.0000024315
2250,0.0000318863,0.0000507446
43,0.0000038724,0.0000015921
4310,0.0000021266,0.0000021183
44,0.0000033479,0.0000014754
3123,0.0000151411,0.0000029457
45,0.0000015276,0.0000070817
46,0.0000008522,0.0000019838
47,0.0000029283,0.0000013800
48,0.0000029018,0.0000013422
1615,0.0000196505,0.0000095151
49,0.0000013074,0.0000061430
50,0.0000007562,0.0000024738
51,0.0000027667,0.0000034248
52,0.0000033452,0.0000041522
4436,0.0000159999,0.0000052945
53,0.0000027922,0.0000147030
54,0.0000061896,0.0000026099
55,0.0000059632,0.0000020453
2414,0.0000231844,0.0000247039
1638,0.0000175836,0.0000138489
56,0.0000012932,0.0000030381
57,0.0000021372,0.0000090667
58,0.0000039310,0.0000054138
59,0.0000048668,0.0000142353
60,0.0000079775,0.0000042593
1140,0.0000158590,0.0000164046
61,0.0000066419,0.0000449038
62,0.0000051379,0.0000085218
353,0.0000314807,0.0000119453
63,0.0000035507,0.0000178394
64,0.0000197979,0.0000023698
1911,0.0001212114,0.0000743648
3731,0.0000206235,0.0000089053
65,0.0000073233,0.0000033892
1570,0.0000116295,0.0000007838
2462,0.0000254525,0.0000341510
66,0.0000015999,0.0000008697
67,0.0000009000,0.0000009722
4102,0.0000060303,0.0000385154
68,0.0000014532,0.0000009556
1486,0.0000091458,0.0000039931
69,0.0000007771,0.0000026387
70,0.0000012686,0.0000014217
71,0.0000013935,0.0000052803
2905,0.0000068349,0.0000085204
72,0.0000018618,0.0000345535
73,0.0000018618,0.0000151785
74,0.0000152828,0.0000168324
75,0.0000184921,0.0000430787
3397,0.0000906026,0.0000139441
76,0.0000208604,0.0000165296
77,0.0000212358,0.0000114753
509,0.0001129668,0.0000257607
78,0.0000077800,0.0000355302
79,0.0000176505,0.0000101321
4742,0.0000128286,0.0000015412
80,0.0000158733,0.0000077407
81,0.0000148357,0.0000028616
4203,0.0000255778,0.0000041658
2221,0.0000539508,0.0000210138
82,0.0000057602,0.0000014385
83,0.0000033450,0.0000005292
3209,0.0000039204,0.0000028101
84,0.0000011946,0.0000003289
85,0.0000006380,0.0000002558
86,0.0000003095,0.0000002661
2134,0.0000009569,0.0000006795
87,0.0000002364,0.0000008278
88,0.0000003750,0.0000009813
89,0.0000003465,0.0000020489
90,0.0000005026,0.0000066274
1141,0.0000021018,0.0000290885
91,0.0000026829,0.0000232952
92,0.0000024103,0.0000376134
633,0.0000022810,0.0000047842
93,0.0000187620,0.0000019399
94,0.0000169209,0.0000005733
3265,0.0000481698,0.0000092448
2794,0.0000336912,0.0000050001
2107,0.0000660164,0.0001624985
95,0.0000006982,0.0000487620
96,0.0000006982,0.0000018281
4437,0.0000055865,0.0000069070
97,0.0000006671,0.0000055325
3948,0.0000383768,0.0000763057
4798,0.0000479824,0.0000106171
3781,0.0000263149,0.0000047139
3333,0.0000628374,0.0001420872
98,0.0000020448,0.0000065637
99,0.0000038683,0.0000383032
100,0.0000140014,0.0000115041
344,0.0000057562,0.0000156953
102,0.0000197639,0.0000335727
4631,0.0000341484,0.0000061344
184,0.0000699612,0.0000307770
101,0.0000031959,0.0000213352
103,0.0000184497,0.0000839769
104,0.0000385832,0.0001121560
105,0.0000638139,0.0001110431
106,0.0000853357,0.0006931433
1926,0.0000378333,0.0000021693
1826,0.0000767124,0.0000569929
107,0.0002545665,0.0001042445
108,0.0000598084,0.0000996008
109,0.0002491899,0.0000345969
729,0.0019912896,0.0002924422
110,0.0000662410,0.0000209204
111,0.0000430929,0.0000201221
112,0.0000152013,0.0000136598
113,0.0000151967,0.0000203696
4124,0.0000170154,0.0000336566
114,0.0000150437,0.0000341096
3421,0.0000269898,0.0000016699
115,0.0000189295,0.0000871636
116,0.0000393494,0.0001109108
117,0.0000645024,0.0004147489
118,0.0001702468,0.0000664299
425,0.0000396565,0.0000047890
119,0.0001644868,0.0000333965
1721,0.0001851966,0.0000392872
2641,0.0009730068,0.0018842148
120,0.0000277325,0.0000690009
121,0.0000469015,0.0000616673
122,0.0000455784,0.0001965066
123,0.0000908915,0.0000496140
218,0.0000649978,0.0000144328
124,0.0000855057,0.0000197301
125,0.0000683741,0.0000195998
1537,0.0004625732,0.0000773528
126,0.0000247093,0.0000247390
127,0.0000177988,0.0000565940
2404,0.0000285074,0.0000064414
128,0.0000280399,0.0001307867
129,0.0000432062,0.0003174739
130,0.0001402523,0.0000925943
1861,0.0000354157,0.0000070554
131,0.0001502534,0.0000597795
1525,0.0001370393,0.0004090878
132,0.0001305271,0.0000366608
3599,0.0007217387,0.0001406261
133,0.0000525152,0.0000192356
134,0.0000321356,0.0000137547
135,0.0000193496,0.0000308989
3322,0.0000279592,0.0000019118
136,0.0000177489,0.0000486407
137,0.0000124051,0.0000274115
138,0.0000297118,0.0000261268
2549,0.0000198599,0.0000050016
2912,0.0000118821,0.0000037205
1337,0.0000195905,0.0000055735
139,0.0000283861,0.0000145207
2111,0.0001169808,0.0002118484
140,0.0000189073,0.0000137869
713,0.0000216509,0.0000023830
1274,0.0000467350,0.0000065042
141,0.0000078641,0.0000207613
142,0.0000136317,0.0000667060
3589,0.0000118576,0.0000011598
143,0.0000281292,0.0003991154
144,0.0000242991,0.0001102543
4457,0.0000086705,0.0000005689
145,0.0001600380,0.0000902687
2180,0.0000276484,0.0000014276
146,0.0001665839,0.0000523512
2756,0.0006838689,0.0013390647
1000,0.0004261698,0.0000288458
147,0.0000702503,0.0000384872
149,0.0000300956,0.0000172532
150,0.0000203451,0.0000103595
151,0.0000125310,0.0000215897
152,0.0000136688,0.0000079684
1589,0.0000155588,0.0000088950
153,0.0000110894,0.0000076147
154,0.0000103269,0.0000105701
4239,0.0000426273,0.0000089371
155,0.0000072656,0.0000171481
156,0.0000098157,0.0000773903
157,0.0000077003,0.0000645852
4610,0.0000132637,0.0000015663
