Node,Hub,Authority
1000,0.0243254612,0.0000000000
10174,0.0000000000,0.0000000000
1,0.0000000000,0.0336643061
24,0.0061601523,0.0537696434
73,0.0023742282,0.0488804779
149,0.0091016778,0.0338001434
186,0.0093003724,0.0354256841
212,0.0135997218,0.0302980521
248,0.0203005913,0.0322516789
263,0.0190984923,0.0407032827
301,0.0357114916,0.0537177765
320,0.0380519427,0.0247178806
336,0.0255218251,0.0259412536
366,0.0110603550,0.0446797485
373,0.0208174522,0.0343044668
493,0.0375269073,0.0121776521
514,0.0114435331,0.0108367370
554,0.0143098433,0.0274746171
563,0.0307814098,0.0307972434
566,0.0422087003,0.0101357356
691,0.0377775810,0.0118385895
930,0.0428374602,0.0000000000
938,0.0310271760,0.0039013681
995,0.0183167140,0.0000000000
2,0.0000000000,0.0426418687
5,0.0030073849,0.0275437990
14,0.0030073849,0.0766558055
36,0.0030073849,0.0312336352
47,0.0030073849,0.0486657962
189,0.0143020826,0.0506192860
225,0.0072844768,0.0256284402
294,0.0253476924,0.0263598180
425,0.0505153969,0.0293532522
428,0.0358972308,0.0423906114
444,0.0163421972,0.0187213015
491,0.0506703221,0.0124778343
568,0.0366742029,0.0183984669
630,0.0313328442,0.0127266305
652,0.0470093015,0.0242423190
676,0.0504669617,0.0283710902
746,0.0517073126,0.0064854934
824,0.0445430302,0.0108190116
836,0.0391888078,0.0086922229
993,0.0466833696,0.0000000000
3,0.0000000000,0.0536808169
27,0.0037859241,0.0383128175
88,0.0077466886,0.0716445073
197,0.0138704058,0.0328593611
241,0.0120734065,0.0500153745
280,0.0124371609,0.0377473837
284,0.0251001160,0.0453799546
302,0.0375083469,0.0378149056
313,0.0307556366,0.0301191421
420,0.0242677274,0.0396992488
449,0.0383282725,0.0270254432
461,0.0301419339,0.0356899603
486,0.0286222577,0.0229100394
575,0.0386025226,0.0247869420
646,0.0318660292,0.0209698254
744,0.0425468834,0.0254880141
758,0.0428368211,0.0235539209
788,0.0430992216,0.0169511296
873,0.0554676236,0.0071380080
911,0.0395801865,0.0050793878
923,0.0624332114,0.0031031866
937,0.0444713161,0.0021485924
948,0.0558680782,0.0036736537
966,0.0335731485,0.0000000000
4,0.0000000000,0.0633124089
67,0.0075652483,0.0513032741
100,0.0192939058,0.0492307469
128,0.0106787891,0.0401915519
292,0.0070186467,0.0345688791
298,0.0289847179,0.0302374998
391,0.0294360143,0.0282674501
403,0.0439889450,0.0432238885
467,0.0310305791,0.0119732541
471,0.0543345556,0.0300440416
480,0.0273661320,0.0238908555
488,0.0411246178,0.0150494573
506,0.0351457533,0.0341370876
593,0.0223865956,0.0278362286
597,0.0342784327,0.0116443798
642,0.0167279770,0.0225728065
661,0.0428061955,0.0206898127
764,0.0378338644,0.0021287816
846,0.0406809546,0.0052640004
868,0.0532168924,0.0043908531
901,0.0407527760,0.0154306091
956,0.0515726455,0.0041629624
957,0.0564542803,0.0000000000
960,0.0583891556,0.0000000000
962,0.0387721803,0.0045357541
977,0.0300921517,0.0000000000
75,0.0053823600,0.0339218505
96,0.0132322975,0.0408298035
170,0.0087705964,0.0494286578
175,0.0159448726,0.0469599651
508,0.0431474883,0.0228039873
580,0.0241515922,0.0331628405
702,0.0335861250,0.0092258818
829,0.0368838651,0.0037347602
866,0.0445222580,0.0000000000
884,0.0211847279,0.0127288646
898,0.0403313304,0.0069681386
991,0.0650150698,0.0000000000
6,0.0000000000,0.0256471039
64,0.0058015716,0.0217533754
69,0.0051325103,0.0435719827
110,0.0046036064,0.0649172266
195,0.0076189084,0.0313298006
312,0.0276449204,0.0426766008
377,0.0163536394,0.0495504765
443,0.0505309513,0.0623985255
458,0.0224278966,0.0520900369
540,0.0182480439,0.0396681652
543,0.0370919212,0.0461723063
828,0.0437208392,0.0094524766
935,0.0495721113,0.0037062971
997,0.0323575268,0.0000000000
7,0.0000000000,0.0566136844
21,0.0071292234,0.0513008911
182,0.0106342503,0.0366861334
272,0.0174255434,0.0392102700
338,0.0126719382,0.0254664680
341,0.0192988355,0.0233811381
372,0.0244144581,0.0304469580
380,0.0250686839,0.0553292269
423,0.0326073941,0.0380930976
498,0.0275863556,0.0248169036
570,0.0344509625,0.0347997877
579,0.0380488213,0.0188774994
590,0.0567249822,0.0204430291
617,0.0539539078,0.0060040706
684,0.0683414559,0.0128035467
745,0.0353628055,0.0080363784
791,0.0394084744,0.0223728970
865,0.0498997167,0.0063512054
8,0.0000000000,0.0444719488
211,0.0097119641,0.0431743877
278,0.0165057502,0.0327601762
293,0.0220038294,0.0426401295
305,0.0242058576,0.0511531919
327,0.0112737864,0.0395952883
369,0.0322644883,0.0435647733
417,0.0229399076,0.0133893895
433,0.0433451803,0.0278722276
436,0.0516769430,0.0224984659
445,0.0296975656,0.0406295813
477,0.0314349148,0.0164684886
512,0.0254715313,0.0329701542
609,0.0248496674,0.0313208516
660,0.0259355397,0.0202055123
677,0.0521648545,0.0146083489
682,0.0263135793,0.0289087283
720,0.0560165549,0.0179567533
